"SID","article_number","atlas","global_mean","parameter_estimate","outlier","run","trial","article_cond","msg_share","msg_rel_self","msg_rel_social","trial_type","topic","site"
"BPA29","41","value",-0.206707164645195,-0.793245196342468,"no","1",9,"control",4,3,3,"read_control","health","Netherlands"
"BPA29","41","auditory",-0.206707164645195,-0.258601725101471,"no","1",9,"control",4,3,3,"read_control","health","Netherlands"
"BPA29","41","sensorimotor",-0.206707164645195,-0.264348119497299,"no","1",9,"control",4,3,3,"read_control","health","Netherlands"
"BPA29","45","value",0.298012614250183,-0.18853971362114,"no","1",24,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","45","auditory",0.298012614250183,0.402853310108185,"no","1",24,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","45","sensorimotor",0.298012614250183,0.357217282056808,"no","1",24,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","55","value",-0.113219998776913,-0.35683998465538,"no","1",12,"control",2,1,1,"read_control","climate","Netherlands"
"BPA29","55","auditory",-0.113219998776913,0.18197625875473,"no","1",12,"control",2,1,1,"read_control","climate","Netherlands"
"BPA29","55","sensorimotor",-0.113219998776913,-0.008200882002711,"no","1",12,"control",2,1,1,"read_control","climate","Netherlands"
"BPA29","58","value",-0.13679563999176,-0.847357213497162,"no","1",10,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","58","auditory",-0.13679563999176,-0.063372552394867,"no","1",10,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","58","sensorimotor",-0.13679563999176,-0.20562644302845,"no","1",10,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","7","value",-0.090510569512844,-0.2816341817379,"no","1",23,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","7","auditory",-0.090510569512844,-0.227097973227501,"no","1",23,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","7","sensorimotor",-0.090510569512844,-0.096007503569126,"no","1",23,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","90","value",-0.704077959060669,-1.56420636177063,"no","1",22,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","90","auditory",-0.704077959060669,-1.21806120872498,"no","1",22,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","90","sensorimotor",-0.704077959060669,-0.772955358028412,"no","1",22,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","12","value",0.253159463405609,-0.418399930000305,"no","1",17,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","12","auditory",0.253159463405609,0.535201191902161,"no","1",17,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","12","sensorimotor",0.253159463405609,0.417991429567337,"no","1",17,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","15","value",-0.186503872275352,-1.01491117477417,"no","1",19,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","15","auditory",-0.186503872275352,-0.307664215564728,"no","1",19,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","15","sensorimotor",-0.186503872275352,-0.029144797474146,"no","1",19,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","52","value",-0.831498861312866,-1.62780547142029,"yes","1",6,"other",2,1,1,"read_other","climate","Netherlands"
"BPA29","52","auditory",-0.831498861312866,-1.32785511016846,"yes","1",6,"other",2,1,1,"read_other","climate","Netherlands"
"BPA29","52","sensorimotor",-0.831498861312866,-0.941559195518494,"yes","1",6,"other",2,1,1,"read_other","climate","Netherlands"
"BPA29","59","value",0.143931165337563,-0.49718713760376,"no","1",5,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","59","auditory",0.143931165337563,0.123220466077328,"no","1",5,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","59","sensorimotor",0.143931165337563,0.132223039865494,"no","1",5,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","65","value",-0.244443595409393,-0.934276044368744,"no","1",18,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","65","auditory",-0.244443595409393,-0.503957331180573,"no","1",18,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","65","sensorimotor",-0.244443595409393,-0.427239269018173,"no","1",18,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","78","value",-0.080551996827126,-0.403896272182465,"no","1",7,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","78","auditory",-0.080551996827126,-0.100763760507107,"no","1",7,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","78","sensorimotor",-0.080551996827126,-0.293222546577454,"no","1",7,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","84","value",-0.234184578061104,-0.361758977174759,"no","1",8,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","84","auditory",-0.234184578061104,-0.219726040959358,"no","1",8,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","84","sensorimotor",-0.234184578061104,-0.303100317716599,"no","1",8,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","93","value",0.290894508361816,0.237299591302872,"no","1",20,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","93","auditory",0.290894508361816,0.231415539979935,"no","1",20,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","93","sensorimotor",0.290894508361816,0.065005011856556,"no","1",20,"other",4,1,3,"read_other","health","Netherlands"
"BPA29","10","value",-0.04885495454073,-0.126883581280708,"no","1",2,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","10","auditory",-0.04885495454073,0.052364379167557,"no","1",2,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","10","sensorimotor",-0.04885495454073,-0.081454828381538,"no","1",2,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","14","value",-0.090905882418156,-0.437139242887497,"no","1",13,"self",2,1,1,"read_self","climate","Netherlands"
"BPA29","14","auditory",-0.090905882418156,-0.006348968017846,"no","1",13,"self",2,1,1,"read_self","climate","Netherlands"
"BPA29","14","sensorimotor",-0.090905882418156,-0.37108039855957,"no","1",13,"self",2,1,1,"read_self","climate","Netherlands"
"BPA29","17","value",0.121230334043503,-0.152817323803902,"no","1",4,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","17","auditory",0.121230334043503,0.1879802942276,"no","1",4,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","17","sensorimotor",0.121230334043503,0.227266103029251,"no","1",4,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","34","value",-0.095785282552242,-0.845526516437531,"no","1",16,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","34","auditory",-0.095785282552242,-0.23631651699543,"no","1",16,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","34","sensorimotor",-0.095785282552242,-0.274740397930145,"no","1",16,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","42","value",-0.288330316543579,-0.508994281291962,"no","1",14,"self",1,2,2,"read_self","climate","Netherlands"
"BPA29","42","auditory",-0.288330316543579,-0.160615146160126,"no","1",14,"self",1,2,2,"read_self","climate","Netherlands"
"BPA29","42","sensorimotor",-0.288330316543579,-0.33116340637207,"no","1",14,"self",1,2,2,"read_self","climate","Netherlands"
"BPA29","61","value",-0.381627976894379,-0.048556599766016,"no","1",1,"self",3,3,4,"read_self","climate","Netherlands"
"BPA29","61","auditory",-0.381627976894379,-0.460519194602966,"no","1",1,"self",3,3,4,"read_self","climate","Netherlands"
"BPA29","61","sensorimotor",-0.381627976894379,-0.672131299972534,"no","1",1,"self",3,3,4,"read_self","climate","Netherlands"
"BPA29","62","value",-0.202651664614677,0.063889995217323,"no","1",3,"self",4,4,2,"read_self","health","Netherlands"
"BPA29","62","auditory",-0.202651664614677,-0.283845692873001,"no","1",3,"self",4,4,2,"read_self","health","Netherlands"
"BPA29","62","sensorimotor",-0.202651664614677,-0.53139466047287,"no","1",3,"self",4,4,2,"read_self","health","Netherlands"
"BPA29","70","value",0.138130113482475,0.095680110156536,"no","1",15,"self",4,3,3,"read_self","health","Netherlands"
"BPA29","70","auditory",0.138130113482475,0.342074185609818,"no","1",15,"self",4,3,3,"read_self","health","Netherlands"
"BPA29","70","sensorimotor",0.138130113482475,0.077910132706165,"no","1",15,"self",4,3,3,"read_self","health","Netherlands"
"BPA29","1","value",0.197478875517845,-0.27338632941246,"no","2",36,"control",4,3,3,"read_control","climate","Netherlands"
"BPA29","1","auditory",0.197478875517845,0.221836820244789,"no","2",36,"control",4,3,3,"read_control","climate","Netherlands"
"BPA29","1","sensorimotor",0.197478875517845,0.205249026417732,"no","2",36,"control",4,3,3,"read_control","climate","Netherlands"
"BPA29","18","value",-0.982429623603821,-1.38149392604828,"yes","2",41,"control",3,1,1,"read_control","health","Netherlands"
"BPA29","18","auditory",-0.982429623603821,-1.13840651512146,"yes","2",41,"control",3,1,1,"read_control","health","Netherlands"
"BPA29","18","sensorimotor",-0.982429623603821,-0.803166627883911,"yes","2",41,"control",3,1,1,"read_control","health","Netherlands"
"BPA29","48","value",-0.032537501305342,-0.548178613185883,"no","2",44,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","48","auditory",-0.032537501305342,0.020305631682277,"no","2",44,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","48","sensorimotor",-0.032537501305342,-0.137144222855568,"no","2",44,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","63","value",-0.164707526564598,-0.549870014190674,"no","2",33,"control",3,3,3,"read_control","climate","Netherlands"
"BPA29","63","auditory",-0.164707526564598,-0.358561009168625,"no","2",33,"control",3,3,3,"read_control","climate","Netherlands"
"BPA29","63","sensorimotor",-0.164707526564598,-0.382355332374573,"no","2",33,"control",3,3,3,"read_control","climate","Netherlands"
"BPA29","74","value",0.032629277557135,-0.45743528008461,"no","2",34,"control",4,2,3,"read_control","health","Netherlands"
"BPA29","74","auditory",0.032629277557135,-0.337880581617355,"no","2",34,"control",4,2,3,"read_control","health","Netherlands"
"BPA29","74","sensorimotor",0.032629277557135,-0.249497145414352,"no","2",34,"control",4,2,3,"read_control","health","Netherlands"
"BPA29","80","value",-0.221586868166924,-0.382646262645721,"no","2",42,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","80","auditory",-0.221586868166924,-0.009652828797698,"no","2",42,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","80","sensorimotor",-0.221586868166924,-0.211230546236038,"no","2",42,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","9","value",0.20070992410183,-0.021760309115052,"no","2",43,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","9","auditory",0.20070992410183,0.224655032157898,"no","2",43,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","9","sensorimotor",0.20070992410183,0.137492448091507,"no","2",43,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","91","value",-0.35391503572464,-0.966466903686523,"no","2",35,"control",4,1,3,"read_control","health","Netherlands"
"BPA29","91","auditory",-0.35391503572464,-0.940657734870911,"no","2",35,"control",4,1,3,"read_control","health","Netherlands"
"BPA29","91","sensorimotor",-0.35391503572464,-0.651336312294006,"no","2",35,"control",4,1,3,"read_control","health","Netherlands"
"BPA29","20","value",0.427304714918137,0.401499599218369,"no","2",48,"other",4,4,4,"read_other","health","Netherlands"
"BPA29","20","auditory",0.427304714918137,0.679068982601166,"no","2",48,"other",4,4,4,"read_other","health","Netherlands"
"BPA29","20","sensorimotor",0.427304714918137,0.378203302621841,"no","2",48,"other",4,4,4,"read_other","health","Netherlands"
"BPA29","28","value",-0.045389402657747,-0.183168560266495,"no","2",31,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","28","auditory",-0.045389402657747,-0.065625064074993,"no","2",31,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","28","sensorimotor",-0.045389402657747,-0.233120575547218,"no","2",31,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","3","value",-0.069965071976185,-0.038884669542313,"no","2",32,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","3","auditory",-0.069965071976185,-0.308031022548676,"no","2",32,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","3","sensorimotor",-0.069965071976185,-0.325928628444672,"no","2",32,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","30","value",0.27954289317131,-0.045034017413855,"no","2",29,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","30","auditory",0.27954289317131,0.213303282856941,"no","2",29,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","30","sensorimotor",0.27954289317131,0.234809592366219,"no","2",29,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","35","value",0.134647890925407,-0.292696356773376,"no","2",45,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","35","auditory",0.134647890925407,0.370683252811432,"no","2",45,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","35","sensorimotor",0.134647890925407,0.2139812707901,"no","2",45,"other",3,1,3,"read_other","health","Netherlands"
"BPA29","6","value",0.319540560245514,0.032975129783154,"no","2",46,"other",3,1,1,"read_other","climate","Netherlands"
"BPA29","6","auditory",0.319540560245514,0.616623103618622,"no","2",46,"other",3,1,1,"read_other","climate","Netherlands"
"BPA29","6","sensorimotor",0.319540560245514,0.467867285013199,"no","2",46,"other",3,1,1,"read_other","climate","Netherlands"
"BPA29","85","value",0.113592974841595,0.42409211397171,"no","2",30,"other",4,3,3,"read_other","climate","Netherlands"
"BPA29","85","auditory",0.113592974841595,0.150950759649277,"no","2",30,"other",4,3,3,"read_other","climate","Netherlands"
"BPA29","85","sensorimotor",0.113592974841595,-0.154817014932632,"no","2",30,"other",4,3,3,"read_other","climate","Netherlands"
"BPA29","92","value",0.401520520448685,0.461022853851318,"no","2",47,"other",4,3,4,"read_other","climate","Netherlands"
"BPA29","92","auditory",0.401520520448685,0.64643406867981,"no","2",47,"other",4,3,4,"read_other","climate","Netherlands"
"BPA29","92","sensorimotor",0.401520520448685,0.464649766683578,"no","2",47,"other",4,3,4,"read_other","climate","Netherlands"
"BPA29","22","value",-0.112778060138226,-0.40537965297699,"no","2",39,"self",3,3,3,"read_self","climate","Netherlands"
"BPA29","22","auditory",-0.112778060138226,0.179818630218506,"no","2",39,"self",3,3,3,"read_self","climate","Netherlands"
"BPA29","22","sensorimotor",-0.112778060138226,0.103440016508102,"no","2",39,"self",3,3,3,"read_self","climate","Netherlands"
"BPA29","37","value",-0.189019337296486,-0.543540000915527,"no","2",27,"self",3,2,3,"read_self","climate","Netherlands"
"BPA29","37","auditory",-0.189019337296486,-0.391433715820312,"no","2",27,"self",3,2,3,"read_self","climate","Netherlands"
"BPA29","37","sensorimotor",-0.189019337296486,-0.11101733148098,"no","2",27,"self",3,2,3,"read_self","climate","Netherlands"
"BPA29","38","value",0.002990058856085,-0.514912784099579,"no","2",38,"self",2,1,1,"read_self","health","Netherlands"
"BPA29","38","auditory",0.002990058856085,-0.122240282595158,"no","2",38,"self",2,1,1,"read_self","health","Netherlands"
"BPA29","38","sensorimotor",0.002990058856085,0.113180458545685,"no","2",38,"self",2,1,1,"read_self","health","Netherlands"
"BPA29","47","value",0.0293303206563,-0.155761420726776,"no","2",40,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","47","auditory",0.0293303206563,0.26782289147377,"no","2",40,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","47","sensorimotor",0.0293303206563,0.183906808495522,"no","2",40,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","56","value",-0.341501295566559,-0.325039267539978,"no","2",25,"self",1,1,3,"read_self","climate","Netherlands"
"BPA29","56","auditory",-0.341501295566559,-0.218467772006989,"no","2",25,"self",1,1,3,"read_self","climate","Netherlands"
"BPA29","56","sensorimotor",-0.341501295566559,-0.505960524082184,"no","2",25,"self",1,1,3,"read_self","climate","Netherlands"
"BPA29","67","value",0.199118405580521,-0.037951320409775,"no","2",37,"self",3,2,3,"read_self","health","Netherlands"
"BPA29","67","auditory",0.199118405580521,0.208582684397697,"no","2",37,"self",3,2,3,"read_self","health","Netherlands"
"BPA29","67","sensorimotor",0.199118405580521,0.360514938831329,"no","2",37,"self",3,2,3,"read_self","health","Netherlands"
"BPA29","88","value",-0.800476670265198,-1.42610538005829,"no","2",28,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","88","auditory",-0.800476670265198,-1.54651200771332,"no","2",28,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","88","sensorimotor",-0.800476670265198,-0.833841443061829,"no","2",28,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","94","value",0.058594111353159,-0.259789973497391,"no","2",26,"self",2,1,4,"read_self","health","Netherlands"
"BPA29","94","auditory",0.058594111353159,-0.226499736309052,"no","2",26,"self",2,1,4,"read_self","health","Netherlands"
"BPA29","94","sensorimotor",0.058594111353159,-0.310213625431061,"no","2",26,"self",2,1,4,"read_self","health","Netherlands"
"BPA29","24","value",-0.251978099346161,-0.781637728214264,"no","3",51,"control",3,3,3,"read_control","health","Netherlands"
"BPA29","24","auditory",-0.251978099346161,-0.290812194347382,"no","3",51,"control",3,3,3,"read_control","health","Netherlands"
"BPA29","24","sensorimotor",-0.251978099346161,-0.189533352851868,"no","3",51,"control",3,3,3,"read_control","health","Netherlands"
"BPA29","25","value",-0.32982063293457,-0.741492509841919,"no","3",64,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","25","auditory",-0.32982063293457,-0.166373759508133,"no","3",64,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","25","sensorimotor",-0.32982063293457,-0.30366387963295,"no","3",64,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","32","value",0.276300251483917,0.011048953980207,"no","3",61,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","32","auditory",0.276300251483917,0.177606225013733,"no","3",61,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","32","sensorimotor",0.276300251483917,-0.182054623961449,"no","3",61,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","33","value",-0.024297900497913,-0.347625851631165,"no","3",63,"control",3,3,1,"read_control","health","Netherlands"
"BPA29","33","auditory",-0.024297900497913,0.116080746054649,"no","3",63,"control",3,3,1,"read_control","health","Netherlands"
"BPA29","33","sensorimotor",-0.024297900497913,-0.119006656110287,"no","3",63,"control",3,3,1,"read_control","health","Netherlands"
"BPA29","49","value",0.306219220161438,-0.334867179393768,"no","3",62,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","49","auditory",0.306219220161438,0.393934100866318,"no","3",62,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","49","sensorimotor",0.306219220161438,0.390521258115768,"no","3",62,"control",1,1,1,"read_control","health","Netherlands"
"BPA29","68","value",-0.331099599599838,-0.151617422699928,"no","3",50,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","68","auditory",-0.331099599599838,-0.343820035457611,"no","3",50,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","68","sensorimotor",-0.331099599599838,-0.383598178625107,"no","3",50,"control",2,1,1,"read_control","health","Netherlands"
"BPA29","72","value",-0.882660686969757,-1.99459409713745,"yes","3",52,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","72","auditory",-0.882660686969757,-1.26958274841309,"yes","3",52,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","72","sensorimotor",-0.882660686969757,-0.99694961309433,"yes","3",52,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","81","value",-0.380260527133942,-0.661076843738556,"no","3",49,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","81","auditory",-0.380260527133942,-0.446662396192551,"no","3",49,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","81","sensorimotor",-0.380260527133942,-0.353487372398376,"no","3",49,"control",1,1,1,"read_control","climate","Netherlands"
"BPA29","21","value",0.01443544216454,-0.341895461082458,"no","3",58,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","21","auditory",0.01443544216454,0.229256644845009,"no","3",58,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","21","sensorimotor",0.01443544216454,-0.229345381259918,"no","3",58,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","39","value",-0.836945593357086,-1.00234925746918,"yes","3",59,"other",3,3,3,"read_other","climate","Netherlands"
"BPA29","39","auditory",-0.836945593357086,-1.4032222032547,"yes","3",59,"other",3,3,3,"read_other","climate","Netherlands"
"BPA29","39","sensorimotor",-0.836945593357086,-1.35482490062714,"yes","3",59,"other",3,3,3,"read_other","climate","Netherlands"
"BPA29","43","value",0.09371242672205,-0.438410937786102,"no","3",69,"other",3,3,3,"read_other","health","Netherlands"
"BPA29","43","auditory",0.09371242672205,0.556657552719116,"no","3",69,"other",3,3,3,"read_other","health","Netherlands"
"BPA29","43","sensorimotor",0.09371242672205,0.245322301983833,"no","3",69,"other",3,3,3,"read_other","health","Netherlands"
"BPA29","46","value",-0.08482138812542,-0.413971483707428,"no","3",71,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","46","auditory",-0.08482138812542,0.049306068569422,"no","3",71,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","46","sensorimotor",-0.08482138812542,0.121996432542801,"no","3",71,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","54","value",-0.106597661972046,-0.52038961648941,"no","3",60,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","54","auditory",-0.106597661972046,-0.240675300359726,"no","3",60,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","54","sensorimotor",-0.106597661972046,-0.267815947532654,"no","3",60,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","64","value",-0.165581494569778,-0.613173305988312,"no","3",57,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","64","auditory",-0.165581494569778,0.282483667135239,"no","3",57,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","64","sensorimotor",-0.165581494569778,0.044896923005581,"no","3",57,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","69","value",0.048508916050196,-0.388930231332779,"no","3",70,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","69","auditory",0.048508916050196,0.119636438786983,"no","3",70,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","69","sensorimotor",0.048508916050196,0.016292281448841,"no","3",70,"other",1,1,1,"read_other","health","Netherlands"
"BPA29","76","value",-0.127357691526413,-0.399410128593445,"no","3",72,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","76","auditory",-0.127357691526413,-0.399511784315109,"no","3",72,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","76","sensorimotor",-0.127357691526413,-0.154757142066956,"no","3",72,"other",1,1,1,"read_other","climate","Netherlands"
"BPA29","11","value",0.229275986552238,-0.06792014837265,"no","3",55,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","11","auditory",0.229275986552238,0.403626412153244,"no","3",55,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","11","sensorimotor",0.229275986552238,0.175960451364517,"no","3",55,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","23","value",-0.099489338696003,-0.28841632604599,"no","3",65,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","23","auditory",-0.099489338696003,0.011620782315731,"no","3",65,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","23","sensorimotor",-0.099489338696003,-0.272507697343826,"no","3",65,"self",4,3,2,"read_self","health","Netherlands"
"BPA29","44","value",0.125648781657219,-0.096173912286758,"no","3",54,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","44","auditory",0.125648781657219,0.418984353542328,"no","3",54,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","44","sensorimotor",0.125648781657219,0.127300754189491,"no","3",54,"self",3,3,3,"read_self","health","Netherlands"
"BPA29","71","value",-0.021701453253627,-0.538770198822021,"no","3",56,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","71","auditory",-0.021701453253627,0.597031056880951,"no","3",56,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","71","sensorimotor",-0.021701453253627,0.539373755455017,"no","3",56,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","82","value",-0.558201849460602,-1.00133466720581,"no","3",68,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","82","auditory",-0.558201849460602,-0.801240026950836,"no","3",68,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","82","sensorimotor",-0.558201849460602,-0.635383725166321,"no","3",68,"self",1,1,1,"read_self","climate","Netherlands"
"BPA29","83","value",-0.05044163018465,-0.544524133205414,"no","3",67,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","83","auditory",-0.05044163018465,-0.068915948271751,"no","3",67,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","83","sensorimotor",-0.05044163018465,-0.136561438441277,"no","3",67,"self",1,1,1,"read_self","health","Netherlands"
"BPA29","89","value",-0.025354942306876,-0.272307336330414,"no","3",66,"self",2,3,3,"read_self","climate","Netherlands"
"BPA29","89","auditory",-0.025354942306876,-0.115670524537563,"no","3",66,"self",2,3,3,"read_self","climate","Netherlands"
"BPA29","89","sensorimotor",-0.025354942306876,-0.215730622410774,"no","3",66,"self",2,3,3,"read_self","climate","Netherlands"
"BPA29","95","value",0.084720343351364,-0.366725265979767,"no","3",53,"self",1,2,2,"read_self","climate","Netherlands"
"BPA29","95","auditory",0.084720343351364,0.334169894456863,"no","3",53,"self",1,2,2,"read_self","climate","Netherlands"
"BPA29","95","sensorimotor",0.084720343351364,0.084124810993671,"no","3",53,"self",1,2,2,"read_self","climate","Netherlands"
"BPA30","16","value",-0.26184418797493,-0.136652991175652,"no","1",22,"control",3,3,3,"read_control","health","Netherlands"
"BPA30","16","auditory",-0.26184418797493,-0.160088002681732,"no","1",22,"control",3,3,3,"read_control","health","Netherlands"
"BPA30","16","sensorimotor",-0.26184418797493,-0.043252620846033,"no","1",22,"control",3,3,3,"read_control","health","Netherlands"
"BPA30","29","value",-0.282054305076599,-0.632731735706329,"no","1",3,"control",3,4,3,"read_control","health","Netherlands"
"BPA30","29","auditory",-0.282054305076599,-0.385292112827301,"no","1",3,"control",3,4,3,"read_control","health","Netherlands"
"BPA30","29","sensorimotor",-0.282054305076599,-0.233326807618141,"no","1",3,"control",3,4,3,"read_control","health","Netherlands"
"BPA30","36","value",-0.00314409728162,-0.304175108671188,"no","1",24,"control",3,2,4,"read_control","health","Netherlands"
"BPA30","36","auditory",-0.00314409728162,0.002350597176701,"no","1",24,"control",3,2,4,"read_control","health","Netherlands"
"BPA30","36","sensorimotor",-0.00314409728162,0.192230954766273,"no","1",24,"control",3,2,4,"read_control","health","Netherlands"
"BPA30","53","value",0.027123315259814,-0.05756850540638,"no","1",4,"control",2,3,2,"read_control","climate","Netherlands"
"BPA30","53","auditory",0.027123315259814,0.132787898182869,"no","1",4,"control",2,3,2,"read_control","climate","Netherlands"
"BPA30","53","sensorimotor",0.027123315259814,0.050595365464687,"no","1",4,"control",2,3,2,"read_control","climate","Netherlands"
"BPA30","57","value",-0.303544670343399,-0.275936454534531,"no","1",2,"control",4,3,3,"read_control","health","Netherlands"
"BPA30","57","auditory",-0.303544670343399,-0.580378174781799,"no","1",2,"control",4,3,3,"read_control","health","Netherlands"
"BPA30","57","sensorimotor",-0.303544670343399,-0.319804072380066,"no","1",2,"control",4,3,3,"read_control","health","Netherlands"
"BPA30","73","value",0.24442532658577,-0.237007275223732,"no","1",1,"control",3,3,3,"read_control","climate","Netherlands"
"BPA30","73","auditory",0.24442532658577,-0.060024246573448,"no","1",1,"control",3,3,3,"read_control","climate","Netherlands"
"BPA30","73","sensorimotor",0.24442532658577,0.159059479832649,"no","1",1,"control",3,3,3,"read_control","climate","Netherlands"
"BPA30","77","value",-0.094815529882908,-0.029362186789513,"no","1",21,"control",2,2,2,"read_control","climate","Netherlands"
"BPA30","77","auditory",-0.094815529882908,-0.154342010617256,"no","1",21,"control",2,2,2,"read_control","climate","Netherlands"
"BPA30","77","sensorimotor",-0.094815529882908,-0.195569634437561,"no","1",21,"control",2,2,2,"read_control","climate","Netherlands"
