"article_cond","SID","article_number","exclude_item","topic","n_words","msg_rel_self","msg_rel_social","msg_share_broad","msg_share_narrow"
"control","BB-W1-1935",8,0,"climate",NA,19,23,28,21
"control","BB-W1-1935",9,0,"climate",NA,22,15,6,5
"control","BB-W1-1935",12,0,"climate",NA,69,56,54,54
"control","BB-W1-1935",15,0,"climate",NA,14,9,20,11
"control","BB-W1-1935",17,0,"climate",NA,56,55,24,11
"control","BB-W1-1960",2,0,"climate",NA,3,15,5,18
"control","BB-W1-1960",7,0,"climate",NA,50,65,58,40
"control","BB-W1-1960",14,0,"climate",NA,4,24,7,12
"control","BB-W1-1960",17,0,"climate",NA,42,66,35,55
"control","BB-W1-1960",18,0,"climate",NA,10,20,7,15
"control","BB-W1-1962",7,0,"climate",NA,61,98,79,79
"control","BB-W1-1962",12,0,"climate",NA,100,100,98,98
"control","BB-W1-1962",16,0,"climate",NA,100,100,100,93
"control","BB-W1-1962",21,0,"climate",NA,96,96,99,99
"control","BB-W1-1962",25,0,"climate",NA,100,100,100,95
"control","BB-W1-1968",2,0,"climate",NA,30,29,19,40
"control","BB-W1-1968",7,0,"climate",NA,27,40,10,38
"control","BB-W1-1968",8,0,"climate",NA,30,30,10,22
"control","BB-W1-1968",17,0,"climate",NA,28,28,19,39
"control","BB-W1-1968",21,0,"climate",NA,27,27,15,27
"control","BB-W1-1969",2,0,"climate",NA,78,77,61,50
"control","BB-W1-1969",12,0,"climate",NA,62,61,29,37
"control","BB-W1-1969",13,0,"climate",NA,39,38,19,10
"control","BB-W1-1969",17,0,"climate",NA,87,86,60,50
"control","BB-W1-1969",19,0,"climate",NA,59,58,29,18
"control","BB-W1-1973",3,0,"climate",NA,67,100,90,92
"control","BB-W1-1973",5,0,"climate",NA,78,86,85,91
"control","BB-W1-1973",7,0,"climate",NA,85,85,88,86
"control","BB-W1-1973",8,0,"climate",NA,87,88,90,85
"control","BB-W1-1973",20,0,"climate",NA,95,78,91,81
"control","BB-W1-1975",1,0,"climate",NA,0,0,0,0
"control","BB-W1-1975",11,0,"climate",NA,20,25,0,55
"control","BB-W1-1975",14,0,"climate",NA,20,20,0,0
"control","BB-W1-1975",16,0,"climate",NA,5,5,0,0
"control","BB-W1-1975",20,0,"climate",NA,90,90,0,0
"control","BB-W1-1982",6,0,"climate",NA,26,14,4,12
"control","BB-W1-1982",7,0,"climate",NA,8,5,1,4
"control","BB-W1-1982",12,0,"climate",NA,66,67,4,47
"control","BB-W1-1982",18,0,"climate",NA,51,40,15,67
"control","BB-W1-1982",22,0,"climate",NA,16,19,11,50
"control","BB-W1-2006",1,0,"climate",NA,55,40,0,0
"control","BB-W1-2006",3,0,"climate",NA,80,60,0,0
"control","BB-W1-2006",9,0,"climate",NA,30,30,0,0
"control","BB-W1-2006",20,0,"climate",NA,90,90,0,0
"control","BB-W1-2006",23,0,"climate",NA,80,70,0,0
"control","BB-W1-2011",4,0,"climate",NA,30,30,0,0
"control","BB-W1-2011",8,0,"climate",NA,6,5,0,0
"control","BB-W1-2011",17,0,"climate",NA,88,88,0,25
"control","BB-W1-2011",18,0,"climate",NA,42,44,0,46
"control","BB-W1-2011",26,0,"climate",NA,15,55,0,40
"control","BB-W1-2013",5,0,"climate",NA,53,51,0,0
"control","BB-W1-2013",8,0,"climate",NA,41,35,0,0
"control","BB-W1-2013",11,0,"climate",NA,54,51,49,26
"control","BB-W1-2013",13,0,"climate",NA,100,80,70,70
"control","BB-W1-2013",17,0,"climate",NA,60,52,0,0
"control","BB-W1-2015",2,0,"climate",NA,78,83,19,80
"control","BB-W1-2015",3,0,"climate",NA,82,95,0,0
"control","BB-W1-2015",6,0,"climate",NA,78,88,22,56
"control","BB-W1-2015",22,0,"climate",NA,53,50,13,17
"control","BB-W1-2015",26,0,"climate",NA,16,14,0,0
"control","BB-W1-2033",5,0,"climate",NA,17,47,17,23
"control","BB-W1-2033",8,0,"climate",NA,52,45,8,15
"control","BB-W1-2033",9,0,"climate",NA,32,32,10,11
"control","BB-W1-2033",15,0,"climate",NA,27,34,20,27
"control","BB-W1-2033",20,0,"climate",NA,37,38,10,17
"control","BB-W1-2035",3,0,"climate",NA,60,5,60,0
"control","BB-W1-2035",4,0,"climate",NA,60,50,50,0
"control","BB-W1-2035",11,0,"climate",NA,61,20,40,0
"control","BB-W1-2035",15,0,"climate",NA,50,50,5,0
"control","BB-W1-2035",23,0,"climate",NA,71,10,0,0
"control","BB-W1-2050",3,0,"climate",NA,46,52,37,65
"control","BB-W1-2050",5,0,"climate",NA,55,76,67,85
"control","BB-W1-2050",15,0,"climate",NA,76,65,72,87
"control","BB-W1-2050",18,0,"climate",NA,79,68,64,49
"control","BB-W1-2050",20,0,"climate",NA,58,80,41,73
"control","BB-W1-2058",1,0,"climate",NA,100,100,1,1
"control","BB-W1-2058",2,0,"climate",NA,100,100,1,1
"control","BB-W1-2058",16,0,"climate",NA,100,100,10,10
"control","BB-W1-2058",21,0,"climate",NA,100,100,50,1
"control","BB-W1-2058",23,0,"climate",NA,50,50,1,1
"control","BB-W1-2063",4,0,"climate",NA,14,21,0,0
"control","BB-W1-2063",10,0,"climate",NA,23,43,0,0
"control","BB-W1-2063",13,0,"climate",NA,15,21,0,0
"control","BB-W1-2063",25,0,"climate",NA,53,39,0,0
"control","BB-W1-2063",26,0,"climate",NA,80,77,19,30
"control","BB-W1-2073",3,0,"climate",NA,14,9,9,6
"control","BB-W1-2073",4,0,"climate",NA,2,8,21,12
"control","BB-W1-2073",5,0,"climate",NA,29,59,26,14
"control","BB-W1-2073",7,0,"climate",NA,9,17,31,49
"control","BB-W1-2073",13,0,"climate",NA,8,13,46,20
"control","BB-W1-2080",4,0,"climate",NA,5,5,0,0
"control","BB-W1-2080",6,0,"climate",NA,5,5,0,0
"control","BB-W1-2080",15,0,"climate",NA,75,75,0,10
"control","BB-W1-2080",22,0,"climate",NA,10,10,0,5
"control","BB-W1-2080",24,0,"climate",NA,10,10,0,0
"control","BB-W1-2091",5,0,"climate",NA,95,61,32,87
"control","BB-W1-2091",7,0,"climate",NA,71,96,29,86
"control","BB-W1-2091",17,0,"climate",NA,13,24,42,59
"control","BB-W1-2091",18,0,"climate",NA,32,46,69,84
"control","BB-W1-2091",26,0,"climate",NA,70,76,39,85
"control","BB-W1-2099",5,0,"climate",NA,18,39,27,17
"control","BB-W1-2099",12,0,"climate",NA,49,51,0,28
"control","BB-W1-2099",22,0,"climate",NA,56,52,77,53
"control","BB-W1-2099",24,0,"climate",NA,0,0,0,0
"control","BB-W1-2099",25,0,"climate",NA,0,0,0,0
"control","BB-W1-2103",2,0,"climate",NA,74,75,0,0
"control","BB-W1-2103",15,0,"climate",NA,51,81,30,50
"control","BB-W1-2103",17,0,"climate",NA,86,95,97,88
"control","BB-W1-2103",20,0,"climate",NA,12,83,10,14
"control","BB-W1-2103",25,0,"climate",NA,90,92,80,82
"control","BB-W1-2106",3,0,"climate",NA,79,80,7,80
"control","BB-W1-2106",7,0,"climate",NA,76,67,15,67
"control","BB-W1-2106",12,0,"climate",NA,85,85,18,68
"control","BB-W1-2106",21,0,"climate",NA,71,73,7,74
"control","BB-W1-2106",25,0,"climate",NA,15,15,5,13
"control","BB-W1-2108",6,0,"climate",NA,5,5,25,25
"control","BB-W1-2108",12,0,"climate",NA,80,80,50,50
"control","BB-W1-2108",19,0,"climate",NA,15,10,30,40
"control","BB-W1-2108",21,0,"climate",NA,25,10,20,30
"control","BB-W1-2108",25,0,"climate",NA,20,20,0,10
"control","BB-W1-2115",8,0,"climate",NA,63,59,61,60
"control","BB-W1-2115",11,0,"climate",NA,66,62,82,70
"control","BB-W1-2115",14,0,"climate",NA,83,73,93,82
"control","BB-W1-2115",17,0,"climate",NA,72,69,65,81
"control","BB-W1-2115",21,0,"climate",NA,67,70,86,68
"control","BB-W1-2135",10,0,"climate",NA,60,60,0,0
"control","BB-W1-2135",15,0,"climate",NA,0,50,0,0
"control","BB-W1-2135",16,0,"climate",NA,60,60,60,50
"control","BB-W1-2135",18,0,"climate",NA,80,79,60,60
"control","BB-W1-2135",24,0,"climate",NA,50,50,10,10
"control","BB-W1-2147",3,0,"climate",NA,45,20,45,35
"control","BB-W1-2147",7,0,"climate",NA,80,60,70,60
"control","BB-W1-2147",15,0,"climate",NA,20,10,35,45
"control","BB-W1-2147",16,0,"climate",NA,70,60,65,60
"control","BB-W1-2147",23,0,"climate",NA,30,20,70,50
"control","BB-W1-2149",8,0,"climate",NA,53,54,0,0
"control","BB-W1-2149",16,0,"climate",NA,32,50,0,0
"control","BB-W1-2149",19,0,"climate",NA,8,7,0,0
"control","BB-W1-2149",20,0,"climate",NA,72,71,0,13
"control","BB-W1-2149",26,0,"climate",NA,36,85,0,11
"control","BB-W1-2155",6,0,"climate",NA,65,71,72,70
"control","BB-W1-2155",7,0,"climate",NA,62,68,80,67
"control","BB-W1-2155",8,0,"climate",NA,65,71,70,66
"control","BB-W1-2155",14,0,"climate",NA,80,71,88,100
"control","BB-W1-2155",17,0,"climate",NA,65,72,73,76
"control","BB-W1-2162",6,0,"climate",NA,24,9,19,19
"control","BB-W1-2162",7,0,"climate",NA,0,25,20,10
"control","BB-W1-2162",8,0,"climate",NA,0,0,20,5
"control","BB-W1-2162",12,0,"climate",NA,0,11,10,4
"control","BB-W1-2162",15,0,"climate",NA,0,20,15,5
"control","BB-W1-2165",12,0,"climate",NA,70,70,80,70
"control","BB-W1-2165",14,0,"climate",NA,50,50,90,65
"control","BB-W1-2165",17,0,"climate",NA,90,90,85,80
"control","BB-W1-2165",20,0,"climate",NA,80,80,80,70
"control","BB-W1-2165",21,0,"climate",NA,89,89,91,89
"control","BB-W1-2179",4,0,"climate",NA,100,100,76,100
"control","BB-W1-2179",15,0,"climate",NA,50,51,51,100
"control","BB-W1-2179",17,0,"climate",NA,100,100,50,100
"control","BB-W1-2179",22,0,"climate",NA,8,8,69,100
"control","BB-W1-2179",26,0,"climate",NA,0,82,50,82
"control","BB-W1-2188",5,0,"climate",NA,21,70,0,44
"control","BB-W1-2188",7,0,"climate",NA,88,89,0,74
"control","BB-W1-2188",14,0,"climate",NA,69,74,0,38
"control","BB-W1-2188",23,0,"climate",NA,19,90,0,0
"control","BB-W1-2188",24,0,"climate",NA,100,100,0,74
"control","BB-W1-2197",2,0,"climate",NA,45,45,0,45
"control","BB-W1-2197",6,0,"climate",NA,50,50,0,70
"control","BB-W1-2197",18,0,"climate",NA,50,60,0,50
"control","BB-W1-2197",20,0,"climate",NA,50,50,0,25
"control","BB-W1-2197",22,0,"climate",NA,50,50,0,60
"control","BB-W1-2198",11,0,"climate",NA,86,86,82,0
"control","BB-W1-2198",16,0,"climate",NA,68,67,67,0
"control","BB-W1-2198",19,0,"climate",NA,62,62,0,0
"control","BB-W1-2198",20,0,"climate",NA,68,67,0,0
"control","BB-W1-2198",25,0,"climate",NA,97,99,72,0
"control","BB-W1-2210",11,0,"climate",NA,0,0,52,5
"control","BB-W1-2210",12,0,"climate",NA,100,100,100,100
"control","BB-W1-2210",15,0,"climate",NA,100,100,100,100
"control","BB-W1-2210",19,0,"climate",NA,86,80,100,83
"control","BB-W1-2210",20,0,"climate",NA,100,100,100,100
"control","BB-W1-2215",3,0,"climate",NA,0,0,29,0
"control","BB-W1-2215",6,0,"climate",NA,0,0,0,0
"control","BB-W1-2215",14,0,"climate",NA,0,0,0,0
"control","BB-W1-2215",22,0,"climate",NA,0,0,35,7
"control","BB-W1-2215",26,0,"climate",NA,66,67,31,12
"control","BB-W1-2221",2,0,"climate",NA,80,70,80,0
"control","BB-W1-2221",4,0,"climate",NA,80,50,85,10
"control","BB-W1-2221",15,0,"climate",NA,85,80,85,10
"control","BB-W1-2221",21,0,"climate",NA,70,55,75,10
"control","BB-W1-2221",22,0,"climate",NA,85,60,90,10
"control","BB-W1-2229",3,0,"climate",NA,10,0,0,0
"control","BB-W1-2229",8,0,"climate",NA,31,0,0,0
"control","BB-W1-2229",11,0,"climate",NA,0,0,0,0
"control","BB-W1-2229",16,0,"climate",NA,0,0,0,0
"control","BB-W1-2229",25,0,"climate",NA,52,52,0,0
"control","BB-W1-2254",7,0,"climate",NA,100,100,100,100
"control","BB-W1-2254",15,0,"climate",NA,100,100,80,100
"control","BB-W1-2254",16,0,"climate",NA,100,100,100,100
"control","BB-W1-2254",25,0,"climate",NA,100,100,85,100
"control","BB-W1-2254",26,0,"climate",NA,100,100,100,100
"control","BB-W1-2256",5,0,"climate",NA,0,0,0,11
"control","BB-W1-2256",10,0,"climate",NA,1,1,1,1
"control","BB-W1-2256",14,0,"climate",NA,19,3,4,1
"control","BB-W1-2256",19,0,"climate",NA,0,0,0,0
"control","BB-W1-2256",26,0,"climate",NA,57,97,83,96
"control","BB-W1-2258",15,0,"climate",NA,51,52,82,0
"control","BB-W1-2258",17,0,"climate",NA,42,45,62,0
"control","BB-W1-2258",19,0,"climate",NA,100,100,100,76
"control","BB-W1-2258",23,0,"climate",NA,75,80,100,50
"control","BB-W1-2258",26,0,"climate",NA,80,100,85,50
"control","BB-W1-2263",2,0,"climate",NA,15,9,0,6
"control","BB-W1-2263",4,0,"climate",NA,55,33,3,8
"control","BB-W1-2263",18,0,"climate",NA,42,47,7,17
"control","BB-W1-2263",21,0,"climate",NA,16,32,12,61
"control","BB-W1-2263",23,0,"climate",NA,14,7,12,12
"control","BB-W1-2272",7,0,"climate",NA,100,100,77,49
"control","BB-W1-2272",8,0,"climate",NA,79,92,63,70
"control","BB-W1-2272",13,0,"climate",NA,5,6,8,60
"control","BB-W1-2272",23,0,"climate",NA,44,41,100,100
"control","BB-W1-2272",24,0,"climate",NA,63,63,100,100
"control","BB-W1-2280",7,0,"climate",NA,100,100,1,1
"control","BB-W1-2280",13,0,"climate",NA,100,100,1,1
"control","BB-W1-2280",14,0,"climate",NA,100,100,1,1
"control","BB-W1-2280",19,0,"climate",NA,100,100,1,1
"control","BB-W1-2280",20,0,"climate",NA,100,100,1,1
"control","BB-W1-2290",14,0,"climate",NA,0,0,0,0
"control","BB-W1-2290",16,0,"climate",NA,0,0,0,0
"control","BB-W1-2290",22,0,"climate",NA,0,0,17,0
"control","BB-W1-2290",23,0,"climate",NA,0,0,0,0
"control","BB-W1-2290",24,0,"climate",NA,4,1,0,0
"control","BB-W1-2295",1,0,"climate",NA,25,25,10,0
"control","BB-W1-2295",2,0,"climate",NA,50,70,0,0
"control","BB-W1-2295",6,0,"climate",NA,50,50,0,0
"control","BB-W1-2295",23,0,"climate",NA,70,70,50,0
"control","BB-W1-2295",26,0,"climate",NA,100,100,75,0
"control","BB-W1-2298",7,0,"climate",NA,70,60,80,65
"control","BB-W1-2298",8,0,"climate",NA,49,25,65,25
"control","BB-W1-2298",12,0,"climate",NA,75,65,80,65
"control","BB-W1-2298",22,0,"climate",NA,70,75,90,75
"control","BB-W1-2298",25,0,"climate",NA,55,70,75,65
"control","BB-W1-2302",1,0,"climate",NA,5,4,0,0
"control","BB-W1-2302",5,0,"climate",NA,13,18,0,0
"control","BB-W1-2302",9,0,"climate",NA,18,9,0,0
"control","BB-W1-2302",11,0,"climate",NA,17,11,18,31
"control","BB-W1-2302",19,0,"climate",NA,14,11,0,0
"control","BB-W1-2305",4,0,"climate",NA,57,60,0,0
"control","BB-W1-2305",9,0,"climate",NA,52,55,0,0
"control","BB-W1-2305",10,0,"climate",NA,79,78,0,0
"control","BB-W1-2305",19,0,"climate",NA,68,69,0,0
"control","BB-W1-2305",23,0,"climate",NA,53,53,0,0
"control","BB-W1-2313",2,0,"climate",NA,100,100,38,59
"control","BB-W1-2313",4,0,"climate",NA,100,100,39,62
"control","BB-W1-2313",19,0,"climate",NA,100,100,50,72
"control","BB-W1-2313",23,0,"climate",NA,100,100,82,82
"control","BB-W1-2313",25,0,"climate",NA,91,91,20,20
"control","BB-W1-2332",6,0,"climate",NA,15,15,0,0
"control","BB-W1-2332",11,0,"climate",NA,10,25,0,0
"control","BB-W1-2332",12,0,"climate",NA,15,15,0,0
"control","BB-W1-2332",18,0,"climate",NA,0,0,0,0
"control","BB-W1-2332",23,0,"climate",NA,75,85,0,0
"control","BB-W1-2333",6,0,"climate",NA,12,12,10,10
"control","BB-W1-2333",7,0,"climate",NA,10,12,10,9
"control","BB-W1-2333",11,0,"climate",NA,15,17,8,12
"control","BB-W1-2333",13,0,"climate",NA,10,9,10,9
"control","BB-W1-2333",23,0,"climate",NA,10,10,10,10
"control","BB-W1-2340",5,0,"climate",NA,0,0,0,0
"control","BB-W1-2340",11,0,"climate",NA,3,3,0,5
"control","BB-W1-2340",15,0,"climate",NA,5,5,0,0
"control","BB-W1-2340",16,0,"climate",NA,10,10,0,5
"control","BB-W1-2340",24,0,"climate",NA,30,50,0,10
"control","BB-W1-2344",2,0,"climate",NA,55,30,70,8
"control","BB-W1-2344",19,0,"climate",NA,85,96,91,93
"control","BB-W1-2344",20,0,"climate",NA,80,80,80,65
"control","BB-W1-2344",24,0,"climate",NA,80,80,90,60
"control","BB-W1-2344",25,0,"climate",NA,86,86,80,66
"control","BB-W1-2348",4,0,"climate",NA,69,73,83,79
"control","BB-W1-2348",13,0,"climate",NA,80,65,76,71
"control","BB-W1-2348",16,0,"climate",NA,75,81,82,78
"control","BB-W1-2348",18,0,"climate",NA,74,85,87,72
"control","BB-W1-2348",23,0,"climate",NA,79,64,81,73
"control","BB-W1-2362",7,0,"climate",NA,49,49,1,2
"control","BB-W1-2362",12,0,"climate",NA,54,55,1,1
"control","BB-W1-2362",16,0,"climate",NA,1,2,1,1
"control","BB-W1-2362",21,0,"climate",NA,1,1,1,1
"control","BB-W1-2362",22,0,"climate",NA,52,56,7,17
"control","BB-W1-2369",6,0,"climate",NA,0,0,0,0
"control","BB-W1-2369",9,0,"climate",NA,0,0,0,0
"control","BB-W1-2369",13,0,"climate",NA,0,0,43,0
"control","BB-W1-2369",20,0,"climate",NA,57,58,0,3
"control","BB-W1-2369",26,0,"climate",NA,0,0,0,0
"control","BB-W1-2381",3,0,"climate",NA,0,0,0,0
"control","BB-W1-2381",4,0,"climate",NA,0,0,0,0
"control","BB-W1-2381",7,0,"climate",NA,0,0,0,0
"control","BB-W1-2381",18,0,"climate",NA,0,0,0,0
"control","BB-W1-2381",22,0,"climate",NA,71,71,0,50
"control","BB-W1-2399",2,0,"climate",NA,0,0,0,0
"control","BB-W1-2399",7,0,"climate",NA,0,0,0,50
"control","BB-W1-2399",8,0,"climate",NA,100,100,0,0
"control","BB-W1-2399",10,0,"climate",NA,50,50,0,0
"control","BB-W1-2399",19,0,"climate",NA,80,85,0,0
"control","BB-W1-2407",4,0,"climate",NA,35,75,0,30
"control","BB-W1-2407",12,0,"climate",NA,100,100,0,60
"control","BB-W1-2407",13,0,"climate",NA,50,70,0,50
"control","BB-W1-2407",21,0,"climate",NA,15,50,0,15
"control","BB-W1-2407",24,0,"climate",NA,100,100,0,20
"control","BB-W1-2420",4,0,"climate",NA,0,50,0,0
"control","BB-W1-2420",13,0,"climate",NA,50,35,0,0
"control","BB-W1-2420",21,0,"climate",NA,0,70,0,0
"control","BB-W1-2420",22,0,"climate",NA,75,85,0,0
"control","BB-W1-2420",24,0,"climate",NA,100,100,0,0
"control","BB-W1-2426",2,0,"climate",NA,29,27,40,30
"control","BB-W1-2426",10,0,"climate",NA,60,50,65,20
"control","BB-W1-2426",12,0,"climate",NA,50,60,85,60
"control","BB-W1-2426",17,0,"climate",NA,82,75,83,80
"control","BB-W1-2426",26,0,"climate",NA,80,79,80,85
"control","BB-W1-2428",10,0,"climate",NA,65,66,41,57
"control","BB-W1-2428",15,0,"climate",NA,46,54,36,55
"control","BB-W1-2428",17,0,"climate",NA,100,97,95,97
"control","BB-W1-2428",18,0,"climate",NA,58,58,58,58
"control","BB-W1-2428",22,0,"climate",NA,71,73,71,70
"control","BB-W1-2438",7,0,"climate",NA,0,20,0,0
"control","BB-W1-2438",10,0,"climate",NA,90,90,65,70
"control","BB-W1-2438",12,0,"climate",NA,90,95,80,85
"control","BB-W1-2438",17,0,"climate",NA,95,95,70,85
"control","BB-W1-2438",24,0,"climate",NA,95,95,20,35
"control","BB-W1-2444",2,0,"climate",NA,25,14,5,27
"control","BB-W1-2444",5,0,"climate",NA,65,75,60,68
"control","BB-W1-2444",6,0,"climate",NA,54,64,38,70
"control","BB-W1-2444",19,0,"climate",NA,66,57,44,33
"control","BB-W1-2444",24,0,"climate",NA,37,31,19,15
"control","BB-W1-2458",2,0,"climate",NA,53,82,60,49
"control","BB-W1-2458",10,0,"climate",NA,95,85,71,62
"control","BB-W1-2458",12,0,"climate",NA,70,62,92,56
"control","BB-W1-2458",13,0,"climate",NA,97,82,66,57
"control","BB-W1-2458",18,0,"climate",NA,89,74,69,57
"control","BB-W1-2467",2,0,"climate",NA,65,77,0,0
"control","BB-W1-2467",4,0,"climate",NA,60,71,0,0
"control","BB-W1-2467",9,0,"climate",NA,66,72,0,10
"control","BB-W1-2467",21,0,"climate",NA,28,28,0,0
"control","BB-W1-2467",26,0,"climate",NA,95,100,0,75
"control","BB-W1-2473",3,0,"climate",NA,75,75,10,40
"control","BB-W1-2473",8,0,"climate",NA,80,80,0,35
"control","BB-W1-2473",11,0,"climate",NA,75,75,0,30
"control","BB-W1-2473",17,0,"climate",NA,70,70,10,40
"control","BB-W1-2473",19,0,"climate",NA,80,80,10,40
"control","BB-W1-2489",3,0,"climate",NA,46,53,12,54
"control","BB-W1-2489",7,0,"climate",NA,0,0,13,9
"control","BB-W1-2489",12,0,"climate",NA,12,24,9,13
"control","BB-W1-2489",15,0,"climate",NA,54,58,8,15
"control","BB-W1-2489",24,0,"climate",NA,55,59,8,47
"control","BB-W1-2490",10,0,"climate",NA,24,34,16,32
"control","BB-W1-2490",12,0,"climate",NA,93,81,59,90
"control","BB-W1-2490",17,0,"climate",NA,76,67,61,84
"control","BB-W1-2490",21,0,"climate",NA,68,84,77,82
"control","BB-W1-2490",22,0,"climate",NA,18,11,69,78
"control","BB-W1-2493",9,0,"climate",NA,83,82,82,80
"control","BB-W1-2493",11,0,"climate",NA,79,81,85,82
"control","BB-W1-2493",12,0,"climate",NA,100,73,67,72
"control","BB-W1-2493",14,0,"climate",NA,63,64,67,68
"control","BB-W1-2493",25,0,"climate",NA,73,77,77,74
"control","BB-W1-2495",6,0,"climate",NA,12,34,12,3
"control","BB-W1-2495",10,0,"climate",NA,73,67,3,22
"control","BB-W1-2495",11,0,"climate",NA,43,60,14,38
"control","BB-W1-2495",21,0,"climate",NA,35,35,15,26
"control","BB-W1-2495",24,0,"climate",NA,54,62,30,32
"control","BB-W1-2499",2,0,"climate",NA,0,14,2,1
"control","BB-W1-2499",5,0,"climate",NA,16,23,16,54
"control","BB-W1-2499",7,0,"climate",NA,21,20,4,4
"control","BB-W1-2499",13,0,"climate",NA,1,21,1,7
"control","BB-W1-2499",19,0,"climate",NA,15,28,2,15
"control","BB-W1-2513",9,0,"climate",NA,0,0,0,0
"control","BB-W1-2513",11,0,"climate",NA,0,0,0,0
"control","BB-W1-2513",19,0,"climate",NA,0,0,0,0
"control","BB-W1-2513",22,0,"climate",NA,20,20,0,20
"control","BB-W1-2513",26,0,"climate",NA,40,40,0,0
"control","BB-W1-2528",3,0,"climate",NA,100,100,100,100
"control","BB-W1-2528",14,0,"climate",NA,100,100,100,100
"control","BB-W1-2528",17,0,"climate",NA,100,100,100,100
"control","BB-W1-2528",20,0,"climate",NA,100,100,100,100
"control","BB-W1-2528",22,0,"climate",NA,100,100,100,100
"control","BB-W1-2537",4,0,"climate",NA,0,0,0,0
"control","BB-W1-2537",12,0,"climate",NA,0,0,0,0
"control","BB-W1-2537",16,0,"climate",NA,3,0,0,1
"control","BB-W1-2537",18,0,"climate",NA,4,3,0,0
"control","BB-W1-2537",26,0,"climate",NA,29,15,0,0
"control","BB-W1-2548",7,0,"climate",NA,48,60,36,39
"control","BB-W1-2548",11,0,"climate",NA,47,48,31,35
"control","BB-W1-2548",12,0,"climate",NA,60,60,44,46
"control","BB-W1-2548",16,0,"climate",NA,53,53,45,46
"control","BB-W1-2548",23,0,"climate",NA,53,56,47,48
"control","BB-W1-2552",1,0,"climate",NA,78,55,64,93
"control","BB-W1-2552",3,0,"climate",NA,35,41,70,71
"control","BB-W1-2552",4,0,"climate",NA,33,56,79,70
"control","BB-W1-2552",14,0,"climate",NA,28,18,69,75
"control","BB-W1-2552",22,0,"climate",NA,12,8,67,67
"control","BB-W1-2559",9,0,"climate",NA,0,0,0,0
"control","BB-W1-2559",16,0,"climate",NA,0,32,14,0
"control","BB-W1-2559",23,0,"climate",NA,0,0,0,0
"control","BB-W1-2559",24,0,"climate",NA,70,68,32,0
"control","BB-W1-2559",25,0,"climate",NA,11,28,0,0
"control","BB-W1-2571",8,0,"climate",NA,0,0,0,0
"control","BB-W1-2571",13,0,"climate",NA,0,0,0,0
"control","BB-W1-2571",18,0,"climate",NA,0,0,0,0
"control","BB-W1-2571",23,0,"climate",NA,0,0,0,0
"control","BB-W1-2571",24,0,"climate",NA,0,20,10,0
"control","BB-W1-2574",3,0,"climate",NA,83,52,59,31
"control","BB-W1-2574",15,0,"climate",NA,70,95,89,86
"control","BB-W1-2574",21,0,"climate",NA,10,54,55,19
"control","BB-W1-2574",23,0,"climate",NA,18,25,76,68
"control","BB-W1-2574",24,0,"climate",NA,16,43,38,21
"control","BB-W1-2580",8,0,"climate",NA,22,25,10,10
"control","BB-W1-2580",9,0,"climate",NA,10,10,2,1
"control","BB-W1-2580",13,0,"climate",NA,22,20,21,14
"control","BB-W1-2580",16,0,"climate",NA,10,10,10,10
"control","BB-W1-2580",19,0,"climate",NA,30,30,11,10
"control","BB-W1-2590",2,0,"climate",NA,100,100,0,100
"control","BB-W1-2590",6,0,"climate",NA,100,100,0,100
"control","BB-W1-2590",10,0,"climate",NA,100,100,0,100
"control","BB-W1-2590",13,0,"climate",NA,100,100,0,100
"control","BB-W1-2590",16,0,"climate",NA,100,100,0,100
"control","BB-W1-2597",6,0,"climate",NA,25,10,0,55
"control","BB-W1-2597",7,0,"climate",NA,50,50,0,100
"control","BB-W1-2597",11,0,"climate",NA,100,30,0,45
"control","BB-W1-2597",12,0,"climate",NA,100,100,0,100
"control","BB-W1-2597",22,0,"climate",NA,100,100,0,100
"control","BB-W1-2605",8,0,"climate",NA,45,48,60,22
"control","BB-W1-2605",12,0,"climate",NA,31,34,35,13
"control","BB-W1-2605",13,0,"climate",NA,10,10,55,15
"control","BB-W1-2605",16,0,"climate",NA,8,24,51,10
"control","BB-W1-2605",20,0,"climate",NA,81,84,66,16
"control","BB-W1-2629",12,0,"climate",NA,100,100,100,20
"control","BB-W1-2629",18,0,"climate",NA,50,50,70,100
"control","BB-W1-2629",20,0,"climate",NA,100,100,60,100
"control","BB-W1-2629",25,0,"climate",NA,100,100,100,100
"control","BB-W1-2629",26,0,"climate",NA,50,50,60,50
"control","BB-W1-2633",3,0,"climate",NA,70,90,50,75
"control","BB-W1-2633",10,0,"climate",NA,70,90,20,75
"control","BB-W1-2633",11,0,"climate",NA,40,40,50,60
"control","BB-W1-2633",17,0,"climate",NA,45,70,30,70
"control","BB-W1-2633",22,0,"climate",NA,40,80,60,75
"control","BB-W1-2634",2,0,"climate",NA,60,63,27,44
"control","BB-W1-2634",3,0,"climate",NA,31,30,13,25
"control","BB-W1-2634",4,0,"climate",NA,60,60,20,60
"control","BB-W1-2634",16,0,"climate",NA,10,15,0,10
"control","BB-W1-2634",25,0,"climate",NA,6,73,5,9
"control","BB-W1-2635",5,0,"climate",NA,0,10,0,0
"control","BB-W1-2635",14,0,"climate",NA,25,25,0,0
"control","BB-W1-2635",15,0,"climate",NA,100,100,0,0
"control","BB-W1-2635",22,0,"climate",NA,25,0,0,0
