"article_cond","SID","article_number","exclude_item","topic","n_words","msg_rel_self","msg_rel_social","msg_share_broad","msg_share_narrow"
"self","BB-W1-3178",16,0,"climate",12,59,65,52,59
"self","BB-W1-3191",2,0,"climate",11,25,31,13,23
"self","BB-W1-3191",15,0,"climate",36,77,73,24,64
"self","BB-W1-3191",20,0,"climate",15,6,7,5,8
"self","BB-W1-3191",21,0,"climate",9,21,22,17,36
"self","BB-W1-3191",25,0,"climate",11,46,50,10,39
"self","BB-W1-3231",3,0,"climate",6,71,47,90,92
"self","BB-W1-3231",14,0,"climate",8,79,79,80,81
"self","BB-W1-3231",19,0,"climate",7,50,49,64,41
"self","BB-W1-3231",22,0,"climate",7,86,87,82,85
"self","BB-W1-3244",1,0,"climate",30,52,14,3,10
"self","BB-W1-3244",7,0,"climate",39,100,100,100,100
"self","BB-W1-3244",8,0,"climate",33,53,100,100,100
"self","BB-W1-3244",9,0,"climate",34,100,97,100,100
"self","BB-W1-3244",21,0,"climate",44,100,100,100,100
"self","BB-W1-3246",13,0,"climate",17,82,79,71,65
"self","BB-W1-3246",14,0,"climate",6,75,55,95,59
"self","BB-W1-3246",15,0,"climate",13,45,95,68,62
"self","BB-W1-3246",20,0,"climate",16,71,86,92,84
"self","BB-W1-3246",24,0,"climate",11,66,40,72,51
"self","BB-W1-3273",1,0,"climate",24,47,41,56,65
"self","BB-W1-3273",7,0,"climate",16,100,100,94,100
"self","BB-W1-3273",11,0,"climate",32,100,100,100,100
"self","BB-W1-3273",17,0,"climate",11,100,100,100,100
"self","BB-W1-3273",22,0,"climate",12,100,100,88,82
"self","BB-W1-3284",9,0,"climate",14,57,57,0,0
"self","BB-W1-3284",20,0,"climate",9,36,13,0,0
"self","BB-W1-3284",26,0,"climate",12,57,11,0,0
"self","BB-W1-3299",9,0,"climate",21,62,59,40,37
"self","BB-W1-3299",16,0,"climate",23,51,51,33,30
"self","BB-W1-3299",18,0,"climate",17,50,50,39,35
"self","BB-W1-3299",24,0,"climate",20,60,59,41,40
"self","BB-W1-3299",26,0,"climate",16,75,55,52,51
"self","BB-W1-3312",3,0,"climate",14,71,70,70,51
"self","BB-W1-3312",7,0,"climate",23,39,89,10,49
"self","BB-W1-3312",16,0,"climate",31,50,70,10,20
"self","BB-W1-3312",20,0,"climate",29,10,10,0,0
"self","BB-W1-3312",26,0,"climate",20,90,71,20,60
"self","BB-W1-3342",3,0,"climate",37,97,97,31,52
"self","BB-W1-3342",15,0,"climate",52,51,68,0,0
"self","BB-W1-3342",19,0,"climate",57,52,67,13,7
"self","BB-W1-3342",21,0,"climate",58,53,76,8,4
"self","BB-W1-3342",22,0,"climate",55,100,100,33,51
"self","BB-W1-3347",1,0,"climate",19,51,70,0,0
"self","BB-W1-3347",6,0,"climate",17,45,43,0,0
"self","BB-W1-3347",8,0,"climate",31,91,69,0,0
"self","BB-W1-3347",9,0,"climate",20,73,56,0,0
"self","BB-W1-3347",25,0,"climate",13,55,61,0,0
"self","BB-W1-3354",2,0,"climate",23,70,70,0,0
"self","BB-W1-3354",9,0,"climate",18,80,80,0,0
"self","BB-W1-3354",13,0,"climate",14,60,60,0,0
"self","BB-W1-3354",24,0,"climate",26,80,80,100,100
"self","BB-W1-3354",26,0,"climate",11,100,100,100,100
"self","BB-W1-3377",3,0,"climate",14,74,76,71,98
"self","BB-W1-3377",4,0,"climate",21,90,90,73,97
"self","BB-W1-3377",8,0,"climate",16,77,77,56,90
"self","BB-W1-3377",20,0,"climate",17,43,45,15,20
"self","BB-W1-3377",24,0,"climate",20,83,84,59,93
"self","BB-W1-3380",4,0,"climate",9,70,70,60,65
"self","BB-W1-3380",15,0,"climate",11,22,24,9,14
"self","BB-W1-3380",16,0,"climate",10,20,45,30,35
"self","BB-W1-3380",20,0,"climate",11,30,27,0,0
"self","BB-W1-3380",25,0,"climate",10,55,60,50,50
"self","BB-W1-3418",6,0,"climate",17,36,37,32,34
"self","BB-W1-3418",8,0,"climate",31,88,87,71,64
"self","BB-W1-3418",9,0,"climate",28,84,49,51,21
"self","BB-W1-3418",13,0,"climate",25,52,65,50,50
"self","BB-W1-3418",20,0,"climate",29,75,66,76,62
"self","BB-W1-3425",11,0,"climate",38,10,14,64,96
"self","BB-W1-3425",13,0,"climate",7,20,19,18,14
"self","BB-W1-3425",15,0,"climate",27,93,91,95,81
"self","BB-W1-3425",24,0,"climate",42,73,94,100,98
"self","BB-W1-3425",25,0,"climate",33,84,86,93,100
"self","BB-W1-3440",5,0,"climate",30,89,66,61,79
"self","BB-W1-3440",11,0,"climate",61,83,88,100,88
"self","BB-W1-3440",13,0,"climate",47,100,100,78,69
"self","BB-W1-3440",16,0,"climate",69,100,67,71,78
"self","BB-W1-3440",19,0,"climate",58,85,74,78,78
"self","BB-W1-3447",6,0,"climate",51,84,87,69,26
"self","BB-W1-3447",12,0,"climate",32,91,95,37,71
"self","BB-W1-3447",13,0,"climate",25,92,94,93,68
"self","BB-W1-3447",14,0,"climate",41,84,100,99,52
"self","BB-W1-3447",15,0,"climate",29,91,96,82,54
"self","BB-W1-3474",8,0,"climate",44,52,54,52,52
"self","BB-W1-3474",17,0,"climate",38,80,80,80,80
"self","BB-W1-3474",22,0,"climate",20,52,53,52,52
"self","BB-W1-3474",25,0,"climate",34,80,80,70,70
"self","BB-W1-3474",26,0,"climate",28,100,80,100,100
"self","BB-W1-3487",5,0,"climate",17,32,63,24,16
"self","BB-W1-3487",8,0,"climate",34,86,79,12,8
"self","BB-W1-3487",15,0,"climate",23,66,60,6,5
"self","BB-W1-3487",19,0,"climate",10,59,78,42,35
"self","BB-W1-3487",21,0,"climate",16,47,72,24,32
"self","BB-W1-3517",3,0,"climate",39,100,0,100,100
"self","BB-W1-3517",13,0,"climate",45,100,100,100,100
"self","BB-W1-3517",19,0,"climate",34,100,100,100,100
"self","BB-W1-3517",24,0,"climate",32,100,100,60,100
"self","BB-W1-3517",25,0,"climate",33,100,100,100,100
"self","BB-W1-3527",7,0,"climate",29,86,77,98,100
"self","BB-W1-3527",8,0,"climate",18,10,0,10,10
"self","BB-W1-3527",10,0,"climate",14,85,93,92,86
"self","BB-W1-3527",13,0,"climate",7,50,40,40,85
"self","BB-W1-3527",24,0,"climate",17,89,100,91,90
"self","BB-W1-3534",1,0,"climate",18,63,66,25,48
"self","BB-W1-3534",6,0,"climate",13,73,81,21,50
"self","BB-W1-3534",11,0,"climate",18,48,59,21,37
"self","BB-W1-3534",12,0,"climate",19,52,52,22,34
"self","BB-W1-3534",14,0,"climate",19,40,52,20,34
"self","BB-W1-3549",2,0,"climate",25,40,40,30,20
"self","BB-W1-3549",9,0,"climate",40,50,50,57,45
"self","BB-W1-3549",15,0,"climate",48,2,2,9,1
"self","BB-W1-3549",17,0,"climate",33,72,68,71,64
"self","BB-W1-3549",22,0,"climate",26,70,65,60,40
"self","BB-W1-3560",3,0,"climate",22,94,92,59,51
"self","BB-W1-3560",7,0,"climate",31,75,79,0,0
"self","BB-W1-3560",11,0,"climate",13,20,22,0,0
"self","BB-W1-3560",23,0,"climate",30,69,80,58,58
"self","BB-W1-3575",14,0,"climate",32,21,22,0,0
"self","BB-W1-3575",19,0,"climate",60,61,81,0,0
"self","BB-W1-3575",22,0,"climate",12,44,75,42,100
"self","BB-W1-3575",25,0,"climate",11,0,0,0,0
"self","BB-W1-3582",2,0,"climate",26,100,100,40,0
"self","BB-W1-3582",8,0,"climate",21,100,100,61,23
"self","BB-W1-3582",15,0,"climate",17,51,51,1,0
"self","BB-W1-3582",21,0,"climate",26,95,98,62,8
"self","BB-W1-3582",26,0,"climate",14,100,100,75,13
"self","BB-W1-3606",15,0,"climate",17,60,60,0,10
"self","BB-W1-3606",18,0,"climate",11,90,90,0,20
"self","BB-W1-3606",21,0,"climate",21,40,40,0,15
"self","BB-W1-3606",23,0,"climate",22,30,30,0,0
"self","BB-W1-3606",25,0,"climate",15,60,60,0,15
"self","BB-W1-3618",5,0,"climate",9,83,84,80,83
"self","BB-W1-3618",16,0,"climate",11,78,74,71,68
"self","BB-W1-3618",17,0,"climate",9,70,64,72,66
"self","BB-W1-3618",24,0,"climate",11,62,51,70,67
"self","BB-W1-3628",3,0,"climate",16,80,80,80,65
"self","BB-W1-3628",12,0,"climate",34,100,100,80,80
"self","BB-W1-3628",14,0,"climate",23,85,85,80,55
"self","BB-W1-3628",20,0,"climate",28,100,100,70,75
"self","BB-W1-3628",24,0,"climate",20,100,100,40,75
"self","BB-W1-3661",5,0,"climate",8,50,50,0,0
"self","BB-W1-3661",6,0,"climate",6,50,50,0,0
"self","BB-W1-3661",9,0,"climate",9,50,100,0,0
"self","BB-W1-3672",2,0,"climate",36,96,60,0,7
"self","BB-W1-3672",3,0,"climate",25,100,13,0,11
"self","BB-W1-3672",13,0,"climate",24,10,4,0,51
"self","BB-W1-3672",17,0,"climate",31,95,48,4,50
"self","BB-W1-3672",25,0,"climate",23,65,81,0,0
"self","BB-W1-3677",1,0,"climate",8,30,30,0,0
"self","BB-W1-3677",3,0,"climate",8,50,50,0,30
"self","BB-W1-3677",7,0,"climate",8,40,40,0,30
"self","BB-W1-3677",9,0,"climate",8,100,100,0,0
"self","BB-W1-3677",21,0,"climate",10,30,30,0,0
"self","BB-W1-3711",7,0,"climate",34,95,84,90,92
"self","BB-W1-3711",9,0,"climate",19,100,82,86,88
"self","BB-W1-3711",13,0,"climate",21,95,87,88,81
"self","BB-W1-3711",20,0,"climate",24,98,96,91,97
"self","BB-W1-3711",25,0,"climate",20,94,93,93,97
"self","BB-W1-3733",1,0,"climate",27,0,9,51,21
"self","BB-W1-3733",5,0,"climate",58,25,25,22,18
"self","BB-W1-3733",8,0,"climate",15,12,12,19,9
"self","BB-W1-3733",20,0,"climate",21,44,83,74,61
"self","BB-W1-3733",23,0,"climate",45,64,22,92,81
"self","BB-W1-3741",7,0,"climate",23,13,10,70,74
"self","BB-W1-3741",10,0,"climate",29,91,93,87,84
"self","BB-W1-3741",11,0,"climate",20,9,4,7,9
"self","BB-W1-3741",24,0,"climate",39,82,80,79,77
"self","BB-W1-3750",11,0,"climate",26,60,74,37,20
"self","BB-W1-3750",13,0,"climate",16,66,33,53,65
"self","BB-W1-3750",16,0,"climate",17,56,26,33,17
"self","BB-W1-3750",22,0,"climate",22,59,69,62,75
"self","BB-W1-3750",24,0,"climate",17,47,75,63,70
"self","BB-W1-3775",3,0,"climate",10,22,42,14,62
"self","BB-W1-3775",5,0,"climate",8,6,48,9,31
"self","BB-W1-3775",8,0,"climate",6,19,33,8,30
"self","BB-W1-3775",9,0,"climate",7,74,82,9,51
"self","BB-W1-3775",26,0,"climate",8,14,29,16,16
"self","BB-W1-3796",5,0,"climate",26,85,46,84,80
"self","BB-W1-3796",6,0,"climate",21,74,26,74,74
"self","BB-W1-3796",21,0,"climate",28,57,19,60,59
"self","BB-W1-3796",24,0,"climate",18,76,78,79,78
"self","BB-W1-3796",25,0,"climate",19,50,30,11,50
"self","BB-W1-3827",9,0,"climate",39,0,0,0,0
"self","BB-W1-3827",11,0,"climate",20,50,50,0,100
"self","BB-W1-3827",12,0,"climate",20,0,0,0,0
"self","BB-W1-3827",14,0,"climate",28,16,0,0,18
"self","BB-W1-3827",22,0,"climate",27,59,60,0,58
"self","BB-W1-3861",6,0,"climate",12,0,0,0,0
"self","BB-W1-3861",10,0,"climate",33,0,0,0,0
"self","BB-W1-3861",22,0,"climate",15,0,0,10,0
"self","BB-W1-3861",24,0,"climate",29,0,0,0,0
"self","BB-W1-3861",26,0,"climate",26,20,20,30,0
"self","BB-W1-3867",4,0,"climate",33,100,90,85,85
"self","BB-W1-3867",15,0,"climate",42,75,20,55,65
"self","BB-W1-3867",16,0,"climate",29,100,71,39,71
"self","BB-W1-3867",22,0,"climate",29,100,95,81,51
"self","BB-W1-3867",24,0,"climate",34,100,80,81,95
"self","BB-W1-3899",12,0,"climate",10,53,50,3,4
"self","BB-W1-3899",13,0,"climate",20,2,5,2,4
"self","BB-W1-3899",15,0,"climate",14,11,12,5,4
"self","BB-W1-3899",18,0,"climate",17,3,9,2,2
"self","BB-W1-3899",26,0,"climate",10,3,7,4,6
"self","BB-W1-3902",8,0,"climate",46,48,45,13,46
"self","BB-W1-3902",16,0,"climate",28,20,20,31,78
"self","BB-W1-3902",17,0,"climate",37,38,36,52,54
"self","BB-W1-3902",20,0,"climate",39,58,57,35,38
"self","BB-W1-3902",23,0,"climate",33,23,23,20,43
"self","BB-W1-3913",3,0,"climate",17,100,93,60,0
"self","BB-W1-3913",11,0,"climate",16,100,93,87,0
"self","BB-W1-3913",16,0,"climate",14,100,94,54,0
"self","BB-W1-3913",25,0,"climate",13,100,91,71,0
"self","BB-W1-3913",26,0,"climate",17,100,88,44,0
"self","BB-W1-3944",3,0,"climate",8,57,64,59,76
"self","BB-W1-3944",7,0,"climate",8,72,53,20,16
"self","BB-W1-3944",8,0,"climate",7,68,56,48,15
"self","BB-W1-3944",9,0,"climate",6,72,64,58,22
"self","BB-W1-3944",22,0,"climate",7,80,71,58,71
"self","BB-W1-3955",7,0,"climate",21,44,83,40,63
"self","BB-W1-3955",9,0,"climate",23,89,88,34,30
"self","BB-W1-3955",19,0,"climate",13,43,49,72,33
"self","BB-W1-3955",22,0,"climate",12,53,53,72,52
"self","BB-W1-3955",24,0,"climate",17,85,87,58,68
"self","BB-W1-3991",7,0,"climate",21,31,32,0,0
"self","BB-W1-3991",8,0,"climate",31,0,0,0,0
"self","BB-W1-3991",20,0,"climate",19,0,0,0,0
"self","BB-W1-3991",26,0,"climate",23,10,0,0,0
"self","BB-W1-4017",8,0,"climate",9,0,0,0,0
"self","BB-W1-4017",14,0,"climate",11,60,60,72,51
"self","BB-W1-4017",18,0,"climate",12,74,73,60,63
"self","BB-W1-4025",3,0,"climate",34,38,18,20,49
"self","BB-W1-4025",5,0,"climate",60,5,0,8,0
"self","BB-W1-4025",14,0,"climate",27,58,48,47,40
"self","BB-W1-4025",20,0,"climate",58,69,50,73,62
"self","BB-W1-4025",22,0,"climate",62,67,85,68,66
"self","BB-W1-4054",1,0,"climate",9,71,71,78,95
"self","BB-W1-4054",7,0,"climate",8,33,33,55,74
"self","BB-W1-4054",9,0,"climate",6,69,77,67,76
"self","BB-W1-4054",21,0,"climate",9,75,71,56,86
"self","BB-W1-4054",24,0,"climate",15,91,64,80,70
"self","BB-W1-4058",6,0,"climate",17,62,50,40,25
"self","BB-W1-4058",7,0,"climate",17,50,86,58,64
"self","BB-W1-4058",18,0,"climate",15,88,95,50,71
"self","BB-W1-4058",24,0,"climate",11,85,84,61,48
"self","BB-W1-4058",25,0,"climate",9,98,97,83,60
"self","BB-W1-4063",2,0,"climate",37,7,7,0,0
"self","BB-W1-4063",3,0,"climate",18,21,16,0,0
"self","BB-W1-4063",4,0,"climate",23,5,3,0,0
"self","BB-W1-4063",16,0,"climate",35,18,17,0,0
"self","BB-W1-4063",19,0,"climate",38,74,37,0,0
"self","BB-W1-4087",1,0,"climate",17,80,55,60,76
"self","BB-W1-4087",5,0,"climate",14,80,92,78,61
"self","BB-W1-4087",10,0,"climate",17,67,90,68,57
"self","BB-W1-4087",12,0,"climate",17,72,53,75,92
"self","BB-W1-4087",14,0,"climate",18,59,76,81,77
"self","BB-W1-4128",7,0,"climate",15,64,46,40,32
"self","BB-W1-4128",9,0,"climate",15,75,73,50,21
"self","BB-W1-4128",11,0,"climate",14,27,26,18,17
"self","BB-W1-4128",25,0,"climate",19,50,49,61,9
"self","BB-W1-4128",26,0,"climate",12,72,65,69,19
"self","BB-W1-4136",5,0,"climate",36,36,38,21,3
"self","BB-W1-4136",9,0,"climate",14,83,85,79,4
"self","BB-W1-4136",13,0,"climate",29,91,86,99,2
"self","BB-W1-4136",17,0,"climate",11,100,99,90,2
"self","BB-W1-4136",22,0,"climate",16,90,89,86,4
"self","BB-W1-4140",4,0,"climate",26,35,28,19,14
"self","BB-W1-4140",14,0,"climate",36,100,100,64,76
"self","BB-W1-4140",17,0,"climate",25,89,68,86,89
"self","BB-W1-4140",22,0,"climate",29,92,74,69,81
"self","BB-W1-4140",23,0,"climate",10,34,29,39,41
"self","BB-W1-4175",2,0,"climate",27,80,65,66,40
"self","BB-W1-4175",4,0,"climate",17,90,80,90,75
"self","BB-W1-4175",8,0,"climate",48,5,0,10,2
"self","BB-W1-4175",9,0,"climate",17,80,80,60,60
"self","BB-W1-4175",21,0,"climate",26,95,99,92,90
"self","BB-W1-4183",7,0,"climate",39,51,51,50,51
"self","BB-W1-4183",14,0,"climate",23,69,70,55,55
"self","BB-W1-4183",15,0,"climate",35,70,70,51,69
"self","BB-W1-4183",17,0,"climate",29,69,69,48,67
"self","BB-W1-4183",23,0,"climate",20,35,35,48,48
"self","BB-W1-4206",6,0,"climate",10,13,9,8,9
"self","BB-W1-4206",8,0,"climate",17,46,35,30,82
"self","BB-W1-4206",9,0,"climate",6,3,29,13,7
"self","BB-W1-4206",18,0,"climate",7,51,46,57,91
"self","BB-W1-4236",4,0,"climate",14,40,38,65,68
"self","BB-W1-4236",7,0,"climate",17,23,29,51,47
"self","BB-W1-4236",17,0,"climate",12,42,51,57,58
"self","BB-W1-4236",20,0,"climate",20,79,82,61,71
"self","BB-W1-4236",25,0,"climate",17,57,59,28,35
"self","BB-W1-4273",3,0,"climate",23,0,0,0,0
"self","BB-W1-4273",10,0,"climate",18,0,10,0,0
"self","BB-W1-4273",12,0,"climate",15,78,92,72,88
"self","BB-W1-4273",17,0,"climate",25,37,65,29,50
"self","BB-W1-4273",20,0,"climate",30,74,74,32,29
"self","BB-W1-4277",5,0,"climate",8,69,31,100,82
"self","BB-W1-4277",7,0,"climate",22,16,65,53,32
"self","BB-W1-4277",8,0,"climate",13,91,50,80,64
"self","BB-W1-4277",19,0,"climate",21,84,40,69,48
"self","BB-W1-4277",26,0,"climate",23,23,5,30,8
"self","BB-W1-4292",1,0,"climate",23,100,100,100,0
"self","BB-W1-4292",9,0,"climate",21,100,100,100,0
"self","BB-W1-4292",14,0,"climate",14,100,100,100,0
"self","BB-W1-4292",18,0,"climate",37,100,100,80,0
"self","BB-W1-4292",23,0,"climate",24,100,100,100,0
"self","BB-W1-4305",6,0,"climate",29,31,24,12,11
"self","BB-W1-4305",10,0,"climate",12,43,42,17,34
"self","BB-W1-4305",16,0,"climate",13,33,15,10,11
"self","BB-W1-4305",23,0,"climate",22,50,46,39,37
"self","BB-W1-4305",26,0,"climate",28,81,64,10,29
"self","BB-W1-4353",1,0,"climate",39,86,75,40,45
"self","BB-W1-4353",11,0,"climate",43,55,59,16,36
"self","BB-W1-4353",13,0,"climate",20,80,80,29,49
"self","BB-W1-4353",20,0,"climate",48,47,60,18,37
"self","BB-W1-4353",24,0,"climate",50,72,66,41,35
"self","BB-W1-4374",5,0,"climate",38,65,65,35,80
"self","BB-W1-4374",9,0,"climate",27,10,10,0,0
"self","BB-W1-4374",11,0,"climate",27,0,0,0,0
"self","BB-W1-4374",16,0,"climate",19,90,90,60,85
"self","BB-W1-4374",23,0,"climate",25,60,60,30,50
"self","BB-W1-4382",4,0,"climate",14,62,61,64,73
"self","BB-W1-4382",9,0,"climate",10,68,66,73,59
"self","BB-W1-4382",14,0,"climate",19,50,49,48,64
"self","BB-W1-4382",16,0,"climate",9,70,70,57,60
"self","BB-W1-4382",23,0,"climate",8,74,72,67,74
"self","BB-W1-4408",3,0,"climate",25,79,89,76,82
"self","BB-W1-4408",4,0,"climate",15,88,78,82,99
"self","BB-W1-4408",9,0,"climate",11,100,92,99,87
"self","BB-W1-4408",16,0,"climate",14,95,88,91,86
"self","BB-W1-4408",21,0,"climate",27,100,100,99,100
"self","BB-W1-4423",3,0,"climate",17,15,40,40,15
"self","BB-W1-4423",7,0,"climate",12,80,90,76,76
"self","BB-W1-4423",12,0,"climate",6,50,75,60,50
"self","BB-W1-4423",23,0,"climate",14,75,74,85,75
"self","BB-W1-4423",24,0,"climate",6,15,15,15,15
"self","BB-W1-4444",6,0,"climate",24,9,48,0,0
"self","BB-W1-4444",10,0,"climate",30,73,68,17,47
"self","BB-W1-4444",16,0,"climate",43,67,27,0,0
"self","BB-W1-4444",17,0,"climate",25,82,36,22,27
"self","BB-W1-4444",26,0,"climate",27,70,73,0,0
"self","BB-W1-4462",3,0,"climate",18,71,65,7,67
"self","BB-W1-4462",6,0,"climate",31,30,26,14,25
"self","BB-W1-4462",14,0,"climate",19,14,30,14,23
"self","BB-W1-4462",20,0,"climate",35,86,77,12,69
"self","BB-W1-4462",21,0,"climate",56,32,45,15,63
"self","BB-W1-4465",1,0,"climate",20,75,70,60,60
"self","BB-W1-4465",2,0,"climate",28,100,100,65,70
"self","BB-W1-4465",8,0,"climate",24,60,60,35,35
"self","BB-W1-4465",12,0,"climate",21,90,75,65,65
"self","BB-W1-4465",26,0,"climate",26,100,100,100,90
"self","BB-W1-4491",6,0,"climate",16,70,75,0,20
"self","BB-W1-4491",9,0,"climate",30,36,30,0,0
"self","BB-W1-4491",10,0,"climate",25,70,70,20,0
"self","BB-W1-4491",13,0,"climate",23,40,50,0,0
"self","BB-W1-4491",17,0,"climate",21,80,80,30,0
"self","BB-W1-4549",1,0,"climate",23,15,25,42,58
"self","BB-W1-4549",3,0,"climate",14,1,17,3,33
"self","BB-W1-4549",6,0,"climate",28,3,9,13,9
"self","BB-W1-4549",10,0,"climate",16,3,5,2,3
"self","BB-W1-4549",23,0,"climate",16,3,3,9,25
"self","BB-W1-4582",7,0,"climate",18,87,86,0,54
"self","BB-W1-4582",13,0,"climate",10,0,0,0,0
"self","BB-W1-4582",14,0,"climate",12,66,66,0,40
"self","BB-W1-4582",15,0,"climate",16,37,31,0,52
"self","BB-W1-4582",17,0,"climate",22,53,52,0,53
"self","BB-W1-4591",3,0,"climate",24,27,21,13,9
"self","BB-W1-4591",7,0,"climate",14,52,66,23,18
"self","BB-W1-4591",11,0,"climate",23,24,44,3,12
"self","BB-W1-4591",17,0,"climate",19,54,55,24,19
"self","BB-W1-4591",25,0,"climate",26,54,72,20,16
"self","BB-W1-4616",5,0,"climate",60,84,82,15,67
"self","BB-W1-4616",12,0,"climate",38,73,76,3,53
"self","BB-W1-4616",13,0,"climate",32,3,3,3,2
"self","BB-W1-4616",15,0,"climate",27,54,48,4,49
"self","BB-W1-4616",17,0,"climate",26,32,16,27,21
"self","BB-W1-4644",2,0,"climate",24,50,50,50,50
"self","BB-W1-4644",3,0,"climate",19,50,50,50,50
"self","BB-W1-4644",22,0,"climate",27,50,50,60,70
"self","BB-W1-4644",23,0,"climate",32,50,50,50,70
"self","BB-W1-4644",26,0,"climate",21,100,100,70,90
"self","BB-W1-4654",13,0,"climate",57,67,44,85,85
"self","BB-W1-4654",16,0,"climate",73,48,41,88,76
"self","BB-W1-4654",17,0,"climate",20,52,42,63,54
"self","BB-W1-4654",22,0,"climate",54,25,25,50,20
"self","BB-W1-4654",24,0,"climate",59,39,22,51,21
"self","BB-W1-4673",3,0,"climate",11,88,77,80,88
"self","BB-W1-4673",4,0,"climate",15,74,69,90,82
"self","BB-W1-4673",13,0,"climate",16,58,60,58,78
"self","BB-W1-4673",15,0,"climate",24,54,58,41,64
"self","BB-W1-4673",26,0,"climate",13,91,88,85,91
"self","BB-W1-4696",4,0,"climate",41,34,30,49,39
"self","BB-W1-4696",16,0,"climate",37,35,40,20,11
"self","BB-W1-4696",17,0,"climate",60,50,45,60,20
"self","BB-W1-4696",18,0,"climate",38,61,58,71,60
"self","BB-W1-4696",21,0,"climate",44,61,47,60,50
"self","BB-W1-4705",1,0,"climate",14,14,7,22,13
"self","BB-W1-4705",6,0,"climate",13,4,6,18,9
"self","BB-W1-4705",16,0,"climate",20,18,17,20,7
"self","BB-W1-4705",17,0,"climate",29,63,53,44,56
"self","BB-W1-4705",26,0,"climate",15,5,1,5,4
"self","BB-W1-4719",1,0,"climate",17,25,65,45,25
"self","BB-W1-4719",15,0,"climate",13,5,55,20,20
"self","BB-W1-4719",19,0,"climate",16,70,70,20,45
"self","BB-W1-4719",23,0,"climate",16,90,80,53,75
"self","BB-W1-4719",24,0,"climate",9,80,80,15,55
"self","BB-W1-4747",4,0,"climate",43,77,43,74,100
"self","BB-W1-4747",15,0,"climate",26,78,78,63,100
"self","BB-W1-4747",19,0,"climate",34,58,47,47,46
"self","BB-W1-4747",20,0,"climate",42,49,67,79,100
"self","BB-W1-4747",26,0,"climate",54,100,100,96,100
"self","BB-W1-4751",1,0,"climate",14,0,0,20,0
"self","BB-W1-4751",4,0,"climate",20,26,10,80,50
"self","BB-W1-4751",5,0,"climate",21,0,70,70,60
"self","BB-W1-4751",10,0,"climate",10,70,75,50,0
"self","BB-W1-4751",13,0,"climate",13,90,90,70,0
"self","BB-W1-4781",4,0,"climate",31,90,100,100,100
"self","BB-W1-4781",8,0,"climate",28,20,90,60,60
"self","BB-W1-4781",9,0,"climate",17,90,90,100,100
"self","BB-W1-4781",19,0,"climate",26,95,100,100,100
"self","BB-W1-4781",23,0,"climate",33,75,75,90,90
"self","BB-W1-4798",10,0,"climate",13,49,65,0,0
"self","BB-W1-4798",12,0,"climate",12,100,100,62,52
"self","BB-W1-4798",13,0,"climate",9,3,24,20,11
"self","BB-W1-4798",15,0,"climate",10,100,100,100,64
"self","BB-W1-4798",21,0,"climate",17,25,64,0,0
"self","BB-W1-4803",9,0,"climate",14,53,58,1,35
"self","BB-W1-4803",10,0,"climate",9,32,15,7,20
"self","BB-W1-4803",14,0,"climate",17,9,17,1,4
"self","BB-W1-4803",22,0,"climate",14,72,47,23,56
"self","BB-W1-4803",24,0,"climate",17,88,52,40,77
"self","BB-W1-4823",2,0,"climate",26,31,19,8,6
"self","BB-W1-4823",8,0,"climate",35,77,77,8,16
"self","BB-W1-4823",12,0,"climate",34,41,49,16,31
"self","BB-W1-4823",22,0,"climate",35,78,69,25,58
"self","BB-W1-4823",25,0,"climate",21,28,31,5,31
"self","BB-W1-4848",2,0,"climate",39,10,10,5,10
"self","BB-W1-4848",4,0,"climate",30,0,0,0,1
"self","BB-W1-4848",12,0,"climate",58,35,50,3,35
"self","BB-W1-4848",15,0,"climate",60,50,50,1,1
"self","BB-W1-4848",24,0,"climate",52,30,25,5,10
"self","BB-W1-4865",3,0,"climate",27,30,30,71,4
"self","BB-W1-4865",7,0,"climate",32,60,70,30,5
"self","BB-W1-4865",17,0,"climate",32,58,58,27,0
"self","BB-W1-4865",21,0,"climate",25,24,24,16,0
"self","BB-W1-4865",23,0,"climate",23,19,18,23,0
"self","BB-W1-4868",6,0,"climate",17,24,34,32,39
"self","BB-W1-4868",8,0,"climate",31,38,58,45,49
"self","BB-W1-4868",25,0,"climate",40,31,38,45,40
"self","BB-W1-4868",26,0,"climate",39,54,63,59,57
"self","BB-W1-4886",12,0,"climate",16,100,100,100,100
"self","BB-W1-4886",15,0,"climate",28,100,100,54,74
"self","BB-W1-4886",17,0,"climate",19,100,100,92,85
"self","BB-W1-4886",18,0,"climate",11,100,100,68,91
"self","BB-W1-4886",25,0,"climate",16,100,100,53,67
"self","BB-W1-4901",5,0,"climate",47,80,70,71,80
"self","BB-W1-4901",7,0,"climate",33,70,70,70,60
"self","BB-W1-4901",8,0,"climate",24,60,65,60,60
"self","BB-W1-4901",23,0,"climate",43,100,100,100,100
"self","BB-W1-4901",24,0,"climate",55,100,100,100,100
"self","BB-W1-4916",5,0,"climate",27,100,70,100,100
"self","BB-W1-4916",6,0,"climate",25,100,50,100,100
"self","BB-W1-4916",21,0,"climate",29,100,70,100,100
"self","BB-W1-4916",23,0,"climate",19,100,50,100,100
"self","BB-W1-4916",26,0,"climate",21,100,60,100,100
"self","BB-W1-4937",6,0,"climate",33,31,29,37,38
"self","BB-W1-4937",10,0,"climate",54,63,63,68,78
