"group","SID","item","article_cond","article_number","trial","topic","sharing_type_key","sharing_type","msg_share","msg_rel_self","msg_rel_social","n_words"
"timed","s425","7","control",19,7,"climate","msg_share_broad",0,0,62,55,NA
"untimed","s426","7","control",88,7,"health","msg_share_broad",0,77,55,84,NA
"comment","s427","7","control",47,7,"climate","msg_share_broad",0,49,48,36,16
"comment","s428","7","control",79,7,"health","msg_share_broad",0,16,7,68,9
"timed","s429","7","other",37,7,"climate","msg_share_broad",0,1,68,70,NA
"comment","s430","7","self",33,7,"health","msg_share_broad",0,5,34,28,15
"comment","s431","7","self",54,7,"health","msg_share_broad",0,0,100,100,15
"untimed","s432","7","other",20,7,"health","msg_share_broad",0,0,23,20,NA
"comment","s434","7","self",25,7,"climate","msg_share_broad",0,17,75,54,11
"timed","s435","7","control",38,7,"health","msg_share_broad",0,71,16,65,NA
"comment","s436","7","control",42,7,"climate","msg_share_broad",0,26,76,78,16
"comment","s437","7","self",71,7,"climate","msg_share_broad",0,0,64,64,36
"comment","s438","7","other",80,7,"health","msg_share_broad",0,0,0,0,11
"untimed","s439","7","self",91,7,"health","msg_share_broad",0,3,98,99,NA
"comment","s440","7","self",77,7,"climate","msg_share_broad",0,50,76,90,15
"comment","s441","7","other",1,7,"climate","msg_share_broad",0,1,61,62,10
"untimed","s442","7","self",53,7,"climate","msg_share_broad",0,18,42,42,NA
"timed","s443","7","control",66,7,"climate","msg_share_broad",0,0,0,49,NA
"comment","s444","7","control",75,7,"health","msg_share_broad",0,100,94,95,13
"comment","s445","7","other",84,7,"health","msg_share_broad",0,27,75,77,26
"untimed","s446","7","control",19,7,"climate","msg_share_broad",0,NA,NA,NA,NA
"comment","s447","7","control",21,7,"climate","msg_share_broad",0,0,0,0,18
"comment","s448","7","self",49,7,"health","msg_share_broad",0,17,33,58,15
"timed","s001","8","other",52,8,"climate","msg_share_broad",0,0,39,36,NA
"comment","s002","8","control",63,8,"climate","msg_share_broad",0,33,16,26,27
"untimed","s003","8","other",39,8,"health","msg_share_broad",0,29,52,29,NA
"timed","s004","8","self",8,8,"climate","msg_share_broad",0,27,52,52,NA
"untimed","s005","8","other",86,8,"health","msg_share_broad",0,36,53,79,NA
"untimed","s006","8","other",27,8,"climate","msg_share_broad",0,89,49,82,NA
"timed","s007","8","other",79,8,"health","msg_share_broad",0,27,81,82,NA
"comment","s008","8","self",4,8,"climate","msg_share_broad",0,13,32,23,15
"comment","s009","8","control",39,8,"health","msg_share_broad",0,37,68,69,16
"untimed","s010","8","self",66,8,"climate","msg_share_broad",0,51,1,1,NA
"comment","s011","8","other",76,8,"climate","msg_share_broad",0,8,16,14,17
"untimed","s012","8","self",34,8,"health","msg_share_broad",0,1,63,74,NA
"untimed","s013","8","control",56,8,"health","msg_share_broad",0,56,100,66,NA
"untimed","s014","8","self",72,8,"climate","msg_share_broad",0,0,11,11,NA
"comment","s015","8","self",7,8,"health","msg_share_broad",0,0,100,100,16
"timed","s016","8","self",67,8,"health","msg_share_broad",0,7,49,51,NA
"timed","s017","8","other",18,8,"health","msg_share_broad",0,4,7,14,NA
"timed","s018","8","control",84,8,"health","msg_share_broad",0,61,76,74,NA
"untimed","s019","8","control",72,8,"climate","msg_share_broad",0,8,15,15,NA
"comment","s020","8","other",86,8,"health","msg_share_broad",0,0,64,92,42
"timed","s021","8","self",49,8,"health","msg_share_broad",0,8,75,69,NA
"untimed","s022","8","other",42,8,"climate","msg_share_broad",0,0,100,100,NA
"untimed","s023","8","self",53,8,"climate","msg_share_broad",0,1,57,58,NA
"comment","s024","8","control",11,8,"health","msg_share_broad",0,4,3,4,8
"untimed","s025","8","other",60,8,"climate","msg_share_broad",0,49,63,53,NA
"untimed","s026","8","control",42,8,"climate","msg_share_broad",0,0,12,55,NA
"comment","s027","8","self",11,8,"health","msg_share_broad",0,18,52,26,27
"untimed","s028","8","other",66,8,"climate","msg_share_broad",0,24,59,65,NA
"untimed","s029","8","self",24,8,"health","msg_share_broad",0,25,56,55,NA
"timed","s030","8","other",89,8,"climate","msg_share_broad",0,66,73,76,NA
"timed","s031","8","other",76,8,"climate","msg_share_broad",0,3,4,0,NA
"comment","s032","8","control",84,8,"health","msg_share_broad",0,0,15,20,10
"untimed","s033","8","control",50,8,"climate","msg_share_broad",0,100,100,80,NA
"timed","s034","8","control",87,8,"climate","msg_share_broad",0,50,58,59,NA
"timed","s035","8","control",80,8,"health","msg_share_broad",0,15,77,39,NA
"untimed","s036","8","self",41,8,"health","msg_share_broad",0,49,55,68,NA
"comment","s037","8","control",15,8,"health","msg_share_broad",0,83,88,86,9
"timed","s038","8","other",76,8,"climate","msg_share_broad",0,3,12,10,NA
"untimed","s039","8","control",14,8,"climate","msg_share_broad",0,0,4,4,NA
"timed","s040","8","other",32,8,"climate","msg_share_broad",0,49,65,71,NA
"comment","s041","8","other",24,8,"health","msg_share_broad",0,23,88,73,14
"comment","s042","8","control",54,8,"health","msg_share_broad",0,6,16,85,30
"comment","s043","8","self",23,8,"health","msg_share_broad",0,24,22,23,6
"timed","s044","8","self",37,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s045","8","control",10,8,"climate","msg_share_broad",0,45,34,66,NA
"timed","s046","8","control",37,8,"climate","msg_share_broad",0,33,48,37,NA
"untimed","s047","8","self",68,8,"health","msg_share_broad",0,36,12,61,NA
"untimed","s048","8","control",58,8,"health","msg_share_broad",0,15,88,88,NA
"timed","s049","8","control",95,8,"climate","msg_share_broad",0,74,78,78,NA
"untimed","s050","8","other",72,8,"climate","msg_share_broad",0,0,56,56,NA
"untimed","s051","8","self",90,8,"climate","msg_share_broad",0,28,37,32,NA
"timed","s052","8","other",26,8,"climate","msg_share_broad",0,14,17,16,NA
"comment","s053","8","self",53,8,"climate","msg_share_broad",0,28,55,56,11
"untimed","s054","8","self",7,8,"health","msg_share_broad",0,47,40,67,NA
"timed","s055","8","other",79,8,"health","msg_share_broad",0,15,14,39,NA
"untimed","s056","8","self",71,8,"climate","msg_share_broad",0,0,0,0,NA
"comment","s057","8","control",11,8,"health","msg_share_broad",0,29,29,51,6
"timed","s058","8","control",56,8,"health","msg_share_broad",0,0,46,47,NA
"timed","s059","8","control",91,8,"health","msg_share_broad",0,89,100,100,NA
"timed","s060","8","self",89,8,"climate","msg_share_broad",0,16,74,74,NA
"untimed","s061","8","other",34,8,"health","msg_share_broad",0,51,52,51,NA
"untimed","s062","8","other",23,8,"health","msg_share_broad",0,71,53,65,NA
"comment","s063","8","control",18,8,"health","msg_share_broad",0,94,99,92,9
"comment","s064","8","self",32,8,"climate","msg_share_broad",0,0,85,85,17
"timed","s065","8","self",69,8,"health","msg_share_broad",0,0,78,78,NA
"comment","s067","8","control",34,8,"health","msg_share_broad",0,0,47,51,21
"untimed","s068","8","control",50,8,"climate","msg_share_broad",0,1,1,1,NA
"timed","s069","8","self",39,8,"health","msg_share_broad",0,5,49,62,NA
"timed","s070","8","self",10,8,"climate","msg_share_broad",0,43,40,44,NA
"untimed","s071","8","control",86,8,"health","msg_share_broad",0,1,49,50,NA
"comment","s072","8","self",80,8,"health","msg_share_broad",0,22,17,17,12
"timed","s073","8","control",93,8,"health","msg_share_broad",0,15,90,94,NA
"untimed","s074","8","other",11,8,"health","msg_share_broad",0,40,59,81,NA
"untimed","s075","8","other",20,8,"health","msg_share_broad",0,1,48,53,NA
"comment","s076","8","control",46,8,"climate","msg_share_broad",0,1,48,48,19
"timed","s077","8","self",27,8,"climate","msg_share_broad",0,13,85,85,NA
"untimed","s078","8","self",67,8,"health","msg_share_broad",0,91,50,98,NA
"untimed","s079","8","other",74,8,"health","msg_share_broad",0,66,77,88,NA
"untimed","s080","8","self",53,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s081","8","self",52,8,"climate","msg_share_broad",0,64,51,51,NA
"untimed","s082","8","control",39,8,"health","msg_share_broad",0,0,83,84,NA
"timed","s083","8","control",46,8,"climate","msg_share_broad",0,39,1,4,NA
"comment","s084","8","other",29,8,"health","msg_share_broad",0,100,95,100,22
"untimed","s085","8","control",51,8,"health","msg_share_broad",0,20,14,11,NA
"untimed","s086","8","self",31,8,"climate","msg_share_broad",0,77,11,86,NA
"timed","s087","8","control",5,8,"health","msg_share_broad",0,36,85,86,NA
"comment","s088","8","self",19,8,"climate","msg_share_broad",0,77,77,78,59
"timed","s089","8","self",81,8,"climate","msg_share_broad",0,0,0,0,NA
"comment","s090","8","self",18,8,"health","msg_share_broad",0,0,76,79,19
"untimed","s091","8","self",80,8,"health","msg_share_broad",0,0,0,0,NA
"untimed","s092","8","other",81,8,"climate","msg_share_broad",0,79,50,50,NA
"untimed","s093","8","other",15,8,"health","msg_share_broad",0,1,18,1,NA
"comment","s094","8","other",89,8,"climate","msg_share_broad",0,0,100,100,12
"comment","s095","8","self",9,8,"climate","msg_share_broad",0,50,96,97,14
"untimed","s096","8","control",34,8,"health","msg_share_broad",0,14,36,37,NA
"comment","s097","8","other",82,8,"climate","msg_share_broad",0,0,79,80,10
"untimed","s098","8","control",39,8,"health","msg_share_broad",0,0,0,60,NA
"untimed","s099","8","other",44,8,"health","msg_share_broad",0,65,66,75,NA
"untimed","s100","8","other",22,8,"climate","msg_share_broad",0,21,25,26,NA
"comment","s101","8","other",14,8,"climate","msg_share_broad",0,23,77,84,16
"timed","s102","8","other",74,8,"health","msg_share_broad",0,45,81,80,NA
"comment","s103","8","control",93,8,"health","msg_share_broad",0,32,49,42,26
"untimed","s104","8","other",77,8,"climate","msg_share_broad",0,1,1,1,NA
"untimed","s105","8","self",59,8,"climate","msg_share_broad",0,15,41,35,NA
"untimed","s106","8","control",53,8,"climate","msg_share_broad",0,1,59,60,NA
"untimed","s107","8","control",4,8,"climate","msg_share_broad",0,48,68,70,NA
"untimed","s108","8","control",43,8,"health","msg_share_broad",0,29,65,98,NA
"timed","s109","8","other",93,8,"health","msg_share_broad",0,82,55,100,NA
"untimed","s110","8","self",18,8,"health","msg_share_broad",0,9,33,76,NA
"timed","s111","8","self",26,8,"climate","msg_share_broad",0,50,51,51,NA
"untimed","s112","8","self",56,8,"health","msg_share_broad",0,1,1,1,NA
"comment","s113","8","other",83,8,"health","msg_share_broad",0,11,13,53,12
"comment","s114","8","self",67,8,"health","msg_share_broad",0,0,0,1,19
"untimed","s115","8","control",7,8,"health","msg_share_broad",0,11,83,90,NA
"untimed","s116","8","other",10,8,"climate","msg_share_broad",0,1,3,3,NA
"comment","s117","8","self",92,8,"climate","msg_share_broad",0,49,100,100,9
"timed","s118","8","other",80,8,"health","msg_share_broad",0,12,69,80,NA
"untimed","s119","8","self",53,8,"climate","msg_share_broad",0,10,12,24,NA
"comment","s120","8","control",23,8,"health","msg_share_broad",0,15,87,93,12
"comment","s121","8","other",50,8,"climate","msg_share_broad",0,76,83,95,19
"timed","s122","8","other",89,8,"climate","msg_share_broad",0,65,66,80,NA
"untimed","s123","8","self",20,8,"health","msg_share_broad",0,49,100,88,NA
"comment","s124","8","self",25,8,"climate","msg_share_broad",0,1,30,82,14
"untimed","s125","8","other",33,8,"health","msg_share_broad",0,88,100,100,NA
"timed","s126","8","control",37,8,"climate","msg_share_broad",0,71,40,68,NA
"timed","s127","8","control",62,8,"health","msg_share_broad",0,33,24,21,NA
"comment","s128","8","self",91,8,"health","msg_share_broad",0,13,100,100,7
"untimed","s129","8","self",79,8,"health","msg_share_broad",0,46,83,90,NA
"comment","s130","8","other",6,8,"climate","msg_share_broad",0,6,10,5,28
"comment","s131","8","control",51,8,"health","msg_share_broad",0,0,0,6,8
"timed","s132","8","self",89,8,"climate","msg_share_broad",0,62,78,82,NA
"untimed","s133","8","other",38,8,"health","msg_share_broad",0,60,63,74,NA
"comment","s134","8","control",39,8,"health","msg_share_broad",0,0,0,70,7
"timed","s135","8","self",50,8,"climate","msg_share_broad",0,0,100,100,NA
"comment","s136","8","self",63,8,"climate","msg_share_broad",0,100,100,100,8
"untimed","s137","8","other",45,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s138","8","other",70,8,"health","msg_share_broad",0,1,33,77,NA
"timed","s139","8","other",62,8,"health","msg_share_broad",0,25,18,29,NA
"comment","s140","8","control",34,8,"health","msg_share_broad",0,1,28,78,34
"timed","s141","8","other",38,8,"health","msg_share_broad",0,0,70,84,NA
"comment","s142","8","control",73,8,"climate","msg_share_broad",0,0,81,82,12
"untimed","s144","8","other",81,8,"climate","msg_share_broad",0,48,47,48,NA
"untimed","s145","8","other",13,8,"climate","msg_share_broad",0,0,0,52,NA
"timed","s146","8","other",30,8,"climate","msg_share_broad",0,1,2,1,NA
"timed","s147","8","control",56,8,"health","msg_share_broad",0,0,95,95,NA
"untimed","s148","8","self",40,8,"climate","msg_share_broad",0,56,100,75,NA
"timed","s149","8","other",20,8,"health","msg_share_broad",0,1,19,75,NA
"untimed","s150","8","self",6,8,"climate","msg_share_broad",0,51,83,83,NA
"timed","s151","8","control",53,8,"climate","msg_share_broad",0,0,54,52,NA
"timed","s152","8","other",7,8,"health","msg_share_broad",0,34,31,25,NA
"untimed","s153","8","other",50,8,"climate","msg_share_broad",0,0,77,77,NA
"untimed","s154","8","other",66,8,"climate","msg_share_broad",0,32,37,42,NA
"comment","s155","8","other",60,8,"climate","msg_share_broad",0,87,71,100,34
"timed","s156","8","other",11,8,"health","msg_share_broad",0,1,51,1,NA
"comment","s157","8","self",63,8,"climate","msg_share_broad",0,26,100,100,9
"comment","s158","8","other",14,8,"climate","msg_share_broad",0,4,3,4,9
"comment","s159","8","other",3,8,"health","msg_share_broad",0,6,64,100,16
"timed","s160","8","self",29,8,"health","msg_share_broad",0,0,48,53,NA
"untimed","s161","8","other",19,8,"climate","msg_share_broad",0,1,1,100,NA
"timed","s162","8","self",76,8,"climate","msg_share_broad",0,5,2,1,NA
"timed","s163","8","self",62,8,"health","msg_share_broad",0,26,82,52,NA
"untimed","s164","8","control",35,8,"health","msg_share_broad",0,96,100,100,NA
"untimed","s165","8","self",43,8,"health","msg_share_broad",0,97,90,94,NA
"timed","s166","8","self",14,8,"climate","msg_share_broad",0,75,82,83,NA
"comment","s167","8","other",36,8,"health","msg_share_broad",0,82,51,91,12
"untimed","s168","8","other",31,8,"climate","msg_share_broad",0,2,8,11,NA
"comment","s169","8","control",31,8,"climate","msg_share_broad",0,1,1,1,11
"timed","s170","8","self",58,8,"health","msg_share_broad",0,3,83,84,NA
"timed","s171","8","control",34,8,"health","msg_share_broad",0,3,27,76,NA
"untimed","s172","8","control",92,8,"climate","msg_share_broad",0,48,57,65,NA
"timed","s173","8","control",18,8,"health","msg_share_broad",0,0,49,48,NA
"timed","s174","8","other",48,8,"climate","msg_share_broad",0,2,4,7,NA
"comment","s175","8","control",5,8,"health","msg_share_broad",0,52,100,100,16
"untimed","s176","8","other",93,8,"health","msg_share_broad",0,0,56,58,NA
"timed","s177","8","self",41,8,"health","msg_share_broad",0,61,30,40,NA
"comment","s178","8","other",72,8,"climate","msg_share_broad",0,14,14,15,33
"untimed","s179","8","control",78,8,"health","msg_share_broad",0,5,53,64,NA
"timed","s180","8","self",22,8,"climate","msg_share_broad",0,0,100,100,NA
"timed","s181","8","other",7,8,"health","msg_share_broad",0,19,4,34,NA
"untimed","s182","8","self",52,8,"climate","msg_share_broad",0,1,1,1,NA
"untimed","s183","8","other",81,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s184","8","control",93,8,"health","msg_share_broad",0,18,10,10,NA
"timed","s185","8","self",55,8,"climate","msg_share_broad",0,47,80,81,NA
"timed","s186","8","control",41,8,"health","msg_share_broad",0,100,100,100,NA
"comment","s187","8","other",68,8,"health","msg_share_broad",0,4,5,30,11
"comment","s188","8","control",19,8,"climate","msg_share_broad",0,56,100,100,7
"untimed","s189","8","self",34,8,"health","msg_share_broad",0,0,0,1,NA
"untimed","s190","8","control",77,8,"climate","msg_share_broad",0,31,42,55,NA
"timed","s191","8","control",92,8,"climate","msg_share_broad",0,3,87,100,NA
"timed","s192","8","control",32,8,"climate","msg_share_broad",0,9,39,45,NA
"untimed","s193","8","self",3,8,"health","msg_share_broad",0,0,63,63,NA
"untimed","s194","8","other",13,8,"climate","msg_share_broad",0,52,54,88,NA
"untimed","s195","8","self",34,8,"health","msg_share_broad",0,2,41,57,NA
"timed","s196","8","other",33,8,"health","msg_share_broad",0,60,37,84,NA
"comment","s197","8","control",75,8,"health","msg_share_broad",0,2,39,76,12
"timed","s198","8","self",4,8,"climate","msg_share_broad",0,4,76,97,NA
"timed","s199","8","self",85,8,"climate","msg_share_broad",0,68,32,27,NA
"untimed","s200","8","self",23,8,"health","msg_share_broad",0,5,51,52,NA
"untimed","s201","8","self",0,8,"health","msg_share_broad",0,83,21,70,NA
"untimed","s202","8","other",31,8,"climate","msg_share_broad",0,4,15,40,NA
"timed","s203","8","other",28,8,"health","msg_share_broad",0,1,25,27,NA
"comment","s204","8","self",76,8,"climate","msg_share_broad",0,49,85,76,11
"timed","s205","8","other",84,8,"health","msg_share_broad",0,61,70,75,NA
"comment","s206","8","self",21,8,"climate","msg_share_broad",0,0,76,75,23
"comment","s207","8","self",67,8,"health","msg_share_broad",0,0,28,72,13
"timed","s208","8","self",16,8,"health","msg_share_broad",0,48,39,60,NA
"timed","s209","8","control",54,8,"health","msg_share_broad",0,0,0,7,NA
"timed","s210","8","control",69,8,"health","msg_share_broad",0,5,8,96,NA
"comment","s211","8","self",50,8,"climate","msg_share_broad",0,52,84,82,10
"timed","s212","8","self",74,8,"health","msg_share_broad",0,0,8,8,NA
"timed","s213","8","self",65,8,"climate","msg_share_broad",0,55,86,52,NA
"untimed","s214","8","self",84,8,"health","msg_share_broad",0,0,79,85,NA
"untimed","s215","8","self",22,8,"climate","msg_share_broad",0,1,1,2,NA
"untimed","s216","8","other",28,8,"health","msg_share_broad",0,6,6,49,NA
"timed","s217","8","other",84,8,"health","msg_share_broad",0,22,62,64,NA
"comment","s218","8","other",81,8,"climate","msg_share_broad",0,48,97,98,22
"timed","s219","8","self",2,8,"health","msg_share_broad",0,0,51,69,NA
"timed","s220","8","other",42,8,"climate","msg_share_broad",0,51,51,51,NA
"untimed","s221","8","control",89,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s222","8","other",79,8,"health","msg_share_broad",0,89,6,13,NA
"untimed","s223","8","other",38,8,"health","msg_share_broad",0,0,0,0,NA
"comment","s224","8","self",46,8,"climate","msg_share_broad",0,11,54,55,30
"timed","s225","8","other",32,8,"climate","msg_share_broad",0,23,88,89,NA
"timed","s226","8","other",58,8,"health","msg_share_broad",0,29,97,97,NA
"timed","s227","8","other",33,8,"health","msg_share_broad",0,13,30,28,NA
"timed","s228","8","other",45,8,"climate","msg_share_broad",0,1,1,1,NA
"untimed","s229","8","self",47,8,"climate","msg_share_broad",0,10,76,55,NA
"comment","s230","8","self",94,8,"health","msg_share_broad",0,100,100,100,17
"timed","s231","8","control",39,8,"health","msg_share_broad",0,0,0,41,NA
"untimed","s232","8","control",63,8,"climate","msg_share_broad",0,64,89,90,NA
"comment","s233","8","self",42,8,"climate","msg_share_broad",0,74,94,93,11
"untimed","s234","8","self",7,8,"health","msg_share_broad",0,79,78,81,NA
"untimed","s235","8","control",7,8,"health","msg_share_broad",0,12,5,16,NA
"untimed","s236","8","control",49,8,"health","msg_share_broad",0,0,100,0,NA
"untimed","s237","8","other",8,8,"climate","msg_share_broad",0,14,17,10,NA
"timed","s238","8","self",65,8,"climate","msg_share_broad",0,0,100,100,NA
"timed","s239","8","control",35,8,"health","msg_share_broad",0,1,81,83,NA
"comment","s240","8","self",59,8,"climate","msg_share_broad",0,23,41,42,18
"comment","s241","8","other",60,8,"climate","msg_share_broad",0,4,72,79,16
"untimed","s242","8","control",42,8,"climate","msg_share_broad",0,0,52,52,NA
"timed","s243","8","other",48,8,"climate","msg_share_broad",0,8,57,57,NA
"timed","s244","8","self",78,8,"health","msg_share_broad",0,0,73,62,NA
"timed","s245","8","control",49,8,"health","msg_share_broad",0,98,34,87,NA
"untimed","s246","8","control",65,8,"climate","msg_share_broad",0,57,90,91,NA
"timed","s247","8","self",43,8,"health","msg_share_broad",0,3,27,51,NA
"untimed","s248","8","other",12,8,"climate","msg_share_broad",0,1,62,63,NA
"comment","s249","8","other",88,8,"health","msg_share_broad",0,77,62,100,25
"timed","s251","8","self",39,8,"health","msg_share_broad",0,47,91,92,NA
"untimed","s252","8","other",37,8,"climate","msg_share_broad",0,0,17,17,NA
"timed","s253","8","other",72,8,"climate","msg_share_broad",0,1,1,69,NA
"comment","s254","8","other",48,8,"climate","msg_share_broad",0,100,40,100,11
"comment","s255","8","self",19,8,"climate","msg_share_broad",0,26,58,57,6
"timed","s256","8","control",29,8,"health","msg_share_broad",0,1,39,68,NA
"timed","s257","8","self",70,8,"health","msg_share_broad",0,0,45,0,NA
"untimed","s258","8","control",89,8,"climate","msg_share_broad",0,0,68,71,NA
"untimed","s259","8","other",17,8,"health","msg_share_broad",0,0,0,75,NA
"untimed","s260","8","other",71,8,"climate","msg_share_broad",0,6,9,6,NA
"timed","s261","8","other",67,8,"health","msg_share_broad",0,21,9,10,NA
"untimed","s262","8","self",12,8,"climate","msg_share_broad",0,0,0,0,NA
"timed","s263","8","other",53,8,"climate","msg_share_broad",0,5,5,4,NA
"timed","s264","8","self",49,8,"health","msg_share_broad",0,0,0,0,NA
"untimed","s265","8","self",88,8,"health","msg_share_broad",0,37,58,61,NA
"comment","s266","8","self",95,8,"climate","msg_share_broad",0,12,100,100,24
"untimed","s267","8","control",34,8,"health","msg_share_broad",0,1,17,78,NA
"untimed","s268","8","self",12,8,"climate","msg_share_broad",0,0,0,0,NA
"comment","s269","8","control",2,8,"health","msg_share_broad",0,1,1,1,11
"untimed","s270","8","self",57,8,"health","msg_share_broad",0,0,0,0,NA
"timed","s271","8","self",61,8,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s273","8","control",49,8,"health","msg_share_broad",0,100,100,74,NA
"timed","s274","8","control",3,8,"health","msg_share_broad",0,0,28,29,NA
"untimed","s275","8","control",73,8,"climate","msg_share_broad",0,51,51,50,NA
"untimed","s276","8","other",93,8,"health","msg_share_broad",0,11,12,13,NA
"comment","s277","8","other",92,8,"climate","msg_share_broad",0,0,56,57,14
"timed","s278","8","other",7,8,"health","msg_share_broad",0,49,27,28,NA
"comment","s279","8","other",19,8,"climate","msg_share_broad",0,100,100,100,22
"untimed","s280","8","control",75,8,"health","msg_share_broad",0,0,54,55,NA
"untimed","s281","8","other",75,8,"health","msg_share_broad",0,0,5,14,NA
"comment","s282","8","self",17,8,"health","msg_share_broad",0,5,77,77,23
"comment","s283","8","control",41,8,"health","msg_share_broad",0,44,64,65,7
"timed","s284","8","control",49,8,"health","msg_share_broad",0,35,28,31,NA
"timed","s285","8","self",15,8,"health","msg_share_broad",0,0,0,0,NA
"timed","s286","8","other",17,8,"health","msg_share_broad",0,6,9,52,NA
"timed","s287","8","self",52,8,"climate","msg_share_broad",0,0,31,52,NA
"untimed","s288","8","control",8,8,"climate","msg_share_broad",0,8,37,48,NA
"untimed","s289","8","self",70,8,"health","msg_share_broad",0,0,0,0,NA
"timed","s290","8","control",42,8,"climate","msg_share_broad",0,15,51,50,NA
"timed","s291","8","other",72,8,"climate","msg_share_broad",0,1,65,65,NA
"comment","s292","8","other",94,8,"health","msg_share_broad",0,80,100,100,22
"comment","s293","8","self",46,8,"climate","msg_share_broad",0,9,100,100,28
"untimed","s294","8","other",14,8,"climate","msg_share_broad",0,0,54,56,NA
"comment","s295","8","self",29,8,"health","msg_share_broad",0,0,51,67,12
"timed","s296","8","self",19,8,"climate","msg_share_broad",0,0,17,17,NA
"untimed","s297","8","other",80,8,"health","msg_share_broad",0,50,100,100,NA
"timed","s298","8","other",92,8,"climate","msg_share_broad",0,3,37,50,NA
"comment","s299","8","self",83,8,"health","msg_share_broad",0,0,100,100,13
"comment","s300","8","self",25,8,"climate","msg_share_broad",0,57,72,82,8
"timed","s301","8","other",77,8,"climate","msg_share_broad",0,91,100,100,NA
"comment","s302","8","other",68,8,"health","msg_share_broad",0,100,38,100,17
"untimed","s303","8","other",56,8,"health","msg_share_broad",0,76,99,100,NA
"timed","s304","8","self",52,8,"climate","msg_share_broad",0,13,17,19,NA
"timed","s305","8","control",0,8,"health","msg_share_broad",0,0,8,3,NA
"untimed","s306","8","control",90,8,"climate","msg_share_broad",0,5,4,6,NA
"timed","s307","8","self",28,8,"health","msg_share_broad",0,100,100,100,NA
"untimed","s308","8","other",87,8,"climate","msg_share_broad",0,39,50,49,NA
"untimed","s309","8","self",6,8,"climate","msg_share_broad",0,50,50,50,NA
"comment","s310","8","control",54,8,"health","msg_share_broad",0,3,3,10,11
"timed","s311","8","self",27,8,"climate","msg_share_broad",0,6,21,22,NA
"timed","s312","8","self",2,8,"health","msg_share_broad",0,0,3,5,NA
"timed","s313","8","other",20,8,"health","msg_share_broad",0,0,0,35,NA
"comment","s314","8","other",70,8,"health","msg_share_broad",0,34,69,68,11
"timed","s315","8","control",80,8,"health","msg_share_broad",0,0,0,0,NA
"untimed","s316","8","control",53,8,"climate","msg_share_broad",0,51,45,27,NA
"comment","s317","8","self",89,8,"climate","msg_share_broad",0,35,73,94,22
"comment","s318","8","self",48,8,"climate","msg_share_broad",0,88,94,91,16
"untimed","s319","8","self",93,8,"health","msg_share_broad",0,15,78,53,NA
"timed","s320","8","control",76,8,"climate","msg_share_broad",0,0,21,57,NA
"comment","s321","8","self",44,8,"health","msg_share_broad",0,8,61,49,16
"timed","s322","8","control",31,8,"climate","msg_share_broad",0,0,0,0,NA
"comment","s323","8","self",24,8,"health","msg_share_broad",0,45,34,40,19
"timed","s324","8","control",38,8,"health","msg_share_broad",0,0,0,0,NA
"timed","s325","8","other",88,8,"health","msg_share_broad",0,7,82,21,NA
"timed","s326","8","other",0,8,"health","msg_share_broad",0,0,0,0,NA
"untimed","s327","8","other",11,8,"health","msg_share_broad",0,0,65,65,NA
"timed","s328","8","self",27,8,"climate","msg_share_broad",0,80,70,68,NA
"timed","s329","8","self",83,8,"health","msg_share_broad",0,18,82,73,NA
"untimed","s330","8","control",71,8,"climate","msg_share_broad",0,95,84,59,NA
"untimed","s331","8","control",94,8,"health","msg_share_broad",0,0,73,73,NA
"comment","s332","8","self",19,8,"climate","msg_share_broad",0,7,95,9,33
"timed","s333","8","control",62,8,"health","msg_share_broad",0,23,22,47,NA
"untimed","s334","8","self",30,8,"climate","msg_share_broad",0,0,3,47,NA
"timed","s335","8","control",48,8,"climate","msg_share_broad",0,15,21,16,NA
"untimed","s336","8","self",89,8,"climate","msg_share_broad",0,65,100,51,NA
"untimed","s337","8","self",11,8,"health","msg_share_broad",0,37,33,43,NA
"untimed","s338","8","self",75,8,"health","msg_share_broad",0,41,86,86,NA
"timed","s339","8","other",19,8,"climate","msg_share_broad",0,62,71,72,NA
"timed","s340","8","control",82,8,"climate","msg_share_broad",0,0,0,0,NA
"timed","s341","8","self",83,8,"health","msg_share_broad",0,0,0,2,NA
"comment","s342","8","control",80,8,"health","msg_share_broad",0,1,1,75,7
"comment","s343","8","self",33,8,"health","msg_share_broad",0,0,85,99,7
"untimed","s344","8","control",39,8,"health","msg_share_broad",0,0,3,7,NA
"untimed","s345","8","control",10,8,"climate","msg_share_broad",0,21,89,89,NA
"comment","s346","8","control",47,8,"climate","msg_share_broad",0,30,74,78,12
"untimed","s347","8","self",24,8,"health","msg_share_broad",0,4,87,86,NA
"timed","s348","8","self",94,8,"health","msg_share_broad",0,27,99,98,NA
"timed","s349","8","self",64,8,"health","msg_share_broad",0,85,71,89,NA
"timed","s350","8","self",19,8,"climate","msg_share_broad",0,44,51,52,NA
"comment","s351","8","self",53,8,"climate","msg_share_broad",0,51,11,12,10
