"SID","article_cond","article_number","topic","msg_rel_self","msg_rel_social","LiveShare","n_articles","sharing_type","msg_share","sharing_type_key","comment","Article.Title","Source.URL","Topic","check","n_words"
"s180","control",111,"climate",20,70,0,3,1,10,"msg_share_broad","Balancing saving an endangered porpoise may be impossible because no viable solutions exist so long as local fishermen ply their trade.","Dead article don't delete","https://www.nytimes.com/2017/11/11/climate/vaquita-porpoise-dies.html","climate",0,21
"s180","other",87,"health",70,100,0,3,1,0,"msg_share_broad","My partner and my former partner both struggled with eating disorders and of course I have always felt very powerless before their self-generated crises. This shows them ways I could help although I would prefer to avoid involving myself in this sort of thing.","To Treat Eating Disorders, It Sometimes Takes Two","https://www.nytimes.com/2018/11/29/well/eat/eating-disorders-food-anorexia-bulimia-binge-partners-spouses-treatment.html","wellness",0,45
"s181","other",105,"health",90,90,0,9,1,30,"msg_share_broad","Because many of my friends and myself included have said that we have a lot of trouble losing weight because of other over compensating with extra calories.","Why So Many of Us Don’t Lose Weight When We Exercise","https://www.nytimes.com/2019/07/03/well/move/weight-loss-gain-exercise.html","wellness",0,27
"s181","self",65,"climate",100,90,0,9,1,60,"msg_share_broad","   It matters as my generation has indeed not left the planet in better shape as we should have. With my two teenage daughters who our climate engaged I feel it's very important to expose them to this issue.","Pictures From Youth Climate Strikes Around the World","https://www.nytimes.com/2019/03/15/climate/climate-school-strikes.html","climate",0,38
"s181","control",52,"health",90,90,0,9,1,70,"msg_share_broad","       Basically it states that memories balance and metabolic profiles are kept more younger through exercise.","How Exercise Can Keep Aging Muscles and Immune Systems ‘Young’","https://www.nytimes.com/2018/03/14/well/move/how-exercise-can-keep-aging-muscles-and-immune-systems-young.html","wellness",0,15
"s181","other",24,"climate",90,90,0,9,1,60,"msg_share_broad","          Because it's a major step forward in reducing carbon emissions by implementing a slimmed-down initiative towards the usage of electric cars.","Cash for Carbon: Schumer Climate Plan Would Help Consumers Buy Electric Cars","https://www.nytimes.com/2019/10/24/climate/climate-change-schumer-electric-cars.html","climate",0,22
"s181","control",46,"health",0,80,0,9,1,30,"msg_share_broad","Mothers offer some solid food after about three months can assure a good night’s sleep for both themselves and their babies","For Babies, Solid Food at 3 Months May Lead to Sounder Sleep","https://www.nytimes.com/2018/08/17/well/eat/for-babies-solid-food-at-3-months-may-lead-to-sounder-sleep.html","wellness",0,21
"s181","self",89,"climate",90,90,0,9,1,70,"msg_share_broad","      even the Trump Administration set us back years as they pulled us out of the Paris Agreement and couldn't even garner consensus during these talks.","U.S. Pressure Blocks Declaration on Climate Change at Arctic Talks","https://www.nytimes.com/2019/05/07/climate/us-arctic-climate-change.html","climate",0,25
"s181","control",101,"health",80,80,0,9,1,80,"msg_share_broad","In high- or low-saturated-fat programs red meat and white meat resulted in the same levels of LDL and total cholesterol. There was no benefit in sticking to white meat.","White Meat vs. Red Meat and Cholesterol Levels","https://www.nytimes.com/2019/06/11/well/eat/white-meat-vs-red-meat-and-cholesterol-levels.html","wellness",0,31
"s181","other",14,"climate",60,70,0,9,1,60,"msg_share_broad","            Because of unspent recovery money during the Trump Administration people and services suffer due to the lacking of funding.","As Disasters Multiply, Billions in Recovery Funds Go Unspent","https://www.nytimes.com/2019/09/05/climate/federal-hurricane-wildfire-disaster-funds-unspent.html","climate",0,19
"s181","self",109,"health",80,80,0,9,1,60,"msg_share_broad","Because being obese can lead to heart problems and a shorter life span","‘Obesity Paradox’ Fails to Hold Up in Study","https://www.nytimes.com/2018/02/28/well/obesity-paradox-fails-to-hold-up-in-study.html","wellness",0,13
"s182","control",61,"climate",70,60,0,4,1,80,"msg_share_broad","Republicans lawmakers and lobbyists want to make amendments to the Endangered Species Act and remove certain animals from the list that would allow them to use the land where their protected habitats are. That now more than ever Republicans have a chance to make changes.","Lawmakers, Lobbyists and the Administration Join Forces to Overhaul the Endangered Species Act","https://www.nytimes.com/2018/07/22/climate/endangered-species-act-trump-administration.html","climate",0,45
"s182","other",60,"health",90,90,0,4,1,60,"msg_share_broad","This article matters to people that I know because it will help them learn that avoiding gluten is not healthy or advised unless you have celiac disease or a gluten sensitivity.","Is There a Downside to Going Gluten-Free if You’re Healthy?","Retrieving data. Wait a few seconds and try to cut or copy again.","wellness",0,31
"s182","self",108,"climate",100,100,0,4,1,100,"msg_share_broad","This article matters to me personally because it makes me realize how much more dire the climate change situation is.","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,20
"s182","self",97,"health",100,60,0,4,1,0,"msg_share_broad","This article matters to me personally because I have had kidney stones before and it gave me information about a diet that I can look into and follow to reduce the risk of kidney stones.","What Foods Should I Avoid to Prevent Kidney Stones?","https://www.nytimes.com/2018/09/14/well/live/what-foods-should-i-avoid-to-prevent-kidney-stones.html","wellness",0,35
"s183","control",72,"climate",70,70,0,7,1,90,"msg_share_broad","that fossil fuels are still important even when solar is growing so much.","Solar Power Is Burning Bright. But It’s Hardly Twilight for Fossil Fuels.","https://www.nytimes.com/2018/04/05/climate/solar-energy.html","climate",0,13
"s183","other",68,"health",30,70,0,7,1,40,"msg_share_broad","It matters because it assures the people I know who would use it that it is okay to have intense training. To make sure they knew it was just discomfort and not pain.","Scared of High-Intensity Interval Training? A Heart Monitor Can Make It Fun and Easy","https://www.nytimes.com/2018/05/29/well/move/high-intensity-interval-training-heart-rate-monitor-hiit-exercise-fitness.html","wellness",0,33
"s183","self",12,"climate",80,70,0,7,1,70,"msg_share_broad","I feel that too much relegation would make things harder for me and trying to catch myself in buying less clothes or check my food feels like it is too much telling me what to do.","An Easy New Year’s Resolution: Help the Earth by Consuming Less","https://www.nytimes.com/2019/01/02/climate/climate-fwd-new-years-resolutions.html","climate",0,36
"s183","other",13,"health",70,90,0,7,1,70,"msg_share_broad","I feel it would matter in terms of what they buy  and drink and show that it doesn't do enough to make it matter.","Antioxidants Don’t Ease Muscle Soreness After Exercise","https://www.nytimes.com/2018/01/04/well/live/antioxidants-dont-ease-muscle-soreness-after-exercise.html","wellness",0,24
"s183","self",79,"climate",80,70,0,7,1,60,"msg_share_broad","I fear the way plastic will devour us because I feel we do not do enough to combat it and how much we use and trash.","The Immense, Eternal Footprint Humanity Leaves on Earth: Plastics","https://www.nytimes.com/2017/07/19/climate/plastic-pollution-study-science-advances.html","climate",0,26
"s183","control",64,"health",70,70,0,7,1,60,"msg_share_broad","that with dogs and humans in the same bedroom do well sleep wise.","Out of the Doghouse, Into the Bed","https://www.nytimes.com/2018/03/13/well/family/dog-cat-pets-sleep-bed-insomnia.html","wellness",0,13
"s183","other",11,"climate",70,70,0,7,1,60,"msg_share_broad","it shows that they are not alone when it comes to their lifestyle.","Americans Are Staying Home More. That’s Saving Energy.","https://www.nytimes.com/2018/01/29/climate/americans-staying-home-energy.html","climate",0,13
"s184","other",83,"health",70,60,0,8,1,70,"msg_share_broad","seems pretty good to me in terms of fitness and exercise. gives good information about the benefits.","The Year in Fitness: Exercise, Add Intensity, Live to See Another Year","https://www.nytimes.com/2017/12/27/well/move/the-year-in-fitness-exercise-add-intensity-live-to-see-another-year.html","wellness",0,17
"s184","self",70,"climate",80,80,0,8,1,80,"msg_share_broad","arctic wildlife is important as is the climate","Senate Takes Step to Approve Drilling in Arctic Wildlife Refuge","https://www.nytimes.com/2017/10/13/climate/arctic-drilling.html","climate",0,8
"s184","control",13,"health",70,80,0,8,1,80,"msg_share_broad","it has important information about exercise and antioxidants","Antioxidants Don’t Ease Muscle Soreness After Exercise","https://www.nytimes.com/2018/01/04/well/live/antioxidants-dont-ease-muscle-soreness-after-exercise.html","wellness",0,8
"s184","control",107,"climate",80,90,0,8,1,80,"msg_share_broad","recycling is not always efficient on the back-end","Your Recycling Gets Recycled, Right? Maybe, or Maybe Not","https://www.nytimes.com/2018/05/29/climate/recycling-landfills-plastic-papers.html","climate",0,9
"s184","other",92,"health",70,90,0,8,1,80,"msg_share_broad","vitamin d is a big deal for dental health so lots of my friends have kids and would need this information","Vitamin D During Pregnancy May Improve Dental Health of Babies","https://www.nytimes.com/2019/08/13/well/family/vitamin-d-during-pregnancy-may-improve-dental-health-of-babies.html","wellness",0,21
"s184","self",53,"climate",80,80,0,8,1,70,"msg_share_broad","billionaires need to be kept in check they have too much power","How One Billionaire Could Keep Three Countries Hooked on Coal for Decades","https://www.nytimes.com/2019/08/15/climate/coal-adani-india-australia.html","climate",0,12
"s184","self",93,"health",80,70,0,8,1,80,"msg_share_broad","anything that improves brain function is important to me","Walk, Stretch or Dance Dancing May Be Best for the Brain","https://www.nytimes.com/2017/03/29/well/walk-stretch-or-dance-dancing-may-be-best-for-the-brain.html","wellness",0,9
"s184","control",67,"climate",80,70,0,8,1,90,"msg_share_broad","climate change protests are happening around the world thanks to young people","Protesting Climate Change, Young People Take to Streets in a Global Strike","https://www.nytimes.com/2019/09/20/climate/global-climate-strike.html","climate",0,12
"s185","self",33,"health",20,30,0,8,1,40,"msg_share_broad","I love cooking and knew that cooking sometimes makes certain vegetables lose their nutrients but I can't sure what.","Does Cooking Boost Nutrients in Tomatoes and Spinach?","https://www.nytimes.com/2017/09/01/well/eat/does-cooking-boost-nutrients-in-tomatoes-and-spinach.html","wellness",0,19
"s185","control",11,"climate",10,80,0,8,1,70,"msg_share_broad","I have worked from home for a few years before COVID and I have always thought it was better. I never understood why more employers didn't want their employees to work from home.","Americans Are Staying Home More. That’s Saving Energy.","https://www.nytimes.com/2018/01/29/climate/americans-staying-home-energy.html","climate",0,33
"s185","other",76,"health",20,10,0,8,1,20,"msg_share_broad","I have never understood the FDA. Why do they allow harmful chemicals to be used in our food and drugs? That law from 1994 sounds extremely stupid and dangerous to follow.","Supplements for Weight Loss, Sexual Function and Muscle Building May Be Deadly","https://www.nytimes.com/2019/06/10/well/live/supplements-for-weight-loss-sexual-function-and-muscle-building-may-be-deadly.html","wellness",0,31
"s185","other",110,"climate",10,70,0,8,1,80,"msg_share_broad","Humans are the worst. They will do anything to make money. They don't care about the outcome or any repercussions .","30 Vaquita Porpoises Are Left. One Died in a Rescue Mission.","https://www.nytimes.com/2017/11/11/climate/vaquita-porpoise-dies.html","climate",0,20
"s185","control",73,"health",90,10,0,8,1,80,"msg_share_broad","My mom has high cholesterol and diabetes and is taking medicine for both. She has had an ongoing yeast infection that has lasted for years that she hasn't been able to get rid of.","Statins Tied to Risk of Skin Infections","https://www.nytimes.com/2019/11/04/well/live/statins-tied-to-risk-of-skin-infections.html","wellness",0,34
"s185","self",94,"climate",10,30,0,8,1,40,"msg_share_broad","I am allergic to most sprays and things used to make places smell better. I have even stopped using normal deodorant and starting making my own using witch hazel.","Want Cleaner Air Try Using Less Deodorant","https://www.nytimes.com/2018/02/16/climate/perfume-pollution-smog.html","climate",0,29
"s185","other",34,"health",30,40,0,8,1,80,"msg_share_broad","I have been healthy and treated my body well. But I still ended up with a random and extremely rare auto immune disease.","Does a ‘Strong’ Immune System Ward Off Colds and Flu?","https://www.nytimes.com/2017/12/29/well/live/does-a-strong-immune-system-ward-off-colds-and-flu.html","wellness",0,23
"s186","other",55,"health",80,90,0,7,1,0,"msg_share_broad","There are multiple friends and relatives in my circle that either have small children to whom this is aimed at or they themselves were bombarded with junk food growing up and now suffer the consequences as adults.","How to Break Out of the Children’s Menu Trap","https://www.nytimes.com/2019/10/23/well/eat/Children-food-health.html","wellness",0,37
"s186","self",79,"climate",90,70,0,7,1,60,"msg_share_broad","I am very conscious about being environmentally friendly and always recycling or using reusable products when possible in order to reduce the effects of climate change.","The Immense, Eternal Footprint Humanity Leaves on Earth: Plastics","https://www.nytimes.com/2017/07/19/climate/plastic-pollution-study-science-advances.html","climate",0,26
"s186","control",9,"health",0,40,0,7,1,80,"msg_share_broad","Researchers are finding that a pasteurized bacterium may assist in fighting obesity and obesity-related issues.","A Probiotic for Obesity","https://www.nytimes.com/2019/07/01/well/eat/a-probiotic-for-obesity.html","wellness",0,16
"s186","self",7,"climate",80,60,0,7,1,70,"msg_share_broad","Air pollution is a very real concern that I have regarding wildfires across the nation as it also disproportionately affects the economy and agriculture/produce that are distributed across the country.","A Forecast for a Warming World Learn to Live With Fire","https://www.nytimes.com/2019/10/24/climate/california-wildfires-climate-change.html","climate",0,31
"s186","self",47,"health",90,40,0,7,1,10,"msg_share_broad","I have engaged in a vegetarian diet off-and-on for years and I felt both physically and mentally at my best during those times compared to when I returned to consuming red meat.","Getting Your Protein From Plants May Help You Live Longer","https://www.nytimes.com/2019/09/03/well/eat/diet-lifespan-vegetables-vegetarian-vegan-foods-plants-meat-fish.html","wellness",0,34
"s186","control",10,"climate",30,0,0,7,1,80,"msg_share_broad","Toxic algae in Florida is becoming an uncontrollable problem that is affecting tourism as well as making beaches and the nearby ocean unusable for people and uninhabitable for marine life.","A Toxic Tide Is Killing Florida Wildlife","https://www.nytimes.com/2018/07/30/climate/florida-red-tide-algae.html","climate",0,30
"s186","other",33,"health",60,80,0,7,1,40,"msg_share_broad","Many people that I know resort to boiling vegetables for use in dishes or soups and thus boil the nutrients out from vegetables making their dishes lack the healthy benefits of adding produce in the first place.","Does Cooking Boost Nutrients in Tomatoes and Spinach?","https://www.nytimes.com/2017/09/01/well/eat/does-cooking-boost-nutrients-in-tomatoes-and-spinach.html","wellness",0,37
"s187","control",89,"climate",80,80,0,8,1,100,"msg_share_broad","The article discusses the recent Arctic Council meeting regarding what was said from the different countries. The majority of people are in agreement that climate change is drastically impacting the Arctic but there are a few who are not as concerned which is a problem.","U.S. Pressure Blocks Declaration on Climate Change at Arctic Talks","https://www.nytimes.com/2019/05/07/climate/us-arctic-climate-change.html","climate",0,45
"s187","other",22,"health",80,60,0,8,1,70,"msg_share_broad","There is a way to overcome atherosclerosis of the aorta without the use of medications prescribed to you. As long as you prioritize your health and well being by eating a better diet exercising right and cutting out bad fats you can be in a position that helps you in the long run.","Can Lifestyle Changes Remove Plaques in Your Arteries","https://www.nytimes.com/2018/05/18/well/live/plaques-heart-attack-diet-exercise-smoking-eat-stress.html","wellness",0,53
"s187","self",108,"climate",70,60,0,8,1,70,"msg_share_broad","The danger that comes with climate change will impact the future generations that come after us where we'd leave them with problems that we were too naive to encounter while we could. We'd give them things that at that point are unable to be changed with ease and risk ruining their lives. I care for myself and everyone around me and everyone who is to come after. We must do something to change what's happening now.","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,76
"s187","control",48,"health",30,90,0,8,1,70,"msg_share_broad","This article talks about the increased amount of injuries that result from hearing loss. The increase of accidents that occur when someone are hearing loss is quite high in comparison to those","Hearing Loss May Make You Accident Prone","https://www.nytimes.com/2018/03/27/well/live/hearing-loss-may-make-you-accident-prone.html","wellness",0,32
"s187","self",31,"climate",70,60,0,8,1,60,"msg_share_broad","This article matters since climate change affects everyone. It matters as this company has been able to speed up climate change exponentially compared to any single person can in a mannerism that is terrifying to even consider.","Court Dismisses Exxon’s Effort to Block Climate Investigation","https://www.nytimes.com/2018/03/29/climate/exxon-climate-change.html","climate",0,37
"s187","other",46,"health",20,70,0,8,1,20,"msg_share_broad","This is important to people I know as we're around the age that people are starting to have families. This could impact their decisions greatly on how to go about taking care of their babies after birth.","For Babies, Solid Food at 3 Months May Lead to Sounder Sleep","https://www.nytimes.com/2018/08/17/well/eat/for-babies-solid-food-at-3-months-may-lead-to-sounder-sleep.html","wellness",0,37
"s187","self",77,"climate",60,70,0,8,1,80,"msg_share_broad","This article matters as it impacts everyone. The whole world will be impacted by climate change and just because it might be affecting areas that aren't directly where others live they will eventually lead to their downfall. These places offer so much to everyone as well and the risk of losing them is a real threat at this point.","The Amazon, Siberia, Indonesia A World of Fire","https://www.nytimes.com/2019/08/28/climate/fire-amazon-africa-siberia-worldwide.html","climate",0,59
"s187","control",39,"health",30,30,0,8,1,40,"msg_share_broad","This article discusses that obesity leads to higher risk of cancers.","Excess Weight Contributes to More Than 7 Percent of Cancers","https://www.nytimes.com/2019/01/02/well/live/excess-weight-contributes-to-more-than-7-percent-of-cancers.html","wellness",0,11
"s188","self",66,"climate",100,50,0,15,1,50,"msg_share_broad","This article affects me because I am environmentally responsible so the less paper and plastic used helps a lot.","Plastic Bags, or Paper? Here’s What to Consider When You Hit the Grocery Store","https://www.nytimes.com/2019/03/29/climate/plastic-paper-shopping-bags.html","climate",0,19
"s188","control",8,"health",100,100,0,15,1,100,"msg_share_broad","Not eating breakfast before exercising can help control how much you eat the rest of the day.","A Possible Weight Loss Strategy: Skip Breakfast Before Exercise","https://www.nytimes.com/2019/05/22/well/move/a-possible-weight-loss-strategy-skip-breakfast-before-exercise.html","wellness",0,17
"s188","self",108,"climate",100,100,0,15,1,100,"msg_share_broad","Climate change can lead to deadly natural disasters like tornadoes which I do not want to experience myself.","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,18
"s188","control",80,"health",100,100,0,15,1,100,"msg_share_broad","The key to dieting is not the amount of calories consumed its the types of foods you decide to eat.","The Key to Weight Loss Is Diet Quality, Not Quantity, a New Study Finds","https://www.nytimes.com/2018/02/20/well/eat/counting-calories-weight-loss-diet-dieting-low-carb-low-fat.html","wellness",0,20
"s188","other",16,"climate",40,40,0,15,1,30,"msg_share_broad","Not addressing pollution produced by tailpipes could lead to future harm for families.","Automakers Shift Gears on Climate Change","https://www.nytimes.com/2018/03/21/climate/climate-change-sylvia-earle.html","climate",0,13
"s188","self",103,"health",100,100,0,15,1,100,"msg_share_broad","I need to also eat a healthy diet because exercise alone will not help with weight loss.","Why Exercise Alone May Not Be the Key to Weight Loss","https://www.nytimes.com/2018/04/11/well/move/why-exercise-alone-may-not-be-the-key-to-weight-loss.html","wellness",0,17
"s188","other",67,"climate",40,100,0,15,1,100,"msg_share_broad","The government not taking action towards climate change will lead to disaster for future generations.","Protesting Climate Change, Young People Take to Streets in a Global Strike","https://www.nytimes.com/2019/09/20/climate/global-climate-strike.html","climate",0,15
"s188","control",52,"health",10,100,0,15,1,100,"msg_share_broad","Exercising at older ages can keep your immune system and muscles healthy and young.","How Exercise Can Keep Aging Muscles and Immune Systems ‘Young’","https://www.nytimes.com/2018/03/14/well/move/how-exercise-can-keep-aging-muscles-and-immune-systems-young.html","wellness",0,14
"s188","other",18,"climate",20,50,0,15,1,50,"msg_share_broad","Depression can not stop you from completing a goal of yours.","Becoming Greta: ‘Invisible Girl’ to Global Climate Activist, With Bumps Along the Way","https://www.nytimes.com/2019/02/18/climate/greta-thunburg.html","climate",0,11
"s188","control",9,"health",0,0,0,15,1,100,"msg_share_broad","People who are obese can take a bacterium supplement that helps the gut.","A Probiotic for Obesity","https://www.nytimes.com/2019/07/01/well/eat/a-probiotic-for-obesity.html","wellness",0,13
"s188","self",96,"climate",50,100,0,15,1,100,"msg_share_broad","I do not want global warming to delete history.","We’re Covering Heritage Sites Threatened by Climate Change. The List Just Got Longer.","https://www.nytimes.com/2018/10/16/climate/climate-change-historic-sites.html","climate",0,9
"s188","self",5,"health",100,100,0,15,1,100,"msg_share_broad","I hope to find a cure for cancer sometime.","A Cancer Researcher Takes Cancer Personally","https://www.nytimes.com/2018/02/15/well/live/a-cancer-researcher-takes-cancer-personally.html","wellness",0,9
"s188","control",14,"climate",0,100,0,15,1,100,"msg_share_broad","The trump administration has tens of billions of unspent dollars for people who have suffered disasters.","As Disasters Multiply, Billions in Recovery Funds Go Unspent","https://www.nytimes.com/2019/09/05/climate/federal-hurricane-wildfire-disaster-funds-unspent.html","climate",0,16
"s188","other",83,"health",100,100,0,15,1,100,"msg_share_broad","I want people I care about to make it to see another year so I will encourage exercise.","The Year in Fitness: Exercise, Add Intensity, Live to See Another Year","https://www.nytimes.com/2017/12/27/well/move/the-year-in-fitness-exercise-add-intensity-live-to-see-another-year.html","wellness",0,18
"s188","control",15,"climate",0,0,0,15,1,0,"msg_share_broad","A permit issued by the Queensland State government allowed a group named the Adani Group to start work on a mine.","Australia, in a Victory for Coal, Clears the Way for a Disputed Mine","https://www.nytimes.com/2019/06/13/climate/adani-australia-carmichael-mine.html","climate",0,21
"s189","control",72,"climate",80,80,0,6,1,100,"msg_share_broad","Climate change the biggest threat to humanity. So we should works  to stop climate change.","Solar Power Is Burning Bright. But It’s Hardly Twilight for Fossil Fuels.","https://www.nytimes.com/2018/04/05/climate/solar-energy.html","climate",0,15
"s189","self",71,"health",0,30,0,6,1,90,"msg_share_broad","Sleep Apnea is dangerous problem in our health","Sleep Apnea Can Have Deadly Consequences","https://www.nytimes.com/2019/05/27/well/mind/sleep-apnea-can-have-deadly-consequences.html","wellness",0,8
"s189","other",38,"climate",0,10,0,6,1,80,"msg_share_broad","We should increase insurance policy against disaster.","Even as Floods Worsen With Climate Change, Fewer People Insure Against Disaster","https://www.nytimes.com/2019/06/08/climate/climate-flood-insurance.html","climate",0,7
"s189","self",90,"health",30,30,0,6,1,80,"msg_share_broad","Using A.I. to Transform Breast Cancer Care will be very effective in future.","Using A.I. to Transform Breast Cancer Care","https://www.nytimes.com/2019/10/24/well/live/machine-intelligence-AI-breast-cancer-mammogram.html","wellness",0,13
"s189","control",18,"climate",60,60,0,6,1,100,"msg_share_broad","Sometimes public role brings unwelcome attention.","Becoming Greta: ‘Invisible Girl’ to Global Climate Activist, With Bumps Along the Way","https://www.nytimes.com/2019/02/18/climate/greta-thunburg.html","climate",0,6
"s189","other",95,"health",40,40,0,6,1,90,"msg_share_broad","We could more quickly in our lives.","We Slow as We Age, but May Not Need to Slow Too Much","https://www.nytimes.com/2018/10/03/well/move/running-age-declines-slower.html","wellness",0,7
"s190","control",19,"health",60,60,0,23,1,0,"msg_share_broad","It's about how exercising is good for you.","Being Fit May Be as Good for You as Not Smoking","https://www.nytimes.com/2018/10/31/well/move/being-fit-may-be-as-good-for-you-as-not-smoking.html","wellness",0,8
"s190","other",85,"climate",70,70,0,23,1,0,"msg_share_broad","Climate change is relevant to everyone.","This Olympic Skier Wants to Save the World’s Snow","https://www.nytimes.com/2018/02/07/climate/climate-change-skiing.html","climate",0,6
"s190","self",100,"health",30,30,0,23,1,0,"msg_share_broad","It doesn't matter to me personally.","When a Vegan Gets Gout","https://www.nytimes.com/2018/07/05/well/family/when-a-vegan-gets-gout.html","wellness",0,6
"s190","other",15,"climate",70,40,0,23,1,0,"msg_share_broad","It's a win for conservatives unfortunately.","Australia, in a Victory for Coal, Clears the Way for a Disputed Mine","https://www.nytimes.com/2019/06/13/climate/adani-australia-carmichael-mine.html","climate",0,6
"s190","self",63,"health",40,40,0,23,1,0,"msg_share_broad","I don't know much about GMOs.","Opposed to G.M.O.s? How Much Do You Know About Them?","https://www.nytimes.com/2019/01/15/well/eat/gmo-foods-genetically-modified-knowledge.html","wellness",0,6
"s190","control",24,"climate",60,40,0,23,1,0,"msg_share_broad","Schumer has proposed an incentive for Americans to buy electric cars instead of gas ones.","Cash for Carbon: Schumer Climate Plan Would Help Consumers Buy Electric Cars","https://www.nytimes.com/2019/10/24/climate/climate-change-schumer-electric-cars.html","climate",0,15
"s190","other",72,"climate",60,60,0,23,1,0,"msg_share_broad","We need to find alternatives to fossil fuels.","Solar Power Is Burning Bright. But It’s Hardly Twilight for Fossil Fuels.","https://www.nytimes.com/2018/04/05/climate/solar-energy.html","climate",0,8
"s190","self",95,"health",30,40,0,23,1,0,"msg_share_broad","It doesn't; I don't really run.","We Slow as We Age, but May Not Need to Slow Too Much","https://www.nytimes.com/2018/10/03/well/move/running-age-declines-slower.html","wellness",0,6
"s190","control",47,"health",60,60,0,23,1,0,"msg_share_broad","Getting protein from plants instead of meats helps you live longer.","Getting Your Protein From Plants May Help You Live Longer","https://www.nytimes.com/2019/09/03/well/eat/diet-lifespan-vegetables-vegetarian-vegan-foods-plants-meat-fish.html","wellness",0,11
"s190","self",70,"climate",60,60,0,23,1,0,"msg_share_broad","It's a win for conservatives unfortunately.","Senate Takes Step to Approve Drilling in Arctic Wildlife Refuge","https://www.nytimes.com/2017/10/13/climate/arctic-drilling.html","climate",0,6
"s190","control",93,"health",40,60,0,23,1,0,"msg_share_broad","Social dancing is good for the brain.","Walk, Stretch or Dance Dancing May Be Best for the Brain","https://www.nytimes.com/2017/03/29/well/walk-stretch-or-dance-dancing-may-be-best-for-the-brain.html","wellness",0,7
"s190","self",37,"climate",60,50,0,23,1,0,"msg_share_broad","I don't know as much as I'd like to about nuclear power.","Environmentalists and Nuclear Power It’s Complicated","https://www.nytimes.com/2018/04/18/climate/climate-fwd-green-nuclear.html","climate",0,12
"s190","other",90,"health",60,60,0,23,1,0,"msg_share_broad","I know people vulnerable to breast cancer.","Using A.I. to Transform Breast Cancer Care","https://www.nytimes.com/2019/10/24/well/live/machine-intelligence-AI-breast-cancer-mammogram.html","wellness",0,7
"s190","control",80,"health",40,40,0,23,1,0,"msg_share_broad","Changing your diet to healthier options is better for you than eating less.","The Key to Weight Loss Is Diet Quality, Not Quantity, a New Study Finds","https://www.nytimes.com/2018/02/20/well/eat/counting-calories-weight-loss-diet-dieting-low-carb-low-fat.html","wellness",0,13
"s190","self",74,"health",40,40,0,23,1,0,"msg_share_broad","It doesn't really. I don't often drink soda.","Sugary Drink Ban Tied to Health Improvements at Medical Center","https://www.nytimes.com/2019/10/28/well/eat/sugary-drink-soda-ban-health-medical-center.html","wellness",0,8
"s190","control",39,"health",60,60,0,23,1,0,"msg_share_broad","Having excess weight means you're more likely to get cancer.","Excess Weight Contributes to More Than 7 Percent of Cancers","https://www.nytimes.com/2019/01/02/well/live/excess-weight-contributes-to-more-than-7-percent-of-cancers.html","wellness",0,10
"s191","other",50,"climate",60,70,0,5,1,50,"msg_share_broad","Some people I know are deeply concerned about climate change.","Heat Wave Nudged the Planet to Its Hottest June, European Forecasters Say","https://www.nytimes.com/2019/07/03/climate/hottest-june-on-record.html","climate",0,10
"s191","control",87,"health",10,40,0,5,1,20,"msg_share_broad","This article is about eating disorders and how family members are also important in treatment.","To Treat Eating Disorders, It Sometimes Takes Two","https://www.nytimes.com/2018/11/29/well/eat/eating-disorders-food-anorexia-bulimia-binge-partners-spouses-treatment.html","wellness",0,15
"s191","self",56,"climate",70,80,0,5,1,60,"msg_share_broad","It is important for me to limit my use of single-use plastics","How to Break Your Single-Use Plastics Habit","https://www.nytimes.com/2019/04/16/smarter-living/wirecutter/stop-using-single-use-plastics.html","climate",0,13
"s191","self",102,"health",30,60,0,5,1,30,"msg_share_broad","It matters to know what my wife or future child should eat.","Why Children (and Pregnant Women) May Want to Eat More Fish","https://www.nytimes.com/2019/10/30/well/eat/children-pregnant-women-eat-fish-seafood-brain-smarter.html","wellness",0,12
"s191","other",44,"climate",60,70,0,5,1,60,"msg_share_broad","People I know want to keep things clean without crating waste from using disposable cleaning products.","Five Affordable, Effective Alternatives to Disposable Cleaning Products","https://www.nytimes.com/2018/11/21/smarter-living/disposable-cleaning-products-alternatives.html","climate",0,16
"s192","other",47,"health",100,100,0,8,1,70,"msg_share_broad","It could help my family live longer and some of them are interested in eating a vegetarian diet.","Getting Your Protein From Plants May Help You Live Longer","https://www.nytimes.com/2019/09/03/well/eat/diet-lifespan-vegetables-vegetarian-vegan-foods-plants-meat-fish.html","wellness",0,18
"s192","self",106,"climate",30,0,0,8,1,0,"msg_share_broad","It makes me think of potential food shortages in the future. We depend on low cost staples like rice and beans. If other countries can't produce then our prices increase.","Why the Wilder Storms? It’s a ‘Loaded Dice’ Problem","https://www.nytimes.com/2018/10/05/climate/rain-floods-extreme-weather.html","climate",0,30
