"SID","article_cond","article_number","topic","n_articles","msg_rel_self","msg_rel_social","msg_share","sharing_type","sharing_type_key","sharing_behavior","n_words"
"s185","other",34,"health",8,30,40,80,1,"msg_share_broad",0,23
"s186","other",55,"health",7,80,90,0,1,"msg_share_broad",0,37
"s186","self",79,"climate",7,90,70,60,1,"msg_share_broad",0,26
"s186","control",9,"health",7,0,40,80,1,"msg_share_broad",0,16
"s186","self",7,"climate",7,80,60,70,1,"msg_share_broad",0,31
"s186","self",47,"health",7,90,40,10,1,"msg_share_broad",0,34
"s186","control",10,"climate",7,30,0,80,1,"msg_share_broad",0,30
"s186","other",33,"health",7,60,80,40,1,"msg_share_broad",0,37
"s187","control",89,"climate",8,80,80,100,1,"msg_share_broad",0,45
"s187","other",22,"health",8,80,60,70,1,"msg_share_broad",0,53
"s187","self",108,"climate",8,70,60,70,1,"msg_share_broad",0,76
"s187","control",48,"health",8,30,90,70,1,"msg_share_broad",0,32
"s187","self",31,"climate",8,70,60,60,1,"msg_share_broad",0,37
"s187","other",46,"health",8,20,70,20,1,"msg_share_broad",0,37
"s187","self",77,"climate",8,60,70,80,1,"msg_share_broad",0,59
"s187","control",39,"health",8,30,30,40,1,"msg_share_broad",0,11
"s188","self",66,"climate",15,100,50,50,1,"msg_share_broad",0,19
"s188","control",8,"health",15,100,100,100,1,"msg_share_broad",0,17
"s188","self",108,"climate",15,100,100,100,1,"msg_share_broad",0,18
"s188","control",80,"health",15,100,100,100,1,"msg_share_broad",0,20
"s188","other",16,"climate",15,40,40,30,1,"msg_share_broad",0,13
"s188","self",103,"health",15,100,100,100,1,"msg_share_broad",0,17
"s188","other",67,"climate",15,40,100,100,1,"msg_share_broad",0,15
"s188","control",52,"health",15,10,100,100,1,"msg_share_broad",0,14
"s188","other",18,"climate",15,20,50,50,1,"msg_share_broad",0,11
"s188","control",9,"health",15,0,0,100,1,"msg_share_broad",0,13
"s188","self",96,"climate",15,50,100,100,1,"msg_share_broad",0,9
"s188","self",5,"health",15,100,100,100,1,"msg_share_broad",0,9
"s188","control",14,"climate",15,0,100,100,1,"msg_share_broad",0,16
"s188","other",83,"health",15,100,100,100,1,"msg_share_broad",0,18
"s188","control",15,"climate",15,0,0,0,1,"msg_share_broad",0,21
"s189","control",72,"climate",6,80,80,100,1,"msg_share_broad",0,15
"s189","self",71,"health",6,0,30,90,1,"msg_share_broad",0,8
"s189","other",38,"climate",6,0,10,80,1,"msg_share_broad",0,7
"s189","self",90,"health",6,30,30,80,1,"msg_share_broad",0,13
"s189","control",18,"climate",6,60,60,100,1,"msg_share_broad",0,6
"s189","other",95,"health",6,40,40,90,1,"msg_share_broad",0,7
"s190","control",19,"health",23,60,60,0,1,"msg_share_broad",0,8
"s190","other",85,"climate",23,70,70,0,1,"msg_share_broad",0,6
"s190","self",100,"health",23,30,30,0,1,"msg_share_broad",0,6
"s190","other",15,"climate",23,70,40,0,1,"msg_share_broad",0,6
"s190","self",63,"health",23,40,40,0,1,"msg_share_broad",0,6
"s190","control",24,"climate",23,60,40,0,1,"msg_share_broad",0,15
"s190","other",72,"climate",23,60,60,0,1,"msg_share_broad",0,8
"s190","self",95,"health",23,30,40,0,1,"msg_share_broad",0,6
"s190","control",47,"health",23,60,60,0,1,"msg_share_broad",0,11
"s190","self",70,"climate",23,60,60,0,1,"msg_share_broad",0,6
"s190","control",93,"health",23,40,60,0,1,"msg_share_broad",0,7
"s190","self",37,"climate",23,60,50,0,1,"msg_share_broad",0,12
"s190","other",90,"health",23,60,60,0,1,"msg_share_broad",0,7
"s190","control",80,"health",23,40,40,0,1,"msg_share_broad",0,13
"s190","self",74,"health",23,40,40,0,1,"msg_share_broad",0,8
"s190","control",39,"health",23,60,60,0,1,"msg_share_broad",0,10
"s191","other",50,"climate",5,60,70,50,1,"msg_share_broad",0,10
"s191","control",87,"health",5,10,40,20,1,"msg_share_broad",0,15
"s191","self",56,"climate",5,70,80,60,1,"msg_share_broad",0,13
"s191","self",102,"health",5,30,60,30,1,"msg_share_broad",0,12
"s191","other",44,"climate",5,60,70,60,1,"msg_share_broad",0,16
"s192","other",47,"health",8,100,100,70,1,"msg_share_broad",0,18
"s192","self",106,"climate",8,30,0,0,1,"msg_share_broad",0,30
"s192","control",101,"health",8,100,100,30,1,"msg_share_broad",0,26
"s192","other",86,"climate",8,100,100,60,1,"msg_share_broad",0,29
"s192","self",61,"climate",8,100,100,100,1,"msg_share_broad",1,49
"s192","self",74,"health",8,100,100,60,1,"msg_share_broad",0,35
"s192","other",98,"climate",8,100,100,100,1,"msg_share_broad",0,12
"s192","control",83,"health",8,100,100,0,1,"msg_share_broad",0,7
"s193","self",11,"climate",10,80,60,40,1,"msg_share_broad",0,31
"s193","control",50,"climate",10,70,70,10,1,"msg_share_broad",0,21
"s193","other",41,"health",10,60,100,10,1,"msg_share_broad",0,21
"s193","self",88,"climate",10,100,90,90,1,"msg_share_broad",0,33
"s193","control",83,"health",10,100,90,100,1,"msg_share_broad",0,16
"s193","self",89,"climate",10,90,90,70,1,"msg_share_broad",0,27
"s193","control",103,"health",10,90,90,10,1,"msg_share_broad",0,17
"s193","other",15,"climate",10,30,60,0,1,"msg_share_broad",0,17
"s193","other",43,"health",10,80,100,20,1,"msg_share_broad",0,17
"s193","control",26,"climate",10,70,80,20,1,"msg_share_broad",0,16
"s194","other",97,"health",9,60,90,20,1,"msg_share_broad",0,17
"s194","control",50,"climate",9,70,70,100,1,"msg_share_broad",0,10
"s194","self",33,"health",9,80,60,60,1,"msg_share_broad",0,16
"s194","control",106,"climate",9,90,70,100,1,"msg_share_broad",0,26
"s194","other",46,"health",9,60,90,10,1,"msg_share_broad",0,18
"s194","self",26,"climate",9,100,70,90,1,"msg_share_broad",0,27
"s194","self",39,"health",9,100,80,20,1,"msg_share_broad",0,25
"s194","control",62,"climate",9,80,60,60,1,"msg_share_broad",0,9
"s194","other",42,"health",9,100,100,100,1,"msg_share_broad",0,21
"s195","self",47,"health",7,80,80,20,1,"msg_share_broad",0,32
"s195","control",12,"climate",7,70,50,0,1,"msg_share_broad",0,25
"s195","other",102,"health",7,100,100,70,1,"msg_share_broad",0,28
"s195","control",66,"climate",7,30,40,0,1,"msg_share_broad",0,33
"s195","other",100,"health",7,0,70,70,1,"msg_share_broad",0,35
"s195","self",61,"climate",7,90,20,40,1,"msg_share_broad",0,21
"s195","control",13,"health",7,10,40,0,1,"msg_share_broad",0,17
"s196","other",33,"health",6,40,60,0,1,"msg_share_broad",0,10
"s196","control",79,"climate",6,80,80,50,1,"msg_share_broad",0,17
"s196","other",6,"health",6,0,10,0,1,"msg_share_broad",0,6
"s196","self",81,"climate",6,80,80,30,1,"msg_share_broad",0,35
"s196","control",45,"health",6,70,90,50,1,"msg_share_broad",0,26
"s196","other",77,"climate",6,80,80,50,1,"msg_share_broad",0,17
"s197","self",31,"climate",5,70,50,60,1,"msg_share_broad",0,32
"s197","other",97,"health",5,60,70,60,1,"msg_share_broad",0,38
"s197","other",43,"health",5,30,70,60,1,"msg_share_broad",0,27
"s197","self",94,"climate",5,80,80,80,1,"msg_share_broad",0,28
"s197","control",91,"health",5,30,60,30,1,"msg_share_broad",0,8
"s198","other",97,"health",5,70,80,20,1,"msg_share_broad",0,55
"s198","control",54,"climate",5,100,90,60,1,"msg_share_broad",0,34
"s198","other",75,"health",5,100,100,10,1,"msg_share_broad",0,34
"s198","control",65,"climate",5,90,100,60,1,"msg_share_broad",0,25
"s199","other",81,"climate",19,100,100,0,1,"msg_share_broad",0,40
"s199","other",85,"climate",19,90,90,0,1,"msg_share_broad",0,36
"s199","other",55,"health",19,0,0,0,1,"msg_share_broad",0,22
"s199","self",106,"climate",19,100,100,0,1,"msg_share_broad",0,50
"s199","control",52,"health",19,0,0,0,1,"msg_share_broad",0,20
"s199","self",50,"climate",19,100,100,0,1,"msg_share_broad",0,34
"s199","control",90,"health",19,80,80,0,1,"msg_share_broad",0,28
"s199","other",67,"climate",19,100,100,0,1,"msg_share_broad",0,38
"s199","other",59,"health",19,0,0,0,1,"msg_share_broad",0,15
"s199","control",38,"climate",19,20,70,0,1,"msg_share_broad",0,19
"s199","self",105,"health",19,0,0,0,1,"msg_share_broad",0,20
"s199","control",44,"climate",19,70,60,0,1,"msg_share_broad",0,19
"s199","self",17,"health",19,0,0,0,1,"msg_share_broad",0,12
"s199","other",65,"climate",19,100,100,0,1,"msg_share_broad",0,43
"s199","other",56,"climate",19,90,90,0,1,"msg_share_broad",0,41
"s199","control",6,"health",19,0,0,0,1,"msg_share_broad",0,43
"s199","other",107,"climate",19,70,80,0,1,"msg_share_broad",0,39
"s199","self",47,"health",19,0,0,0,1,"msg_share_broad",0,29
"s200","other",91,"health",13,60,60,20,1,"msg_share_broad",0,13
"s200","self",68,"health",13,60,50,0,1,"msg_share_broad",0,24
"s200","other",66,"climate",13,70,40,0,1,"msg_share_broad",0,15
"s200","self",22,"health",13,70,0,0,1,"msg_share_broad",0,10
"s200","other",31,"climate",13,40,0,0,1,"msg_share_broad",0,10
"s200","control",47,"health",13,60,60,40,1,"msg_share_broad",0,11
"s200","other",84,"climate",13,40,40,0,1,"msg_share_broad",0,12
"s200","control",75,"health",13,100,100,0,1,"msg_share_broad",0,14
"s200","self",53,"climate",13,0,0,0,1,"msg_share_broad",0,10
"s200","control",109,"health",13,70,70,0,1,"msg_share_broad",0,12
"s200","other",11,"climate",13,70,70,0,1,"msg_share_broad",0,14
"s200","self",34,"health",13,100,100,0,1,"msg_share_broad",0,9
"s200","self",86,"climate",13,60,60,0,1,"msg_share_broad",0,12
"s201","other",66,"climate",5,100,100,50,1,"msg_share_broad",0,14
"s201","self",101,"health",5,100,80,50,1,"msg_share_broad",0,22
"s201","control",62,"climate",5,100,100,60,1,"msg_share_broad",0,22
"s201","self",83,"health",5,90,100,60,1,"msg_share_broad",0,10
"s201","other",15,"climate",5,50,50,60,1,"msg_share_broad",0,14
"s202","self",66,"climate",6,60,50,40,1,"msg_share_broad",0,11
"s202","control",42,"health",6,40,40,20,1,"msg_share_broad",0,6
"s202","other",65,"climate",6,20,20,20,1,"msg_share_broad",0,10
"s202","other",67,"climate",6,20,20,20,1,"msg_share_broad",0,9
"s202","control",90,"health",6,50,50,20,1,"msg_share_broad",0,10
"s203","other",59,"health",10,90,90,60,1,"msg_share_broad",0,18
"s203","control",86,"climate",10,100,80,60,1,"msg_share_broad",0,27
"s203","self",43,"health",10,60,100,50,1,"msg_share_broad",0,23
"s203","control",62,"climate",10,100,100,70,1,"msg_share_broad",0,24
"s203","self",95,"health",10,90,90,60,1,"msg_share_broad",0,36
"s203","other",51,"climate",10,10,10,10,1,"msg_share_broad",0,34
"s203","control",90,"health",10,60,100,40,1,"msg_share_broad",0,11
"s203","other",40,"climate",10,100,100,100,1,"msg_share_broad",0,33
"s203","self",76,"health",10,40,90,60,1,"msg_share_broad",0,16
"s203","self",50,"climate",10,100,100,90,1,"msg_share_broad",0,32
"s204","control",108,"climate",3,70,80,10,1,"msg_share_broad",0,20
"s204","other",109,"health",3,60,80,60,1,"msg_share_broad",0,19
"s204","self",1,"climate",3,70,60,60,1,"msg_share_broad",0,26
"s205","control",97,"health",3,20,70,10,1,"msg_share_broad",0,17
"s205","self",14,"climate",3,10,20,10,1,"msg_share_broad",0,35
"s205","other",87,"health",3,20,70,60,1,"msg_share_broad",0,14
"s206","other",45,"health",13,60,60,60,1,"msg_share_broad",0,11
"s206","self",94,"climate",13,70,70,70,1,"msg_share_broad",0,19
"s206","control",101,"health",13,70,70,70,1,"msg_share_broad",0,20
"s206","self",72,"climate",13,60,60,60,1,"msg_share_broad",0,16
"s206","control",10,"climate",13,20,40,20,1,"msg_share_broad",0,14
"s206","control",91,"health",13,60,60,60,1,"msg_share_broad",0,14
"s206","self",31,"climate",13,100,100,100,1,"msg_share_broad",0,23
"s206","other",36,"health",13,50,50,0,1,"msg_share_broad",0,23
"s206","self",37,"climate",13,50,50,50,1,"msg_share_broad",0,14
"s206","control",6,"health",13,0,0,0,1,"msg_share_broad",0,15
"s206","other",96,"climate",13,60,60,60,1,"msg_share_broad",0,6
"s206","self",33,"health",13,100,100,100,1,"msg_share_broad",0,22
"s207","self",36,"health",3,0,70,0,1,"msg_share_broad",0,26
"s207","control",72,"climate",3,60,60,0,1,"msg_share_broad",0,15
"s207","other",97,"health",3,100,100,40,1,"msg_share_broad",0,11
"s208","other",107,"climate",5,80,80,0,1,"msg_share_broad",0,44
"s208","control",17,"health",5,50,50,0,1,"msg_share_broad",0,35
"s208","control",10,"climate",5,60,70,0,1,"msg_share_broad",0,22
"s208","self",105,"health",5,70,80,0,1,"msg_share_broad",0,26
"s208","self",7,"climate",5,80,100,0,1,"msg_share_broad",0,43
"s209","control",59,"health",8,30,70,30,1,"msg_share_broad",0,31
"s209","self",66,"climate",8,80,80,60,1,"msg_share_broad",0,12
"s209","control",30,"health",8,60,80,20,1,"msg_share_broad",0,18
"s209","self",65,"climate",8,100,90,70,1,"msg_share_broad",0,19
"s209","other",87,"health",8,70,90,40,1,"msg_share_broad",0,61
"s209","other",18,"climate",8,80,60,80,1,"msg_share_broad",0,18
"s209","control",17,"health",8,90,90,80,1,"msg_share_broad",0,12
"s209","self",12,"climate",8,80,80,40,1,"msg_share_broad",0,17
"s210","self",43,"health",10,40,70,0,1,"msg_share_broad",0,12
"s210","other",44,"climate",10,60,70,0,1,"msg_share_broad",0,13
"s210","other",49,"health",10,70,80,0,1,"msg_share_broad",0,15
"s210","control",16,"climate",10,60,40,0,1,"msg_share_broad",0,13
"s210","self",64,"health",10,60,70,0,1,"msg_share_broad",0,17
"s210","other",65,"climate",10,90,90,0,1,"msg_share_broad",0,26
"s210","self",71,"health",10,70,90,0,1,"msg_share_broad",0,15
"s210","control",79,"climate",10,60,60,0,1,"msg_share_broad",0,12
"s210","self",97,"health",10,60,80,0,1,"msg_share_broad",0,19
"s212","other",87,"health",7,0,0,0,1,"msg_share_broad",0,8
"s212","self",44,"climate",7,100,100,10,1,"msg_share_broad",0,26
"s212","control",73,"health",7,80,80,30,1,"msg_share_broad",0,8
"s212","other",81,"climate",7,20,20,0,1,"msg_share_broad",0,15
"s212","self",76,"health",7,70,70,60,1,"msg_share_broad",0,16
"s212","control",98,"climate",7,0,0,0,1,"msg_share_broad",0,9
"s212","other",25,"health",7,100,100,70,1,"msg_share_broad",0,13
"s213","control",105,"health",4,90,40,0,1,"msg_share_broad",0,33
"s213","other",89,"climate",4,100,30,10,1,"msg_share_broad",0,37
"s213","self",46,"health",4,80,50,0,1,"msg_share_broad",0,40
"s213","other",66,"climate",4,90,60,0,1,"msg_share_broad",0,57
"s214","control",21,"health",23,10,40,10,1,"msg_share_broad",0,9
"s214","other",107,"climate",23,60,80,60,1,"msg_share_broad",0,11
"s214","self",59,"health",23,80,70,20,1,"msg_share_broad",0,9
"s214","other",67,"climate",23,80,100,60,1,"msg_share_broad",0,19
"s214","control",43,"health",23,30,70,10,1,"msg_share_broad",0,16
"s214","self",98,"climate",23,70,80,30,1,"msg_share_broad",0,18
"s214","control",30,"health",23,70,70,60,1,"msg_share_broad",0,14
"s214","self",96,"climate",23,70,40,30,1,"msg_share_broad",0,11
"s214","other",6,"health",23,0,40,20,1,"msg_share_broad",0,9
"s214","other",26,"climate",23,40,60,30,1,"msg_share_broad",0,14
"s214","self",9,"health",23,70,70,10,1,"msg_share_broad",0,10
"s214","control",77,"climate",23,30,40,20,1,"msg_share_broad",0,7
"s214","control",73,"health",23,0,10,0,1,"msg_share_broad",0,8
"s214","other",53,"climate",23,30,50,10,1,"msg_share_broad",0,13
"s214","self",83,"health",23,90,70,60,1,"msg_share_broad",0,11
"s214","self",29,"climate",23,90,80,30,1,"msg_share_broad",0,10
"s214","control",52,"health",23,80,70,10,1,"msg_share_broad",0,8
"s214","other",104,"climate",23,10,20,0,1,"msg_share_broad",0,7
"s214","self",91,"health",23,60,60,20,1,"msg_share_broad",0,12
"s214","other",50,"climate",23,60,60,10,1,"msg_share_broad",0,6
"s214","control",23,"health",23,70,70,20,1,"msg_share_broad",0,11
"s214","other",58,"climate",23,30,20,10,1,"msg_share_broad",0,9
"s214","self",93,"health",23,40,30,10,1,"msg_share_broad",0,10
"s215","control",28,"climate",4,100,100,100,1,"msg_share_broad",0,26
"s215","other",49,"health",4,100,100,100,1,"msg_share_broad",0,19
"s215","self",62,"climate",4,100,100,100,1,"msg_share_broad",0,18
"s215","control",91,"health",4,70,70,70,1,"msg_share_broad",0,24
"s216","self",5,"health",4,90,90,100,1,"msg_share_broad",0,60
"s216","control",106,"climate",4,80,80,40,1,"msg_share_broad",0,85
"s216","other",42,"health",4,100,70,30,1,"msg_share_broad",0,53
"s216","control",14,"climate",4,90,90,70,1,"msg_share_broad",0,86
"s217","self",93,"health",6,80,80,10,1,"msg_share_broad",0,16
"s217","control",106,"climate",6,30,60,0,1,"msg_share_broad",0,16
"s217","other",48,"health",6,20,80,0,1,"msg_share_broad",0,21
"s217","control",37,"climate",6,80,80,0,1,"msg_share_broad",0,11
"s217","other",22,"health",6,80,80,0,1,"msg_share_broad",0,12
"s217","self",96,"climate",6,0,0,0,1,"msg_share_broad",0,17
"s218","other",15,"climate",9,20,30,0,1,"msg_share_broad",0,20
"s218","self",91,"health",9,40,40,30,1,"msg_share_broad",0,42
"s218","control",58,"climate",9,60,90,0,1,"msg_share_broad",0,34
"s218","control",101,"health",9,50,60,0,1,"msg_share_broad",0,20
"s218","other",77,"climate",9,100,100,20,1,"msg_share_broad",0,22
"s218","self",30,"health",9,100,70,30,1,"msg_share_broad",0,41
"s218","control",3,"health",9,30,80,20,1,"msg_share_broad",0,35
"s218","other",2,"climate",9,100,100,30,1,"msg_share_broad",0,27
"s218","self",8,"health",9,100,80,10,1,"msg_share_broad",0,34
"s219","self",52,"health",6,90,100,70,1,"msg_share_broad",0,26
"s219","control",44,"climate",6,90,60,30,1,"msg_share_broad",0,39
"s219","other",92,"health",6,20,60,10,1,"msg_share_broad",0,34
"s219","self",81,"climate",6,90,70,40,1,"msg_share_broad",0,39
"s219","other",5,"health",6,80,90,70,1,"msg_share_broad",0,9
"s219","control",62,"climate",6,80,90,70,1,"msg_share_broad",0,31
"s220","other",78,"health",3,100,100,60,1,"msg_share_broad",0,27
"s220","self",61,"climate",3,90,70,60,1,"msg_share_broad",0,17
"s220","control",57,"health",3,70,20,30,1,"msg_share_broad",0,27
"s221","other",41,"health",8,10,20,0,1,"msg_share_broad",0,55
"s221","control",27,"climate",8,0,0,0,1,"msg_share_broad",0,94
"s221","self",34,"health",8,20,20,0,1,"msg_share_broad",0,56
"s221","control",44,"climate",8,30,30,0,1,"msg_share_broad",0,29
"s221","other",43,"health",8,70,80,0,1,"msg_share_broad",0,40
"s221","self",31,"climate",8,0,10,0,1,"msg_share_broad",0,89
"s221","other",48,"health",8,10,10,0,1,"msg_share_broad",0,32
"s221","self",82,"climate",8,0,0,0,1,"msg_share_broad",0,103
"s222","other",77,"climate",10,100,70,80,1,"msg_share_broad",0,21
"s222","self",83,"health",10,90,90,70,1,"msg_share_broad",0,26
"s222","other",94,"climate",10,40,60,40,1,"msg_share_broad",0,21
"s222","control",47,"health",10,70,70,50,1,"msg_share_broad",0,19
"s222","self",56,"climate",10,90,90,90,1,"msg_share_broad",0,19
"s222","self",30,"health",10,60,60,40,1,"msg_share_broad",0,15
"s222","control",79,"climate",10,80,80,80,1,"msg_share_broad",0,20
"s222","other",9,"health",10,40,70,40,1,"msg_share_broad",0,22
"s222","control",70,"climate",10,40,30,30,1,"msg_share_broad",0,13
"s222","self",41,"health",10,20,30,20,1,"msg_share_broad",0,18
"s223","other",37,"climate",3,70,80,80,1,"msg_share_broad",1,76
"s223","control",76,"health",3,100,80,90,1,"msg_share_broad",0,22
"s223","self",7,"climate",3,80,60,60,1,"msg_share_broad",0,34
"s224","self",105,"health",11,60,20,0,1,"msg_share_broad",0,14
"s224","control",106,"climate",11,0,0,0,1,"msg_share_broad",0,15
"s224","control",80,"health",11,40,40,0,1,"msg_share_broad",0,15
"s224","self",24,"climate",11,0,0,0,1,"msg_share_broad",0,24
"s224","other",21,"health",11,0,0,0,1,"msg_share_broad",0,8
"s224","control",10,"climate",11,0,0,0,1,"msg_share_broad",0,19
"s224","other",87,"health",11,0,0,0,1,"msg_share_broad",0,24
"s224","self",31,"climate",11,0,0,0,1,"msg_share_broad",0,15
"s224","self",52,"health",11,0,0,0,1,"msg_share_broad",0,12
"s224","control",104,"climate",11,0,0,0,1,"msg_share_broad",0,9
"s224","other",33,"health",11,0,0,0,1,"msg_share_broad",0,15
"s225","control",72,"climate",6,0,0,0,1,"msg_share_broad",0,17
"s225","self",9,"health",6,0,0,0,1,"msg_share_broad",0,41
"s225","other",99,"climate",6,20,100,20,1,"msg_share_broad",0,22
"s225","self",64,"health",6,100,100,80,1,"msg_share_broad",0,22
"s225","other",20,"climate",6,80,80,0,1,"msg_share_broad",0,24
"s225","control",46,"health",6,0,80,0,1,"msg_share_broad",0,26
"s226","self",75,"health",7,90,80,60,1,"msg_share_broad",0,19
"s226","control",38,"climate",7,70,50,40,1,"msg_share_broad",0,27
"s226","other",9,"health",7,80,60,60,1,"msg_share_broad",0,38
"s226","other",61,"climate",7,60,40,70,1,"msg_share_broad",0,19
"s226","control",47,"health",7,60,70,30,1,"msg_share_broad",0,32
"s226","self",14,"climate",7,70,70,80,1,"msg_share_broad",0,33
"s226","control",6,"health",7,70,60,70,1,"msg_share_broad",0,22
"s227","self",70,"climate",11,80,80,30,1,"msg_share_broad",0,20
"s227","self",45,"health",11,100,100,100,1,"msg_share_broad",0,17
"s227","control",106,"climate",11,60,60,40,1,"msg_share_broad",0,11
"s227","other",87,"health",11,100,100,0,1,"msg_share_broad",0,12
"s227","control",40,"climate",11,70,70,30,1,"msg_share_broad",0,10
"s227","other",75,"health",11,100,100,100,1,"msg_share_broad",0,7
"s227","self",35,"climate",11,100,100,0,1,"msg_share_broad",0,18
"s227","self",60,"health",11,0,60,0,1,"msg_share_broad",0,15
"s227","control",4,"climate",11,80,80,0,1,"msg_share_broad",0,17
"s227","other",34,"health",11,100,100,0,1,"msg_share_broad",0,13
"s227","control",99,"climate",11,100,100,30,1,"msg_share_broad",0,10
"s228","other",1,"climate",14,60,80,40,1,"msg_share_broad",0,17
"s228","other",39,"health",14,80,90,20,1,"msg_share_broad",0,36
"s228","other",79,"climate",14,90,90,30,1,"msg_share_broad",0,48
"s228","other",7,"climate",14,60,70,10,1,"msg_share_broad",0,37
"s228","control",3,"health",14,80,70,20,1,"msg_share_broad",0,74
"s228","self",67,"climate",14,70,70,20,1,"msg_share_broad",0,59
"s228","self",91,"health",14,0,0,0,1,"msg_share_broad",0,65
"s228","other",50,"climate",14,80,90,10,1,"msg_share_broad",0,58
"s228","control",74,"health",14,70,70,30,1,"msg_share_broad",0,66
"s228","control",104,"climate",14,30,40,30,1,"msg_share_broad",0,85
"s228","other",55,"health",14,70,70,40,1,"msg_share_broad",0,108
"s228","self",37,"climate",14,90,80,10,1,"msg_share_broad",0,55
"s228","other",6,"health",14,10,0,0,1,"msg_share_broad",0,39
"s228","control",54,"climate",14,50,70,60,1,"msg_share_broad",0,42
"s229","self",73,"health",6,0,0,0,1,"msg_share_broad",0,24
"s229","control",2,"climate",6,60,60,0,1,"msg_share_broad",0,34
"s229","other",95,"health",6,30,50,0,1,"msg_share_broad",0,29
"s229","control",1,"climate",6,10,0,0,1,"msg_share_broad",0,19
"s229","control",60,"health",6,10,0,0,1,"msg_share_broad",0,48
"s229","self",79,"climate",6,70,20,0,1,"msg_share_broad",0,23
"s230","other",29,"climate",10,60,60,0,1,"msg_share_broad",0,11
"s230","self",8,"health",10,100,80,10,1,"msg_share_broad",0,13
"s230","control",10,"climate",10,10,20,0,1,"msg_share_broad",0,15
"s230","control",21,"health",10,60,70,10,1,"msg_share_broad",0,22
"s230","other",62,"climate",10,60,60,0,1,"msg_share_broad",0,18
"s230","self",42,"health",10,60,60,10,1,"msg_share_broad",0,20
"s230","self",16,"climate",10,60,60,0,1,"msg_share_broad",0,28
"s230","other",76,"health",10,90,80,10,1,"msg_share_broad",0,9
"s230","control",69,"climate",10,60,60,0,1,"msg_share_broad",0,16
"s230","self",55,"health",10,0,60,0,1,"msg_share_broad",0,21
"s231","other",48,"health",20,100,30,0,1,"msg_share_broad",0,18
"s231","control",111,"climate",20,0,0,0,1,"msg_share_broad",0,7
"s231","self",90,"health",20,0,20,0,1,"msg_share_broad",0,7
"s231","control",52,"health",20,100,100,0,1,"msg_share_broad",0,6
"s231","self",92,"health",20,0,100,0,1,"msg_share_broad",0,9
"s231","other",24,"climate",20,0,0,0,1,"msg_share_broad",0,7
"s231","other",62,"climate",20,0,0,0,1,"msg_share_broad",0,7
"s231","control",55,"health",20,0,80,0,1,"msg_share_broad",0,11
"s231","control",101,"health",20,0,70,0,1,"msg_share_broad",0,9
"s231","control",108,"climate",20,0,0,0,1,"msg_share_broad",0,6
"s231","other",57,"health",20,100,100,60,1,"msg_share_broad",0,6
"s231","control",69,"climate",20,0,0,0,1,"msg_share_broad",0,8
"s232","self",12,"climate",4,100,90,70,1,"msg_share_broad",0,27
"s232","control",63,"health",4,0,0,0,1,"msg_share_broad",0,14
"s232","other",95,"health",4,0,0,0,1,"msg_share_broad",0,14
"s232","other",89,"climate",4,40,10,0,1,"msg_share_broad",0,27
"s233","self",3,"health",6,0,0,0,1,"msg_share_broad",0,15
"s233","control",77,"climate",6,90,100,60,1,"msg_share_broad",0,11
"s233","other",77,"climate",6,100,100,60,1,"msg_share_broad",0,19
"s233","control",60,"health",6,0,0,40,1,"msg_share_broad",0,15
"s233","self",14,"climate",6,90,80,60,1,"msg_share_broad",0,15
"s233","other",75,"health",6,0,0,0,1,"msg_share_broad",0,11
"s234","self",61,"climate",19,60,60,0,1,"msg_share_broad",0,54
"s234","self",100,"health",19,0,0,0,1,"msg_share_broad",0,33
"s234","control",70,"climate",19,100,100,50,1,"msg_share_broad",0,30
"s234","other",5,"health",19,40,40,10,1,"msg_share_broad",0,49
"s234","control",89,"climate",19,90,80,60,1,"msg_share_broad",0,13
"s234","self",32,"health",19,100,100,10,1,"msg_share_broad",0,56
"s234","other",14,"climate",19,10,40,30,1,"msg_share_broad",0,11
"s234","self",90,"health",19,90,90,80,1,"msg_share_broad",0,10
"s234","other",28,"climate",19,80,80,70,1,"msg_share_broad",0,35
"s234","control",110,"climate",19,70,30,30,1,"msg_share_broad",0,70
"s234","self",3,"health",19,70,80,40,1,"msg_share_broad",0,47
"s234","other",94,"climate",19,70,80,20,1,"msg_share_broad",0,31
"s234","control",103,"health",19,70,20,70,1,"msg_share_broad",0,24
"s234","other",12,"climate",19,70,20,20,1,"msg_share_broad",0,58
"s234","self",97,"health",19,100,80,10,1,"msg_share_broad",0,25
"s234","other",81,"climate",19,90,80,60,1,"msg_share_broad",0,51
"s234","self",105,"health",19,80,70,10,1,"msg_share_broad",0,91
"s234","control",53,"climate",19,70,70,20,1,"msg_share_broad",0,54
"s235","control",5,"health",5,70,70,0,1,"msg_share_broad",0,11
"s235","self",79,"climate",5,20,30,0,1,"msg_share_broad",0,10
"s235","other",60,"health",5,0,0,0,1,"msg_share_broad",0,28
"s235","other",16,"climate",5,50,80,0,1,"msg_share_broad",0,21
"s235","control",100,"health",5,70,40,0,1,"msg_share_broad",0,9
"s236","other",1,"climate",6,70,90,0,1,"msg_share_broad",0,27
"s236","self",22,"health",6,70,90,30,1,"msg_share_broad",0,46
"s236","control",53,"climate",6,0,0,0,1,"msg_share_broad",0,48
"s236","control",6,"health",6,60,80,10,1,"msg_share_broad",0,18
"s236","self",15,"climate",6,0,10,0,1,"msg_share_broad",0,37
