"SID","article_cond","article_number","topic","n_articles","msg_rel_self","msg_rel_social","msg_share","sharing_type","sharing_type_key","sharing_behavior","n_words"
"s418","self",49,"health",6,100,100,100,1,"msg_share_broad",0,36
"s418","self",58,"climate",6,0,0,0,1,"msg_share_broad",0,15
"s419","control",108,"climate",4,90,90,70,1,"msg_share_broad",0,27
"s419","self",80,"health",4,100,80,80,1,"msg_share_broad",0,79
"s419","other",24,"climate",4,60,90,40,1,"msg_share_broad",0,65
"s419","self",9,"health",4,40,30,10,1,"msg_share_broad",0,22
"s420","self",83,"health",14,90,90,20,1,"msg_share_broad",0,6
"s420","other",4,"climate",14,90,90,30,1,"msg_share_broad",0,9
"s420","other",6,"health",14,20,40,0,1,"msg_share_broad",0,12
"s420","control",11,"climate",14,60,70,10,1,"msg_share_broad",0,9
"s420","self",13,"health",14,60,70,0,1,"msg_share_broad",0,17
"s420","self",16,"climate",14,60,60,0,1,"msg_share_broad",0,19
"s420","control",43,"health",14,10,40,10,1,"msg_share_broad",0,7
"s420","other",99,"climate",14,30,60,0,1,"msg_share_broad",0,9
"s420","self",10,"climate",14,60,70,0,1,"msg_share_broad",0,18
"s420","other",36,"health",14,60,80,10,1,"msg_share_broad",0,13
"s420","self",95,"health",14,80,80,10,1,"msg_share_broad",0,6
"s421","control",87,"health",6,0,20,0,1,"msg_share_broad",0,9
"s421","self",108,"climate",6,100,100,40,1,"msg_share_broad",0,36
"s421","other",57,"health",6,100,60,50,1,"msg_share_broad",0,37
"s421","other",84,"climate",6,100,100,80,1,"msg_share_broad",0,24
"s421","self",46,"health",6,0,0,0,1,"msg_share_broad",0,19
"s421","control",38,"climate",6,100,100,60,1,"msg_share_broad",0,31
"s422","other",79,"climate",10,80,80,60,1,"msg_share_broad",0,33
"s422","self",36,"health",10,10,70,30,1,"msg_share_broad",0,21
"s422","control",58,"climate",10,70,80,80,1,"msg_share_broad",0,30
"s422","control",52,"health",10,30,30,60,1,"msg_share_broad",0,29
"s422","self",37,"climate",10,80,80,60,1,"msg_share_broad",0,21
"s422","other",59,"health",10,20,20,10,1,"msg_share_broad",0,16
"s422","control",107,"climate",10,80,80,80,1,"msg_share_broad",0,24
"s422","other",63,"health",10,40,40,40,1,"msg_share_broad",0,25
"s422","self",81,"climate",10,80,80,80,1,"msg_share_broad",0,40
"s422","other",80,"health",10,60,90,60,1,"msg_share_broad",0,25
"s423","other",107,"climate",5,100,100,0,1,"msg_share_broad",0,32
"s423","other",23,"health",5,80,60,0,1,"msg_share_broad",0,27
"s423","self",69,"climate",5,100,100,0,1,"msg_share_broad",0,16
"s423","control",60,"health",5,100,100,0,1,"msg_share_broad",0,12
"s423","self",38,"climate",5,60,60,0,1,"msg_share_broad",0,10
"s424","control",1,"climate",6,80,80,10,1,"msg_share_broad",0,9
"s424","self",100,"health",6,90,90,70,1,"msg_share_broad",0,26
"s424","other",89,"climate",6,100,100,70,1,"msg_share_broad",0,15
"s424","control",91,"health",6,30,40,70,1,"msg_share_broad",0,41
"s424","other",67,"climate",6,70,70,10,1,"msg_share_broad",0,25
"s424","self",19,"health",6,100,70,70,1,"msg_share_broad",0,33
"s001","control",35,"climate",5,60,60,20,0,"msg_share_narrow",0,20
"s001","other",109,"health",5,70,60,60,0,"msg_share_narrow",0,11
"s001","self",51,"climate",5,60,90,80,0,"msg_share_narrow",0,15
"s001","other",43,"health",5,70,70,70,0,"msg_share_narrow",0,7
"s001","self",94,"climate",5,70,80,70,0,"msg_share_narrow",0,11
"s002","control",17,"health",3,0,50,100,0,"msg_share_narrow",0,25
"s002","other",27,"climate",3,80,90,20,0,"msg_share_narrow",0,25
"s002","self",78,"health",3,100,100,50,0,"msg_share_narrow",1,39
"s003","other",31,"climate",7,60,50,0,0,"msg_share_narrow",0,71
"s003","control",68,"health",7,0,40,0,0,"msg_share_narrow",0,36
"s003","self",38,"climate",7,100,80,0,0,"msg_share_narrow",0,58
"s003","self",92,"health",7,0,50,0,0,"msg_share_narrow",0,53
"s003","other",86,"climate",7,60,60,0,0,"msg_share_narrow",0,61
"s003","control",75,"health",7,70,80,0,0,"msg_share_narrow",0,51
"s003","self",12,"climate",7,70,50,0,0,"msg_share_narrow",1,38
"s004","control",81,"climate",5,60,60,30,0,"msg_share_narrow",0,7
"s004","other",59,"health",5,60,60,30,0,"msg_share_narrow",0,8
"s004","other",12,"climate",5,40,40,30,0,"msg_share_narrow",0,10
"s004","self",102,"health",5,30,40,20,0,"msg_share_narrow",0,8
"s004","control",67,"climate",5,30,30,20,0,"msg_share_narrow",0,6
"s005","self",101,"health",3,30,60,40,0,"msg_share_narrow",0,45
"s005","control",81,"climate",3,70,80,10,0,"msg_share_narrow",0,42
"s005","other",25,"health",3,90,80,60,0,"msg_share_narrow",0,38
"s006","control",29,"climate",10,80,80,0,0,"msg_share_narrow",0,32
"s006","other",92,"health",10,90,100,0,0,"msg_share_narrow",0,31
"s006","self",110,"climate",10,100,100,0,0,"msg_share_narrow",0,36
"s006","control",32,"health",10,50,80,0,0,"msg_share_narrow",0,57
"s006","self",88,"climate",10,100,100,0,0,"msg_share_narrow",0,50
"s006","other",47,"health",10,60,90,0,0,"msg_share_narrow",0,35
"s006","self",70,"climate",10,80,80,0,0,"msg_share_narrow",0,32
"s006","other",55,"health",10,100,100,0,0,"msg_share_narrow",0,55
"s006","control",18,"climate",10,20,10,0,0,"msg_share_narrow",0,26
"s006","other",109,"health",10,0,0,0,0,"msg_share_narrow",0,50
"s007","self",63,"health",14,10,20,10,0,"msg_share_narrow",0,9
"s007","control",56,"climate",14,60,60,60,0,"msg_share_narrow",0,15
"s007","other",49,"health",14,40,60,40,0,"msg_share_narrow",0,18
"s007","control",7,"climate",14,70,70,40,0,"msg_share_narrow",0,17
"s007","self",8,"health",14,60,60,40,0,"msg_share_narrow",0,10
"s007","control",66,"climate",14,60,60,60,0,"msg_share_narrow",0,7
"s007","control",70,"climate",14,60,60,60,0,"msg_share_narrow",0,7
"s007","self",33,"health",14,60,60,60,0,"msg_share_narrow",0,6
"s007","other",65,"climate",14,60,60,60,0,"msg_share_narrow",0,7
"s007","control",34,"health",14,60,60,60,0,"msg_share_narrow",0,6
"s007","other",11,"climate",14,60,60,60,0,"msg_share_narrow",0,6
"s007","self",97,"health",14,60,60,60,0,"msg_share_narrow",0,6
"s008","control",86,"climate",6,30,40,10,0,"msg_share_narrow",0,18
"s008","other",33,"health",6,70,70,0,0,"msg_share_narrow",0,14
"s008","self",65,"climate",6,20,10,0,0,"msg_share_narrow",0,29
"s008","self",23,"health",6,0,10,10,0,"msg_share_narrow",0,11
"s008","control",54,"climate",6,70,80,60,0,"msg_share_narrow",0,43
"s008","other",13,"health",6,20,60,0,0,"msg_share_narrow",0,13
"s009","other",25,"health",7,70,60,0,0,"msg_share_narrow",0,16
"s009","control",7,"climate",7,60,60,40,0,"msg_share_narrow",0,13
"s009","self",43,"health",7,30,70,0,0,"msg_share_narrow",0,22
"s009","self",1,"climate",7,80,70,70,0,"msg_share_narrow",0,11
"s009","control",77,"climate",7,80,70,80,0,"msg_share_narrow",0,14
"s009","self",78,"health",7,80,70,70,0,"msg_share_narrow",0,27
"s009","self",81,"climate",7,70,50,80,0,"msg_share_narrow",0,16
"s010","other",102,"health",18,20,60,10,0,"msg_share_narrow",0,19
"s010","self",7,"climate",18,70,80,60,0,"msg_share_narrow",0,19
"s010","control",36,"health",18,10,20,0,0,"msg_share_narrow",0,11
"s010","control",58,"climate",18,10,30,30,0,"msg_share_narrow",0,14
"s010","self",3,"health",18,70,70,10,0,"msg_share_narrow",0,11
"s010","other",9,"health",18,20,70,0,0,"msg_share_narrow",0,22
"s010","control",11,"climate",18,10,0,0,0,"msg_share_narrow",0,18
"s010","self",73,"health",18,20,0,0,0,"msg_share_narrow",0,20
"s010","other",110,"climate",18,70,70,10,0,"msg_share_narrow",0,13
"s010","self",71,"health",18,60,90,60,0,"msg_share_narrow",0,14
"s010","control",89,"climate",18,60,60,10,0,"msg_share_narrow",0,10
"s010","self",32,"health",18,80,10,10,0,"msg_share_narrow",0,12
"s010","control",10,"climate",18,80,10,10,0,"msg_share_narrow",0,11
"s010","other",75,"health",18,80,80,10,0,"msg_share_narrow",0,17
"s010","self",107,"climate",18,60,40,0,0,"msg_share_narrow",0,13
"s010","other",55,"health",18,60,60,0,0,"msg_share_narrow",0,18
"s010","control",67,"climate",18,60,70,10,0,"msg_share_narrow",0,12
"s011","self",29,"climate",6,70,70,0,0,"msg_share_narrow",0,31
"s011","self",42,"health",6,70,60,0,0,"msg_share_narrow",0,30
"s011","control",66,"climate",6,70,60,0,0,"msg_share_narrow",0,24
"s011","other",19,"health",6,60,100,0,0,"msg_share_narrow",0,30
"s011","self",26,"climate",6,60,50,0,0,"msg_share_narrow",0,35
"s011","other",23,"health",6,100,100,0,0,"msg_share_narrow",0,29
"s012","other",85,"climate",4,70,70,70,0,"msg_share_narrow",0,19
"s012","self",34,"health",4,90,90,90,0,"msg_share_narrow",0,25
"s012","other",7,"climate",4,90,90,90,0,"msg_share_narrow",0,15
"s012","control",64,"health",4,60,60,60,0,"msg_share_narrow",0,28
"s013","control",51,"climate",3,40,30,10,0,"msg_share_narrow",0,67
"s013","other",73,"health",3,30,0,0,0,"msg_share_narrow",0,16
"s013","self",72,"climate",3,60,10,0,0,"msg_share_narrow",0,60
"s014","self",80,"health",7,100,100,70,0,"msg_share_narrow",0,37
"s014","control",35,"climate",7,80,80,40,0,"msg_share_narrow",0,23
"s014","other",101,"health",7,100,100,100,0,"msg_share_narrow",0,26
"s014","self",26,"climate",7,80,80,50,0,"msg_share_narrow",0,23
"s014","other",55,"health",7,100,100,60,0,"msg_share_narrow",0,19
"s014","control",29,"climate",7,60,60,30,0,"msg_share_narrow",0,36
"s014","control",109,"health",7,80,80,10,0,"msg_share_narrow",0,30
"s015","other",80,"health",7,100,100,100,0,"msg_share_narrow",0,48
"s015","self",1,"climate",7,100,100,100,0,"msg_share_narrow",0,105
"s015","control",3,"health",7,80,100,100,0,"msg_share_narrow",0,45
"s015","self",7,"climate",7,70,100,100,0,"msg_share_narrow",0,62
"s015","other",13,"health",7,90,100,100,0,"msg_share_narrow",0,26
"s015","control",24,"climate",7,90,90,90,0,"msg_share_narrow",0,20
"s015","other",75,"health",7,90,90,80,0,"msg_share_narrow",0,21
"s016","other",22,"health",9,100,100,80,0,"msg_share_narrow",0,25
"s016","other",82,"climate",9,100,100,10,0,"msg_share_narrow",0,26
"s016","other",101,"health",9,30,80,30,0,"msg_share_narrow",0,28
"s016","self",27,"climate",9,90,90,0,0,"msg_share_narrow",0,27
"s016","control",34,"health",9,100,100,0,0,"msg_share_narrow",0,48
"s016","other",38,"climate",9,10,30,0,0,"msg_share_narrow",0,26
"s016","control",8,"health",9,30,40,0,0,"msg_share_narrow",0,50
"s016","self",50,"climate",9,100,100,0,0,"msg_share_narrow",0,24
"s016","self",41,"health",9,0,0,0,0,"msg_share_narrow",0,7
"s017","control",18,"climate",5,80,50,0,0,"msg_share_narrow",0,13
"s017","other",105,"health",5,50,100,0,0,"msg_share_narrow",0,22
"s017","self",56,"climate",5,100,30,0,0,"msg_share_narrow",0,32
"s017","control",63,"health",5,70,0,0,0,"msg_share_narrow",0,11
"s017","self",84,"climate",5,100,80,90,0,"msg_share_narrow",0,36
"s018","other",17,"health",6,40,30,10,0,"msg_share_narrow",0,33
"s018","self",107,"climate",6,100,90,70,0,"msg_share_narrow",0,67
"s018","other",73,"health",6,80,100,0,0,"msg_share_narrow",0,25
"s018","control",65,"climate",6,90,90,0,0,"msg_share_narrow",0,49
"s018","self",48,"health",6,60,20,30,0,"msg_share_narrow",0,37
"s019","control",44,"climate",7,100,90,10,0,"msg_share_narrow",0,39
"s019","other",25,"health",7,10,100,20,0,"msg_share_narrow",0,38
"s019","self",98,"climate",7,10,30,0,0,"msg_share_narrow",0,42
"s019","self",33,"health",7,100,90,0,0,"msg_share_narrow",0,33
"s019","other",2,"climate",7,100,100,70,0,"msg_share_narrow",0,26
"s019","control",52,"health",7,100,100,60,0,"msg_share_narrow",0,37
"s019","self",72,"climate",7,60,60,0,0,"msg_share_narrow",0,39
"s020","self",108,"climate",3,80,100,0,0,"msg_share_narrow",1,31
"s020","control",12,"climate",3,100,100,30,0,"msg_share_narrow",0,48
"s020","other",90,"health",3,100,100,80,0,"msg_share_narrow",0,31
"s021","control",103,"health",5,100,90,100,0,"msg_share_narrow",0,42
"s021","other",10,"climate",5,70,100,70,0,"msg_share_narrow",0,38
"s021","self",34,"health",5,30,40,30,0,"msg_share_narrow",0,52
"s021","self",64,"health",5,10,20,30,0,"msg_share_narrow",0,48
"s021","other",69,"climate",5,20,20,20,0,"msg_share_narrow",0,42
"s022","control",88,"climate",9,100,100,100,0,"msg_share_narrow",1,8
"s022","other",5,"health",9,100,100,50,0,"msg_share_narrow",0,22
"s022","self",50,"climate",9,70,100,20,0,"msg_share_narrow",0,22
"s022","other",60,"health",9,70,100,80,0,"msg_share_narrow",0,20
"s022","control",77,"climate",9,70,70,70,0,"msg_share_narrow",0,8
"s022","self",25,"health",9,0,100,100,0,"msg_share_narrow",1,6
"s022","control",14,"climate",9,100,100,70,0,"msg_share_narrow",0,22
"s022","other",55,"health",9,80,100,80,0,"msg_share_narrow",0,14
"s022","self",27,"climate",9,40,60,60,0,"msg_share_narrow",0,19
"s023","self",85,"climate",4,70,70,90,0,"msg_share_narrow",0,144
"s023","control",105,"health",4,100,100,90,0,"msg_share_narrow",0,94
"s023","other",82,"climate",4,70,70,70,0,"msg_share_narrow",0,201
"s023","other",41,"health",4,50,70,30,0,"msg_share_narrow",0,165
"s024","control",102,"health",5,0,70,0,0,"msg_share_narrow",0,31
"s024","other",38,"climate",5,30,70,0,0,"msg_share_narrow",0,30
"s024","self",49,"health",5,10,100,0,0,"msg_share_narrow",0,28
"s024","self",72,"climate",5,70,80,20,0,"msg_share_narrow",0,17
"s024","control",91,"health",5,20,10,0,0,"msg_share_narrow",0,20
"s025","other",61,"climate",9,80,60,60,0,"msg_share_narrow",0,16
"s025","control",6,"health",9,70,40,60,0,"msg_share_narrow",0,10
"s025","other",1,"climate",9,70,70,70,0,"msg_share_narrow",0,21
"s025","self",19,"health",9,70,60,50,0,"msg_share_narrow",0,18
"s025","control",51,"climate",9,70,80,60,0,"msg_share_narrow",0,9
"s025","other",92,"health",9,40,70,40,0,"msg_share_narrow",0,17
"s025","control",67,"climate",9,80,60,20,0,"msg_share_narrow",0,9
"s025","self",109,"health",9,100,60,70,0,"msg_share_narrow",0,15
"s025","control",88,"climate",9,90,70,50,0,"msg_share_narrow",0,15
"s026","self",13,"health",4,100,70,20,0,"msg_share_narrow",0,39
"s026","control",31,"climate",4,60,40,0,0,"msg_share_narrow",0,8
"s026","other",71,"health",4,90,100,100,0,"msg_share_narrow",0,42
"s026","other",15,"climate",4,60,0,0,0,"msg_share_narrow",0,20
"s027","control",95,"health",10,30,40,0,0,"msg_share_narrow",0,14
"s027","other",40,"climate",10,10,0,0,0,"msg_share_narrow",0,34
"s027","self",8,"health",10,40,60,10,0,"msg_share_narrow",0,13
"s027","self",53,"climate",10,0,0,0,0,"msg_share_narrow",0,12
"s027","self",102,"health",10,0,90,60,0,"msg_share_narrow",0,17
"s027","control",65,"climate",10,90,90,30,0,"msg_share_narrow",0,12
"s027","control",103,"health",10,90,90,10,0,"msg_share_narrow",0,11
"s027","other",82,"climate",10,90,90,10,0,"msg_share_narrow",0,33
"s027","self",59,"health",10,100,90,60,0,"msg_share_narrow",0,24
"s027","other",7,"climate",10,20,20,0,0,"msg_share_narrow",0,26
"s028","control",16,"climate",4,70,70,70,0,"msg_share_narrow",0,30
"s028","self",76,"health",4,30,40,10,0,"msg_share_narrow",0,38
"s028","other",79,"climate",4,90,90,70,0,"msg_share_narrow",0,36
"s028","control",87,"health",4,60,60,50,0,"msg_share_narrow",0,29
"s029","control",104,"climate",16,0,10,10,0,"msg_share_narrow",0,40
"s029","other",19,"health",16,90,90,0,0,"msg_share_narrow",0,14
"s029","self",66,"climate",16,90,80,0,0,"msg_share_narrow",0,26
"s029","self",97,"health",16,40,80,0,0,"msg_share_narrow",0,15
"s029","other",51,"climate",16,20,30,0,0,"msg_share_narrow",0,20
"s029","control",9,"health",16,10,60,0,0,"msg_share_narrow",0,19
"s029","control",28,"climate",16,40,60,0,0,"msg_share_narrow",0,25
"s029","self",75,"health",16,90,90,0,0,"msg_share_narrow",0,11
"s029","other",67,"climate",16,70,90,0,0,"msg_share_narrow",0,17
"s029","self",64,"health",16,90,90,0,0,"msg_share_narrow",0,22
"s029","control",61,"climate",16,70,80,0,0,"msg_share_narrow",0,15
"s029","other",76,"health",16,30,40,0,0,"msg_share_narrow",0,16
"s029","other",111,"climate",16,50,30,0,0,"msg_share_narrow",0,22
"s029","self",59,"health",16,40,60,0,0,"msg_share_narrow",0,14
"s029","control",54,"climate",16,80,80,0,0,"msg_share_narrow",0,16
"s029","control",42,"health",16,60,60,0,0,"msg_share_narrow",0,17
"s030","self",47,"health",11,90,90,70,0,"msg_share_narrow",0,36
"s030","control",99,"climate",11,90,90,80,0,"msg_share_narrow",0,29
"s030","other",48,"health",11,100,100,90,0,"msg_share_narrow",0,44
"s030","self",1,"climate",11,90,90,70,0,"msg_share_narrow",0,41
"s030","other",41,"health",11,100,100,90,0,"msg_share_narrow",0,30
"s030","control",38,"climate",11,70,50,10,0,"msg_share_narrow",0,39
"s030","control",55,"health",11,50,80,70,0,"msg_share_narrow",0,42
"s030","other",40,"climate",11,80,80,70,0,"msg_share_narrow",0,51
"s030","self",3,"health",11,90,100,80,0,"msg_share_narrow",0,39
"s030","self",88,"climate",11,100,100,90,0,"msg_share_narrow",0,28
"s030","other",25,"health",11,100,100,100,0,"msg_share_narrow",0,33
"s031","other",11,"climate",6,60,60,0,0,"msg_share_narrow",0,19
"s031","self",6,"health",6,60,70,20,0,"msg_share_narrow",0,29
"s031","other",26,"climate",6,80,80,0,0,"msg_share_narrow",0,43
"s031","self",49,"health",6,100,70,0,0,"msg_share_narrow",0,31
"s031","other",98,"climate",6,40,60,0,0,"msg_share_narrow",0,37
"s031","control",5,"health",6,60,100,60,0,"msg_share_narrow",0,32
"s032","other",1,"climate",6,70,60,0,0,"msg_share_narrow",0,17
"s032","self",47,"health",6,70,60,0,0,"msg_share_narrow",0,9
"s032","control",28,"climate",6,60,60,0,0,"msg_share_narrow",0,21
"s032","control",32,"health",6,30,30,0,0,"msg_share_narrow",0,25
"s032","other",64,"health",6,50,50,0,0,"msg_share_narrow",0,7
"s032","other",11,"climate",6,60,60,0,0,"msg_share_narrow",0,13
"s033","other",38,"climate",7,100,100,70,0,"msg_share_narrow",0,47
"s033","control",41,"health",7,70,70,0,0,"msg_share_narrow",0,33
"s033","self",44,"climate",7,90,90,40,0,"msg_share_narrow",1,44
"s033","other",6,"health",7,20,70,20,0,"msg_share_narrow",0,36
"s033","self",35,"climate",7,80,80,10,0,"msg_share_narrow",0,62
"s033","control",49,"health",7,30,60,40,0,"msg_share_narrow",0,21
"s033","self",82,"climate",7,90,100,30,0,"msg_share_narrow",0,82
"s034","other",103,"health",7,70,70,0,0,"msg_share_narrow",0,18
"s034","other",96,"climate",7,60,70,0,0,"msg_share_narrow",0,15
"s034","self",17,"health",7,0,40,0,0,"msg_share_narrow",0,26
"s034","self",62,"climate",7,0,20,0,0,"msg_share_narrow",0,36
"s034","other",100,"health",7,30,70,100,0,"msg_share_narrow",0,22
"s034","control",70,"climate",7,40,40,0,0,"msg_share_narrow",0,47
"s034","other",42,"health",7,20,20,0,0,"msg_share_narrow",0,24
"s036","control",86,"climate",7,90,100,40,0,"msg_share_narrow",0,9
"s036","self",31,"climate",7,10,0,0,0,"msg_share_narrow",0,19
"s036","control",91,"health",7,0,0,0,0,"msg_share_narrow",0,23
"s036","other",107,"climate",7,70,90,10,0,"msg_share_narrow",0,23
"s036","control",36,"health",7,80,90,30,0,"msg_share_narrow",0,11
"s036","self",106,"climate",7,100,100,70,0,"msg_share_narrow",0,10
"s036","control",109,"health",7,0,10,0,0,"msg_share_narrow",0,7
"s037","self",30,"health",10,10,40,40,0,"msg_share_narrow",0,32
"s037","other",77,"climate",10,70,60,80,0,"msg_share_narrow",0,18
"s037","control",90,"health",10,80,100,80,0,"msg_share_narrow",0,17
"s037","self",94,"climate",10,90,90,60,0,"msg_share_narrow",0,18
"s037","control",33,"health",10,80,80,40,0,"msg_share_narrow",0,9
"s037","other",110,"climate",10,40,10,20,0,"msg_share_narrow",0,10
"s037","control",91,"health",10,10,20,40,0,"msg_share_narrow",0,14
"s037","other",18,"climate",10,90,80,50,0,"msg_share_narrow",0,13
"s037","self",101,"health",10,90,90,90,0,"msg_share_narrow",0,8
"s037","other",67,"climate",10,80,80,70,0,"msg_share_narrow",0,8
"s038","self",55,"health",10,90,90,50,0,"msg_share_narrow",0,21
"s038","control",96,"climate",10,100,100,100,0,"msg_share_narrow",0,41
"s038","other",43,"health",10,100,100,100,0,"msg_share_narrow",0,16
"s038","control",38,"climate",10,90,80,70,0,"msg_share_narrow",0,20
"s038","other",33,"health",10,100,100,100,0,"msg_share_narrow",0,18
"s038","self",15,"climate",10,100,100,100,0,"msg_share_narrow",0,27
"s038","self",87,"health",10,100,100,100,0,"msg_share_narrow",0,25
"s038","other",12,"climate",10,50,70,100,0,"msg_share_narrow",0,32
"s038","control",83,"health",10,100,100,100,0,"msg_share_narrow",0,16
"s038","control",14,"climate",10,100,100,100,0,"msg_share_narrow",0,20
"s039","control",55,"health",3,0,80,60,0,"msg_share_narrow",0,23
"s039","self",40,"climate",3,100,100,60,0,"msg_share_narrow",0,33
"s039","other",92,"health",3,0,0,70,0,"msg_share_narrow",0,18
"s040","other",60,"health",5,90,90,90,0,"msg_share_narrow",0,46
"s040","control",107,"climate",5,100,100,60,0,"msg_share_narrow",0,44
"s040","self",74,"health",5,100,60,40,0,"msg_share_narrow",0,36
"s040","other",103,"health",5,60,60,0,0,"msg_share_narrow",0,27
"s040","self",58,"climate",5,100,100,80,0,"msg_share_narrow",0,29
"s041","self",61,"climate",3,100,70,90,0,"msg_share_narrow",0,42
"s041","control",74,"health",3,100,100,100,0,"msg_share_narrow",0,19
"s041","other",104,"climate",3,100,80,100,0,"msg_share_narrow",0,51
"s042","control",109,"health",4,100,100,0,0,"msg_share_narrow",0,10
"s042","self",24,"climate",4,70,70,0,0,"msg_share_narrow",0,32
"s042","other",71,"health",4,70,70,40,0,"msg_share_narrow",0,18
"s042","other",56,"climate",4,60,70,0,0,"msg_share_narrow",0,30
"s043","other",27,"climate",4,100,100,90,0,"msg_share_narrow",0,58
"s043","self",77,"climate",4,100,90,80,0,"msg_share_narrow",0,46
"s043","self",13,"health",4,90,90,90,0,"msg_share_narrow",0,31
"s043","control",85,"climate",4,100,80,60,0,"msg_share_narrow",0,70
"s044","control",51,"climate",8,0,10,0,0,"msg_share_narrow",0,18
"s044","self",45,"health",8,90,90,10,0,"msg_share_narrow",0,18
"s044","control",107,"climate",8,30,10,0,0,"msg_share_narrow",0,12
"s044","other",6,"health",8,20,20,0,0,"msg_share_narrow",0,16
"s044","self",65,"climate",8,80,80,20,0,"msg_share_narrow",0,28
"s044","other",33,"health",8,70,60,0,0,"msg_share_narrow",0,17
"s044","control",72,"climate",8,60,60,0,0,"msg_share_narrow",0,26
"s044","self",57,"health",8,60,50,0,0,"msg_share_narrow",0,15
"s045","control",108,"climate",11,30,40,0,0,"msg_share_narrow",0,35
"s045","self",97,"health",11,80,70,10,0,"msg_share_narrow",0,20
"s045","other",18,"climate",11,10,10,0,0,"msg_share_narrow",0,28
"s045","other",80,"health",11,60,60,20,0,"msg_share_narrow",0,24
"s045","control",24,"climate",11,0,10,0,0,"msg_share_narrow",0,30
"s045","self",22,"health",11,30,60,0,0,"msg_share_narrow",0,25
"s045","other",86,"climate",11,0,0,0,0,"msg_share_narrow",0,22
"s045","control",66,"climate",11,20,10,0,0,"msg_share_narrow",0,25
"s045","self",76,"health",11,70,60,10,0,"msg_share_narrow",0,24
"s045","other",72,"climate",11,0,0,10,0,"msg_share_narrow",0,21
"s045","other",60,"health",11,80,80,0,0,"msg_share_narrow",0,23
"s047","other",42,"health",9,40,40,0,0,"msg_share_narrow",0,8
"s047","self",38,"climate",9,40,40,0,0,"msg_share_narrow",0,13
"s047","control",48,"health",9,0,0,0,0,"msg_share_narrow",0,7
"s047","other",67,"climate",9,100,100,0,0,"msg_share_narrow",0,10
"s047","self",40,"climate",9,50,50,0,0,"msg_share_narrow",0,16
"s047","control",105,"health",9,0,0,0,0,"msg_share_narrow",0,10
"s047","self",24,"climate",9,50,50,0,0,"msg_share_narrow",0,30
"s047","control",74,"health",9,60,60,0,0,"msg_share_narrow",0,15
"s047","other",77,"climate",9,70,70,0,0,"msg_share_narrow",0,10
"s048","control",17,"health",5,60,60,0,0,"msg_share_narrow",0,28
"s048","self",81,"climate",5,60,60,0,0,"msg_share_narrow",0,24
"s048","other",102,"health",5,40,60,0,0,"msg_share_narrow",0,22
"s048","other",69,"climate",5,40,40,0,0,"msg_share_narrow",0,28
"s048","control",3,"health",5,30,30,0,0,"msg_share_narrow",0,17
"s049","control",18,"climate",6,60,60,40,0,"msg_share_narrow",0,14
"s049","self",91,"health",6,20,20,10,0,"msg_share_narrow",0,24
"s049","self",69,"climate",6,10,10,0,0,"msg_share_narrow",0,18
"s049","other",30,"health",6,80,70,60,0,"msg_share_narrow",0,14
"s049","control",56,"climate",6,80,70,60,0,"msg_share_narrow",0,22
"s049","other",5,"health",6,70,70,60,0,"msg_share_narrow",0,20
"s050","other",4,"climate",3,100,90,60,0,"msg_share_narrow",0,22
"s050","control",45,"health",3,100,100,70,0,"msg_share_narrow",0,14
"s050","self",81,"climate",3,100,100,100,0,"msg_share_narrow",0,29
"s051","self",37,"climate",8,80,70,40,0,"msg_share_narrow",0,33
"s051","other",3,"health",8,60,90,60,0,"msg_share_narrow",0,40
"s051","control",44,"climate",8,60,40,20,0,"msg_share_narrow",0,30
"s051","self",36,"health",8,30,80,80,0,"msg_share_narrow",0,36
"s051","control",14,"climate",8,10,20,10,0,"msg_share_narrow",0,48
"s051","other",39,"health",8,30,70,60,0,"msg_share_narrow",0,39
"s051","other",86,"climate",8,70,70,10,0,"msg_share_narrow",0,61
"s051","self",23,"health",8,20,20,10,0,"msg_share_narrow",0,37
"s052","control",29,"climate",7,70,80,60,0,"msg_share_narrow",0,25
"s052","other",83,"health",7,60,100,90,0,"msg_share_narrow",0,36
"s052","self",24,"climate",7,40,40,0,0,"msg_share_narrow",0,19
"s052","self",57,"health",7,100,60,60,0,"msg_share_narrow",0,20
"s052","other",31,"climate",7,30,60,60,0,"msg_share_narrow",0,22
"s052","control",25,"health",7,60,60,70,0,"msg_share_narrow",0,20
"s052","self",66,"climate",7,70,40,40,0,"msg_share_narrow",0,21
"s053","self",11,"climate",11,30,40,0,0,"msg_share_narrow",0,32
"s053","other",74,"health",11,60,70,0,0,"msg_share_narrow",0,22
"s053","control",89,"climate",11,0,10,0,0,"msg_share_narrow",0,14
"s053","other",30,"health",11,60,60,10,0,"msg_share_narrow",0,13
"s053","self",15,"climate",11,0,0,0,0,"msg_share_narrow",0,14
"s053","control",75,"health",11,60,90,30,0,"msg_share_narrow",0,18
"s053","self",88,"climate",11,20,20,0,0,"msg_share_narrow",0,20
"s053","control",91,"health",11,10,20,10,0,"msg_share_narrow",0,13
"s053","other",98,"climate",11,10,20,0,0,"msg_share_narrow",0,22
"s053","self",3,"health",11,0,60,20,0,"msg_share_narrow",0,13
"s053","control",87,"health",11,40,60,0,0,"msg_share_narrow",0,17
"s054","self",2,"climate",11,50,50,40,0,"msg_share_narrow",0,9
